frameNo	startTime	endTime	dialogue	chunk
-1	00:02:24,659	00:02:27,127	$﻿3$Your pardon, Your Grace.	2
4	00:02:27,161	00:02:29,262	$I would rise, but...	2
5	00:02:29,296	00:02:31,698	$<i>Do you know what</i>$<i>your wife has done?</i>	2
6	00:02:33,033	00:02:35,202	$She did nothing$I did not command.	3
7	00:02:35,236	00:02:36,970	$Who'd have thought$she had it in her?	3
8	00:02:37,005	00:02:39,039	$By what right dare you lay$hands on my blood?	3
9	00:02:39,074	00:02:40,634	$I am the King's Hand, charged$with keeping the peace...	3
10	00:02:40,659	00:02:42,261	$You <i>were</i> the King's Hand.	3
11	00:02:42,711	00:02:44,279	$You shall now be held$accountable.	3
12	00:02:44,313	00:02:46,315	$Oh, will both of you$shut your mouths?!	3
13	00:02:48,618	00:02:51,954	$Catelyn will release Tyrion and$you'll make your peace with Jaime.	3
14	00:02:51,989	00:02:53,689	$He butchered my men--	3
15	00:02:53,723	00:02:56,192	$Lord Stark was$returning drunk	3
16	00:02:56,226	00:02:58,660	$from a brothel$when his men attacked Jaime.	3
17	00:02:58,694	00:03:02,264	$- Quiet, woman.$- <i>Jaime has fled the city.</i>	3
18	00:03:02,298	00:03:05,233	$Give me leave to bring him$back to justice.	3
19	00:03:07,069	00:03:09,004	$I took you for a King.	3
20	00:03:09,038	00:03:11,106	$- Hold your tongue.$- <i>He's attacked</i>	3
21	00:03:11,140	00:03:13,275	$one of my brothers$and abducted the other.	3
22	00:03:13,309	00:03:15,677	$I should wear the armor$and you the gown.	3
23	00:03:27,957	00:03:30,091	$I shall wear this$like a badge of honor.	4
24	00:03:33,195	00:03:36,464	$Wear it in silence$or I'll honor you again.	4
25	00:03:50,811	00:03:52,712	$See what she does to me?	4
26	00:03:52,746	00:03:55,715	$My loving wife.	4
27	00:04:01,422	00:04:03,757	$I should not have$hit her.	4
28	00:04:03,791	00:04:05,893	$That was not...	4
29	00:04:06,995	00:04:09,196	$That was not Kingly.	4
30	00:04:10,833	00:04:13,635	$If we don't act,	4
31	00:04:13,670	00:04:15,971	$there will be a war.	4
32	00:04:16,005	00:04:19,874	$So tell your wife to return$that little shit of an Imp	5
33	00:04:19,909	00:04:22,310	$to King's Landing.	5
34	00:04:22,345	00:04:25,013	$She's had her fun,$now put an end to it.	5
35	00:04:26,483	00:04:29,318	$You hear me?$Send a raven and put an end to it.	5
36	00:04:29,352	00:04:32,154	$And what about$Jaime Lannister?	5
37	00:04:34,624	00:04:37,460	$- What about Jaime?$- I'm half a Kingdom in debt	5
38	00:04:37,494	00:04:39,862	$to his bloody father.	5
39	00:04:39,896	00:04:43,800	$I don't know what happened between$you and those yellow-haired shits.	5
40	00:04:43,834	00:04:46,570	$I don't want to know.$This is what matters--	5
41	00:04:46,604	00:04:48,639	$I can't rule the Kingdoms	5
42	00:04:48,673	00:04:51,675	$if the Starks and the Lannisters$are at each other's throats.	5
43	00:04:51,710	00:04:53,944	$So enough.	5
44	00:04:55,714	00:04:58,283	$As you command,$Your Grace.	5
45	00:04:58,317	00:05:00,786	$With your leave,	5
46	00:05:00,820	00:05:03,955	$I will return to Winterfell$and set matters straight.	5
47	00:05:03,990	00:05:05,891	$Piss on that.$Send a raven.	5
48	00:05:05,925	00:05:07,559	$I want you to stay.	5
49	00:05:07,593	00:05:10,663	$I'm the King.$I get what I want.	6
50	00:05:15,401	00:05:18,870	$I never loved my brothers.	6
51	00:05:18,905	00:05:22,608	$A sad thing for a man$to admit, but it's true.	6
52	00:05:26,113	00:05:28,481	$You were the brother$I chose.	6
53	00:05:35,189	00:05:37,324	$We'll talk when I return$from the hunt.	6
54	00:05:39,560	00:05:41,294	$The hunt?	6
55	00:05:41,329	00:05:44,732	$Killing things$clears my head.	6
56	00:05:44,767	00:05:47,502	$You'll have to sit on the$throne while I'm away.	6
57	00:05:47,536	00:05:50,238	$You'll hate it more than I do.	6
58	00:05:50,272	00:05:52,006	$The Targaryen girl--	6
59	00:05:52,041	00:05:55,609	$seven hells,$don't start with her again.	6
60	00:05:55,643	00:05:58,479	$The girl will die$and I'll hear no more of it.	6
61	00:05:58,513	00:06:01,549	$Put on the badge.$And if you ever take it off again,	7
62	00:06:01,583	00:06:05,686	$I swear to the mother I'll pin the$damned thing on Jaime Lannister.	7
63	00:07:26,991	00:07:29,225	$Khaleesi?	8
64	00:07:31,662	00:07:33,596	$Oh, Khaleesi!	8
65	00:07:44,743	00:07:46,578	$You're hurt.	9
