frameNo	startTime	endTime	dialogue	chunk
-1	00:00:01,164	00:00:03,365	$﻿1$Mance: <i>Why do you want$to join us, Jon Snow?</i>	0
2	00:00:03,400	00:00:06,634	$I saw Craster take his own baby$boy and leave it in the woods.	0
3	00:00:06,668	00:00:07,892	$I saw what took it.	0
4	00:00:07,941	00:00:10,876	$When I told the Lord$Commander, he already knew.	0
5	00:00:10,910	00:00:14,012	$I want to fight for the side$that fights for the living.	0
6	00:00:14,047	00:00:15,514	$How did you kill those guards?	0
7	00:00:15,548	00:00:18,251	$- Show me how.$- If you would learn, you must come with me.	0
8	00:00:18,285	00:00:21,620	$I want to, but I need to$find my brother and mother.	0
9	00:00:21,655	00:00:23,022	$And my sister.	0
10	00:00:23,056	00:00:26,026	$You have to go.$Go to the Wall, to Jon.	0
11	00:00:26,061	00:00:28,462	$Osha, you must protect them.	0
12	00:00:28,497	00:00:30,597	$You're the only one who can.	0
13	00:00:30,632	00:00:34,468	$Karstark: 200 Northmen$slaughtered like sheep.	0
14	00:00:34,502	00:00:36,371	$The debt will be$repaid, my friend.	0
15	00:00:36,405	00:00:38,373	$<i>For them and for your sons.</i>	0
16	00:00:38,407	00:00:40,109	$They rot in the ground	0
17	00:00:40,143	00:00:42,312	$<i>while their killer runs free.</i>	0
18	00:00:42,346	00:00:44,080	$Those were Stark men.	0
19	00:00:44,114	00:00:46,883	$I don't serve the Starks.$I serve Lady Catelyn.	0
20	00:00:46,918	00:00:48,752	$I told you I'd take you$to King's Landing,	0
21	00:00:48,787	00:00:50,154	$and that's what$I'm going to do.	0
22	00:00:50,188	00:00:52,122	$Cersei: <i>Joffrey tells me$you stopped your carriage</i>	0
23	00:00:52,156	00:00:53,657	$at Flea Bottom this morning.	0
24	00:00:53,692	00:00:55,226	$Margaery: <i>I paid a$visit to an orphanage</i>	0
25	00:00:55,260	00:00:56,827	$<i>the High Septon told me about.</i>	0
26	00:00:56,862	00:00:59,263	$Not long ago we were$attacked by a mob there.	0
27	00:00:59,298	00:01:01,132	$<i>The king barely escaped</i>$<i>with his life.</i>	1
28	00:01:01,167	00:01:03,868	$My mother's always had$a penchant for drama.	1
29	00:01:03,902	00:01:06,437	$Facts become less and less$important to her	1
30	00:01:06,471	00:01:08,138	$<i>as she grows older.</i>	1
31	00:01:08,173	00:01:09,706	$You said you'd take me home.	1
32	00:01:09,741	00:01:11,375	$If you were to tell just one...	1
33	00:01:11,409	00:01:13,077	$Please, Lord Baelish,$tell me what to do.	1
34	00:01:13,111	00:01:15,112	$- Tell me when.$- Ros: <i>Watch out for her.</i>	1
35	00:01:15,147	00:01:17,081	$Watch out for her with him.	1
36	00:01:17,116	00:01:18,783	$( snarls )	1
37	00:01:18,817	00:01:20,818	$- Sam: Ah!$- ( Ghost growling )	1
38	00:01:23,021	00:01:25,189	$We need to get back$to the Wall.	1
39	00:01:25,223	00:01:28,892	$We know what's out there,$but we have to warn them.	1
40	00:01:35,633	00:01:38,902	$<i>( theme music playing )</i>	1
41	00:03:07,233	00:03:17,666	"$<font color=""#ec14bd"">Sync & corrections by honeybunny</font>$<font color=""#ec14bd"">www.addic7ed.com</font>"	3
42	00:03:25,880	00:03:28,115	$( panting )	3
43	00:03:41,264	00:03:43,598	$( wind blowing )	3
44	00:03:47,169	00:03:49,137	$( caws )	3
45	00:04:00,250	00:04:01,851	$( caws )	4
46	00:04:10,362	00:04:12,750	$Don't think too much, Bran.	4
47	00:04:14,099	00:04:15,800	$Relax your bow arm.	4
48	00:04:20,539	00:04:23,407	$- ( caws )$- ( laughing )	4
49	00:04:25,009	00:04:27,111	$Ned: <i>And which one of you$was a marksman at 10?</i>	4
50	00:04:27,145	00:04:29,213	$Father?	4
51	00:04:33,885	00:04:36,220	$<i>( raven caws )</i>	4
52	00:04:37,155	00:04:39,256	$You can't kill it, you know.	4
53	00:04:39,291	00:04:41,025	$Why not?	4
54	00:04:43,295	00:04:45,429	$Because the raven is you.	4
55	00:04:48,066	00:04:49,533	$( raven caws )	5
56	00:04:49,567	00:04:51,668	$( gasps )	5
57	00:04:55,207	00:04:56,674	$Hodor.	5
58	00:04:56,708	00:04:58,376	$It's all right, Hodor.	5
59	00:04:58,410	00:05:00,778	$( sighs )$Hodor.	5
60	00:05:05,451	00:05:08,387	$Osha: <i>Were you inside the$wolf again, little lord?</i>	5
61	00:05:08,421	00:05:11,357	$No, it was$the three-eyed raven.	5
62	00:05:11,391	00:05:13,559	$<i>He's back.</i>	5
63	00:05:15,328	00:05:16,695	$I tried to kill it,$but I couldn't.	5
64	00:05:16,730	00:05:19,665	$- There was a boy.$- <i>I don't want to hear about it.</i>	5
65	00:05:19,699	00:05:22,134	$- But you asked.$- We've got plenty of worries.	5
66	00:05:22,168	00:05:24,570	$We don't need to pour$black magic on top of them.	5
67	00:05:24,604	00:05:27,940	$I didn't ask$for black magic dreams.	5
68	00:05:27,974	00:05:29,675	$I know you didn't, little lord.	5
69	00:05:29,710	00:05:31,511	$<i>( birds screeching )</i>	5
70	00:05:31,545	00:05:33,479	$We need to move.	5
71	00:05:33,514	00:05:35,114	$We don't know$who might be after us.	5
72	00:05:35,149	00:05:36,883	$No one even knows we're alive.	5
73	00:05:38,085	00:05:39,752	$And who told you that?	5
74	00:05:39,787	00:05:41,988	$<i>The three-eyed raven</i>$<i>tell you?</i>	5
75	00:05:42,022	00:05:44,057	$- No.$- Some good he is, then.	5
76	00:05:46,460	00:05:49,463	$<i>I don't know what other people$know and what they don't.</i>	6
77	00:05:49,497	00:05:52,533	$I only know the Wall$is a long way off.	6
78	00:06:02,110	00:06:03,811	$My mother always told me	6
79	00:06:03,845	00:06:06,180	$you Westerosi were a grim lot.	6
80	00:06:07,349	00:06:10,551	$Grim, bearded,	6
81	00:06:10,586	00:06:12,253	$stinking barbarians	6
82	00:06:12,288	00:06:14,222	$that would row$across the Narrow Sea	6
83	00:06:14,256	00:06:17,458	$and steal us from our beds.	6
84	00:06:17,493	00:06:19,694	$Did you ever think$you'd marry one?	6
85	00:06:21,530	00:06:24,266	$I never thought$I'd marry anyone at all.	6
86	00:06:24,300	00:06:26,601	$Never?	6
87	00:06:26,636	00:06:30,138	$Not until I met$the king of the grim,	6
88	00:06:30,172	00:06:32,374	$bearded, stinking barbarians.	6
89	00:06:32,408	00:06:34,976	$<i>( door opens )</i>	6
90	00:06:38,748	00:06:41,150	$Pardon me, Your Grace.	6
91	00:06:41,184	00:06:44,053	$- My queen.$- Lord Bolton.	7
92	00:06:46,457	00:06:48,425	$Let me guess which one$is the good news.	7
93	00:06:50,562	00:06:52,830	$Word from Riverrun	7
94	00:06:52,864	00:06:54,498	$and Winterfell.	7
95	00:06:59,470	00:07:01,905	$( crying )$I hadn't seen him in years.	7
96	00:07:03,608	00:07:06,075	$I don't even know how many.	7
97	00:07:07,645	00:07:09,445	$We'll travel$to the funeral together.	7
98	00:07:10,681	00:07:11,948	$<i>Lord Bolton will garrison here</i>	7
