frameNo	startTime	endTime	dialogue	chunk
-1	00:01:55,574	00:01:57,658	$﻿1$(BOTH YELLING)	0
2	00:02:10,172	00:02:12,215	$(CROWD CHEERING)	1
3	00:02:13,050	00:02:15,134	$Well struck.	1
4	00:02:15,219	00:02:16,886	$Well struck, dog.	1
5	00:02:21,225	00:02:22,725	$Did you like that?	1
6	00:02:22,810	00:02:24,685	$It was well struck, Your Grace.	1
7	00:02:24,770	00:02:27,230	$I already said it was well struck.	1
8	00:02:28,232	00:02:30,191	$Yes, Your Grace.	1
9	00:02:37,866	00:02:40,201	$- Who's next?$- HERALD: Lothor Brune,	1
10	00:02:40,285	00:02:43,496	$freerider in the service of Lord Baelish.	1
11	00:02:43,580	00:02:46,749	$Ser Dontos the Red of House Hollard.	1
12	00:02:49,670	00:02:52,463	$Ser Dontos the Red of House Hollard!	1
13	00:02:52,548	00:02:53,965	$DONTOS: Here I am.	1
14	00:02:54,049	00:02:56,050	$Here I am.	1
15	00:03:02,182	00:03:03,891	$Sorry, Your Grace.	1
16	00:03:04,810	00:03:06,686	$My deepest apologies.	1
17	00:03:06,770	00:03:08,396	$- JOFFREY: Are you drunk?$- No.	1
18	00:03:09,064	00:03:11,190	$No. No, Your Grace.	1
19	00:03:11,275	00:03:13,860	$- I had two cups of wine.$- Two cups?	1
20	00:03:13,944	00:03:15,862	$That's not much at all.	1
21	00:03:16,488	00:03:18,573	$Please, have another cup.	1
22	00:03:18,657	00:03:20,116	$Are you sure, Your Grace?	1
23	00:03:20,200	00:03:22,493	$Yes. To celebrate my name day.	1
24	00:03:22,578	00:03:24,996	$Have two. Have as much as you like.	1
25	00:03:26,331	00:03:27,915	$I would be honored, Your Grace.	1
26	00:03:29,585	00:03:32,628	$Ser Meryn, help Ser Dontos$celebrate my name day.	1
27	00:03:33,338	00:03:34,755	$See that he drinks his fill.	1
28	00:03:37,301	00:03:38,342	$(CROWD GASPS)	1
29	00:03:50,147	00:03:52,315	$(GURGLING)	1
30	00:03:53,066	00:03:54,901	$You can't.	1
31	00:03:55,485	00:03:57,111	$What did you say?	1
32	00:03:58,447	00:04:00,239	$Did you say I can't?	2
33	00:04:00,324	00:04:01,908	$I only meant	2
34	00:04:01,992	00:04:04,869	$it would be bad luck$to kill a man on your name day.	2
35	00:04:04,953	00:04:07,121	$What kind of stupid peasant's superstition...	2
36	00:04:07,664	00:04:09,040	$HOUND: The girl is right.	2
37	00:04:09,124	00:04:12,418	$What a man sows on his name day,$he reaps all year.	2
38	00:04:12,502	00:04:14,211	$- (MEN LAUGHING)$- (WINE POURING)	2
39	00:04:14,296	00:04:15,796	$(JOFFREY SIGHS)	2
40	00:04:15,881	00:04:17,381	$Take him away.	2
41	00:04:17,466	00:04:19,508	$I'll have him killed tomorrow, the fool.	2
42	00:04:21,011	00:04:22,219	$(CROWD MURMURING)	2
43	00:04:23,388	00:04:26,140	$He is a fool. You're so clever to see it.	2
44	00:04:26,808	00:04:29,393	$He'll make a much better fool than a knight.	2
45	00:04:29,478	00:04:32,480	$He doesn't deserve$the mercy of a quick death.	2
46	00:04:34,191	00:04:36,984	$Did you hear my lady, Ser Dontos?	2
47	00:04:37,069	00:04:40,112	$From this day, you'll be my new fool.	2
48	00:04:40,197	00:04:42,406	$Thank you, Your Grace.	2
49	00:04:42,491	00:04:45,618	$And you, my lady, thank you.	2
50	00:04:45,702	00:04:47,370	$TYRION: Beloved nephew.	2
51	00:04:54,795	00:04:57,421	$We looked for you on the battlefield.	2
52	00:04:59,508	00:05:02,051	$You were nowhere to be found.	2
53	00:05:03,553	00:05:05,638	$I've been here, ruling the kingdoms.	2
54	00:05:05,722	00:05:08,391	$What a fine job you've done.	2
55	00:05:09,393	00:05:10,559	$Look at you.	2
56	00:05:12,104	00:05:14,188	$More beautiful than ever.	2
57	00:05:14,272	00:05:15,982	$And you!	2
58	00:05:16,066	00:05:18,317	$You're going to be bigger than the Hound,	2
59	00:05:18,402	00:05:20,820	$- but much better looking.$- (LAUGHS)	2
60	00:05:20,904	00:05:22,822	$This one doesn't like me.	2
61	00:05:22,906	00:05:24,740	$Can't imagine why.	2
62	00:05:24,825	00:05:27,326	$- We heard you were dead.$- I'm glad you're not dead.	2
63	00:05:28,370	00:05:30,997	$Me, too, dear. Death is so boring,	2
64	00:05:31,081	00:05:34,375	$especially now,$with so much excitement in the world.	2
65	00:05:35,377	00:05:36,711	$My lady, I'm sorry for your loss.	2
66	00:05:38,588	00:05:39,839	$Her loss?	2
67	00:05:39,923	00:05:41,841	$Her father was a confessed traitor.	2
68	00:05:41,925	00:05:43,509	$But still her father.	2
69	00:05:43,593	00:05:46,262	$Surely, having so recently lost your own$beloved father, you can sympathize.	2
70	00:05:51,601	00:05:53,436	$My father was a traitor.	2
71	00:05:53,520	00:05:55,396	$My mother and brother are traitors, too.	2
72	00:05:55,897	00:05:57,982	$I am loyal to my beloved Joffrey.	2
73	00:05:59,818	00:06:01,944	$Of course you are.	3
74	00:06:03,989	00:06:07,825	$Well, enjoy your name day, Your Grace.	3
75	00:06:07,909	00:06:09,577	$Wish I could stay and celebrate,	3
76	00:06:09,661	00:06:12,455	$but there is work to be done.	3
77	00:06:12,539	00:06:14,540	$What work?	3
78	00:06:14,624	00:06:16,584	$Why are you here?	3
79	00:06:20,297	00:06:24,675	$PYCELLE: A raven arrived from the citadel$this morning, Your Grace.	3
80	00:06:24,760	00:06:25,926	$(BIRD SQUAWKING)	3
81	00:06:26,011	00:06:27,595	$The conclave has met,	3
82	00:06:27,679	00:06:31,140	$considered reports from maesters$all over the Seven Kingdoms,	3
83	00:06:31,850	00:06:34,351	$and declared this great summer	3
84	00:06:34,770	00:06:37,271	$done at last.	3
85	00:06:37,355	00:06:40,149	$The longest summer in living memory.	3
86	00:06:40,525	00:06:43,778	$The peasants say, a long summer means$an even longer winter.	3
87	00:06:43,862	00:06:45,613	$PYCELLE: A common superstition.	3
88	00:06:45,697	00:06:48,074	$LITTLEFINGER:$We have enough wheat for a five-year winter.	3
89	00:06:48,158	00:06:50,493	$If it lasts any longer,	3
90	00:06:51,078	00:06:53,037	$we'll have fewer peasants.	3
91	00:06:53,121	00:06:56,499	$The city's drowning in refugees,$Your Grace, fleeing the war.	3
92	00:06:56,583	00:06:59,627	$We have nowhere to house them.$And with winter coming, it'll only get worse.	3
93	00:06:59,711	00:07:03,005	$You command the city watch,$do you not, Lord Slynt?	3
94	00:07:04,341	00:07:06,092	$I do, Your Grace.	3
95	00:07:06,176	00:07:08,177	$And are you not a lord at my command?	3
96	00:07:08,261	00:07:11,847	$I owe my title and lands$to your generosity, Your Grace.	3
97	00:07:11,932	00:07:14,433	$Then do your job.$Shut the gates to the peasants.	3
98	00:07:14,518	00:07:17,436	$They belong in the field, not our capital.	3
99	00:07:17,521	00:07:19,105	$Yes, Your Grace.	3
100	00:07:19,189	00:07:20,523	$(TYRION WHISTLING TUNE)	3
101	00:07:25,862	00:07:26,904	$Don't get up.	3
102	00:07:28,365	00:07:31,951	$More ravishing than ever, big sister.	3
103	00:07:33,453	00:07:35,913	$War agrees with you.	3
104	00:07:35,997	00:07:38,541	$Forgive the interruption. Carry on.	3
105	00:07:40,377	00:07:41,502	$What are you doing here?	3
106	00:07:42,462	00:07:45,214	$It's been a remarkable journey.	3
107	00:07:45,841	00:07:48,884	$I pissed off the edge of the Wall,	3
108	00:07:49,886	00:07:51,804	$I slept in a sky cell,	3
109	00:07:51,888	00:07:54,056	$I fought with the hill tribes.	3
110	00:07:54,141	00:07:55,683	$So many adventures,	3
111	00:07:56,893	00:07:59,520	$so much to be thankful for.	3
112	00:07:59,604	00:08:03,482	$What are you doing here?$This is the small council.	4
113	00:08:03,567	00:08:08,320	$Yes, well, I do believe the Hand of the King$is welcome at all small council meetings.	4
114	00:08:08,405	00:08:10,114	$Our father is Hand of the King.	4
115	00:08:10,198	00:08:13,200	$Yes, but in his absence...	4
116	00:08:20,584	00:08:22,877	$VARYS: Your father has named Lord Tyrion	4
117	00:08:22,961	00:08:25,504	$to serve as hand in his stead while he fights.	4
118	00:08:25,589	00:08:28,007	$Out! All of you out!	4
119	00:08:32,929	00:08:35,556	$I would like to know$how you tricked Father into this.	4
120	00:08:35,640	00:08:39,185	$If I were capable of tricking Father,$I'd be emperor of the world by now.	4
121	00:08:39,895	00:08:41,812	$You brought this on yourself.	4
122	00:08:42,272	00:08:43,314	$I've done nothing.	4
123	00:08:43,398	00:08:45,191	$Quite right, you did nothing	4
124	00:08:45,275	00:08:47,526	$when your son called for Ned Stark's head.	4
125	00:08:47,611	00:08:49,528	$Now the entire North has risen up against us.	4
126	00:08:49,613	00:08:52,031	$- I tried to stop it.$- Did you? You failed.	4
127	00:08:52,115	00:08:55,326	$That bit of theater$will haunt our family for a generation.	4
128	00:08:55,410	00:08:59,288	$- Robb Stark is a child.$- Who's won every battle he's fought.	4
129	00:08:59,956	00:09:01,707	$Do you understand we're losing the war?	4
130	00:09:01,791	00:09:04,877	$- What do you know about warfare?$- Nothing.	4
131	00:09:04,961	00:09:06,712	$But I know people.	4
132	00:09:06,796	00:09:11,467	$And I know that our enemies hate each other$almost as much as they hate us.	4
133	00:09:16,097	00:09:18,724	$- Joffrey is king.$- Joffrey is king.	4
134	00:09:19,476	00:09:21,143	$You are here to advise him.	4
135	00:09:21,228	00:09:22,895	$I'm only here to advise him.	4
136	00:09:23,396	00:09:25,481	$And if the king listens to what I say,	4
137	00:09:25,565	00:09:29,068	$the king might just get his Uncle Jaime back.	4
138	00:09:30,904	00:09:32,321	$How?	4
139	00:09:32,405	00:09:33,948	$You love your children.	4
140	00:09:34,032	00:09:37,076	$It's your one redeeming quality.$That and your cheekbones.	4
141	00:09:38,495	00:09:41,413	$The Starks love their children as well.	4
142	00:09:41,498	00:09:43,707	$- And we have two of them.$- One.	4
143	00:09:45,627	00:09:48,420	$- One?$- Arya, little animal, she disappeared.	4
144	00:09:48,505	00:09:51,507	$Disappeared? What, in a puff of smoke?	4
