frameNo	startTime	endTime	dialogue	chunk
1	00:00:00,884	00:01:52,274	"$<font color=""#00ff00"">Game of thrones  S06E04</font>$<font color=""#ffff00"">ManDarK/</font>"	1
2	00:02:15,887	00:02:17,820	$Where you gonna go?	2
3	00:02:19,356	00:02:20,522	$South.	2
4	00:02:20,624	00:02:23,592	$What are you gonna do?	2
5	00:02:23,695	00:02:25,394	$Get warm.	2
6	00:02:32,770	00:02:34,970	$I was with you at Hardhome.	2
7	00:02:36,273	00:02:38,607	$We saw what's out there.	2
8	00:02:38,710	00:02:40,076	$We know it's coming here.	2
9	00:02:40,178	00:02:42,611	$How can you leave us now?	2
10	00:02:42,714	00:02:45,214	$I did everything I could. You know that.	2
11	00:02:45,316	00:02:48,784	$- You swore a vow. - Aye, I pledged$my life to the Night's Watch.	2
12	00:02:48,886	00:02:50,652	$- I gave my life.$- For all nights to come.	2
13	00:02:50,755	00:02:53,189	$They killed me, Edd! My own brothers.	2
14	00:02:53,290	00:02:55,157	$You want me to stay here after that?	2
15	00:02:55,259	00:02:58,794	$Riders approaching!	3
16	00:02:58,896	00:03:00,930	$Open the gate!	3
17	00:04:34,658	00:04:36,525	$This is good soup.	4
18	00:04:39,063	00:04:42,164	$Do you remember those kidney$pies Old Nan used to make?	4
19	00:04:42,266	00:04:44,834	$With the peas and onions?	4
20	00:04:47,538	00:04:50,472	$We never should have left Winterfell.	4
21	00:04:50,574	00:04:53,342	$Don't you wish we could go$back to the day we left?	4
22	00:04:55,313	00:04:59,014	"$I want to scream at myself,$""Don't go, you idiot."""	5
23	00:04:59,116	00:05:01,183	$How could we know?	5
24	00:05:01,285	00:05:05,387	$I spent a lot of time thinking$about what an ass I was to you.	5
25	00:05:07,358	00:05:09,424	$I wish I could change everything.	5
26	00:05:09,526	00:05:10,659	$We were children.	5
27	00:05:10,761	00:05:12,361	$I was awful, just admit it.	5
28	00:05:14,598	00:05:16,966	$You were occasionally awful.	5
29	00:05:17,068	00:05:18,868	$I'm sure I can't have been great fun.	5
30	00:05:18,970	00:05:21,737	$Always sulking in the corner$while the rest of you played.	5
31	00:05:21,839	00:05:23,672	$- Can you forgive me?$- There's nothing to forgive.	5
32	00:05:23,774	00:05:25,774	$- Forgive me.$- All right.	5
33	00:05:25,877	00:05:27,877	$All right, I forgive you.	5
34	00:05:45,196	00:05:47,062	$You'd think after thousands of years,	5
35	00:05:47,164	00:05:49,731	$the Night's Watch would have$learned how to make a good ale.	5
36	00:05:52,836	00:05:54,436	$Where will you go?	6
37	00:05:56,207	00:05:58,774	$Where will we go?	6
38	00:05:58,876	00:06:02,244	$If I don't watch over you, Father's$ghost will come back and murder me.	6
39	00:06:04,949	00:06:06,581	$Where will we go?	6
40	00:06:06,683	00:06:09,184	$I can't stay here, not$after what happened.	6
41	00:06:09,287	00:06:11,320	$There's only one place we can go.	6
42	00:06:11,422	00:06:13,522	$Home.	6
43	00:06:14,825	00:06:16,858	$Should we tell the Boltons$to pack up and leave?	6
44	00:06:16,961	00:06:18,593	$We'll take it back from them.	6
45	00:06:21,698	00:06:23,032	$I don't have an army.	6
46	00:06:23,754	00:06:25,234	$How many wildlings did you save?	6
47	00:06:25,336	00:06:26,936	$They didn't come here to serve me.	6
48	00:06:27,038	00:06:29,305	$They owe you their lives.	6
49	00:06:29,407	00:06:32,574	$You think they'll be safe here if Roose$Bolton remains Warden of the North?	6
50	00:06:32,676	00:06:35,044	$- Sansa.$- Winterfell is our home.	6
51	00:06:35,146	00:06:38,647	$It's ours and Arya's and$Bran's and Rickon's.	6
52	00:06:38,749	00:06:40,882	$Wherever they are, it$belongs to our family.	6
53	00:06:40,985	00:06:42,318	$We have to fight for it.	6
54	00:06:42,420	00:06:44,553	$I'm tired of fighting.	6
55	00:06:46,457	00:06:49,325	$It's all I've done since I left home.	6
56	00:06:49,427	00:06:51,360	$I've killed brothers$of the Night's Watch.	7
57	00:06:51,462	00:06:54,129	$I've killed wildlings. I've$killed men that I admire.	7
58	00:06:54,231	00:06:57,666	$I hanged a boy younger than Bran.	7
59	00:07:00,171	00:07:04,506	$I fought and I lost.	7
60	00:07:08,346	00:07:11,847	$If we don't take back the$North, we'll never be safe.	7
61	00:07:13,650	00:07:15,750	$I want you to help me.	7
62	00:07:17,254	00:07:19,855	$But I'll do it myself if I have to.	7
63	00:07:22,926	00:07:25,094	$My lady.	7
64	00:07:26,163	00:07:27,796	$Ser Davos.	7
65	00:07:29,700	00:07:32,801	$Will you stay here at Castle Black?	7
66	00:07:32,903	00:07:36,638	$I will do as Jon Snow commands.	7
67	00:07:36,740	00:07:38,540	$You serve Jon Snow now?	7
68	00:07:39,877	00:07:41,943	$He's the prince that was promised.	7
69	00:07:43,680	00:07:46,448	$Forgive me, my lady, I$thought that was Stannis.	7
70	00:07:56,394	00:07:58,527	$What happened down there?	8
71	00:08:00,797	00:08:03,798	$There was a battle.$Stannis was defeated.	8
72	00:08:05,802	00:08:07,936	$And Shireen?	8
73	00:08:08,039	00:08:09,571	$What happened to the princess?	8
74	00:08:09,673	00:08:12,374	$I saw what happened.	8
75	00:08:12,476	00:08:15,310	$I saw Stannis' forces$defeated in the field.	8
76	00:08:15,413	00:08:17,312	$My lady, I'm Ser Davos Seaworth.	8
77	00:08:17,415	00:08:19,014	$We've met before.	8
78	00:08:19,116	00:08:20,849	$I was Kingsguard to Renly Baratheon.	8
79	00:08:20,951	00:08:25,087	$Before Renly was assassinated$with bloodmagic.	8
80	00:08:26,323	00:08:27,889	$That's in the past now.	8
81	00:08:29,460	00:08:31,193	$Yes, it's in the past.	8
82	00:08:31,295	00:08:33,828	$It doesn't mean I forget.	8
83	00:08:35,599	00:08:36,898	$Or forgive.	8
84	00:08:38,802	00:08:40,402	$He admitted it, you know.	8
85	00:08:40,504	00:08:42,304	$Who did?	8
86	00:08:42,406	00:08:44,473	$Stannis.	8
87	00:08:44,575	00:08:46,708	$Just before I executed him.	8
88	00:09:32,523	00:09:34,689	$The Defender of the Vale!	9
89	00:09:34,791	00:09:36,425	$Uncle Petyr!	9
90	00:09:43,334	00:09:44,899	$My lord.	9
91	00:09:45,002	00:09:46,568	$Come and see.	9
92	00:09:46,670	00:09:49,304	$I missed your name day. Go on.	10
