frameNo	startTime	endTime	dialogue	chunk
2	00:00:02,369	00:00:04,604	$Thousands of years ago,$the First Men stood here.	0
3	00:00:04,638	00:00:06,673	$They came here to get$away from something.	0
4	00:00:06,707	00:00:08,176	$And I don't think it worked.	0
5	00:00:08,210	00:00:09,611	$Your sword.	0
6	00:00:09,645	00:00:12,117	$<i>The Kingslayer,</i>$<i>he escaped in the night.</i>	0
7	00:00:12,142	00:00:12,914	$How?	0
8	00:00:12,915	00:00:15,351	$Jaime Lannister has$played you for a fool.	0
9	00:00:15,385	00:00:17,886	$Sansa and Arya are captives$in King's Landing.	0
10	00:00:17,921	00:00:20,657	$<i>Returning him may buy</i>$<i>life for my children.</i>	0
11	00:00:20,691	00:00:23,194	$A girl owes one more name.$Give a man a name.	0
12	00:00:23,228	00:00:26,297	$- Jaqen H'ghar.$- A girl gives a man his own name?	0
13	00:00:26,331	00:00:28,766	$I'll un-name you if you help$me and my friends escape.	0
14	00:00:28,800	00:00:31,869	$<i>A girl and her friends will</i>$<i>walk through the gate at midnight.</i>	0
15	00:00:31,903	00:00:35,273	$<i>Who was that out there</i>$<i>hung up at the gates?</i>	0
16	00:00:35,307	00:00:37,508	$Must have been$the farmer's boys.	0
17	00:00:37,542	00:00:38,776	$<i>Killed them, burned them,</i>	0
18	00:00:38,810	00:00:40,878	$<i>and passed them off</i>$<i>as the little lords?</i>	0
19	00:00:40,912	00:00:43,380	$Got as far as the farm$then doubled back.	0
20	00:00:43,415	00:00:46,016	$Hoped this would be the last$place they'd think to look.	0
21	00:00:46,051	00:00:48,852	$My bastard is only a few$days from Winterfell.	0
22	00:00:48,887	00:00:50,788	$- Once he captures the castle--$- Theon has my brothers.	0
23	00:00:50,822	00:00:53,824	$- If we storm the castle--$- he wouldn't dare hurt the boys.	0
24	00:00:53,859	00:00:56,495	$There is only hope of escaping$the North with his head.	0
25	00:00:56,529	00:00:57,963	$Send word to your son.	0
26	00:00:57,997	00:01:00,133	$Any Ironborn$who surrender will be allowed	0
27	00:01:00,167	00:01:01,901	$to return safely$to their homes.	0
28	00:01:01,935	00:01:04,270	$With the exception$of Theon Greyjoy.	1
29	00:01:04,305	00:01:07,440	$I expect his countrymen will turn on$him the minute they hear the offer.	1
30	00:01:07,475	00:01:09,443	$Mance is gonna march$on the wall.	1
31	00:01:09,477	00:01:11,545	$When he does,$one brother inside his army	1
32	00:01:11,579	00:01:13,213	$will be worth 1,000$fighting against him.	1
33	00:01:13,247	00:01:15,148	$- They'll never trust me.$- They might.	1
