frameNo	startTime	endTime	dialogue	chunk
3	00:01:56,389	00:01:59,124	$Yah!$Left high, left low.	2
4	00:02:16,710	00:02:18,778	$Right low,$lunge right.	2
5	00:02:21,948	00:02:24,649	$You break anything,$the Septa will have my head.	2
6	00:02:24,683	00:02:26,484	$What is--	2
7	00:02:37,561	00:02:40,329	$Your sister knew perfectly$well we were to leave today.	2
8	00:02:40,363	00:02:42,531	$- How she could forget--$- She didn't forget.	2
9	00:02:42,565	00:02:45,267	$She's with her dancing master.$She's with him every morning.	2
10	00:02:45,301	00:02:47,837	$She always comes back with scrapes$and bruises. She's so clumsy.	2
11	00:02:47,871	00:02:49,772	$Hush!	2
12	00:02:49,807	00:02:52,008	$Go back to your room.	3
13	00:02:52,943	00:02:54,345	$Bar the doors	3
14	00:02:54,379	00:02:56,580	$and do not open them for anyone$you do not know.	3
15	00:02:56,615	00:02:59,283	$- What is it? What's happening?$- Do as I told you.	3
16	00:02:59,318	00:03:01,119	$Run!	3
17	00:03:04,857	00:03:06,524	$<i>This way!</i>	3
18	00:03:20,036	00:03:22,204	$Left, right.$Rah!	3
19	00:03:22,238	00:03:23,939	$Now you are dead.	3
20	00:03:23,973	00:03:25,941	$You said right,	3
21	00:03:25,975	00:03:27,843	$but you went left.	3
22	00:03:27,877	00:03:30,078	$And now you are$a dead girl.	3
23	00:03:30,112	00:03:31,713	$Only 'cause you lied.	3
24	00:03:31,748	00:03:34,382	$My tongue lied.$My eyes	3
25	00:03:34,416	00:03:37,619	$shouted the truth.$You were not seeing.	3
26	00:03:37,653	00:03:40,155	$I was so.$I watched, but you--	3
27	00:03:40,189	00:03:43,659	$watching is not seeing,$dead girl.	3
28	00:03:45,729	00:03:49,365	$The seeing,$the true seeing,	4
29	00:03:49,399	00:03:51,835	$that is the heart$of swordplay.	4
30	00:03:56,341	00:03:58,843	$Arya Stark,$come with us.	4
31	00:03:58,877	00:04:01,613	$Your father wants$to see you.	4
32	00:04:01,647	00:04:04,015	$And why is it	4
33	00:04:04,049	00:04:06,484	$that Lord Eddard is$sending Lannister men	4
34	00:04:06,518	00:04:08,720	$in place of his own?$I am wondering.	4
35	00:04:08,754	00:04:11,823	$Mind your place,$dancing master.	4
36	00:04:11,857	00:04:14,392	$<i>This is no</i>$<i>concern of yours.</i>	4
37	00:04:14,426	00:04:16,261	$My father wouldn't$send you.	4
38	00:04:19,799	00:04:22,500	$And I don't have to go$with you if I don't want.	4
39	00:04:22,534	00:04:24,869	$Take her.	4
40	00:04:24,903	00:04:28,873	$Are you men or snakes, that you$would threaten a child?	4
41	00:04:28,907	00:04:31,042	$Get out of my way,$little man.	4
42	00:04:31,076	00:04:34,545	$<i>I</i> am Syrio Forel...	4
43	00:04:34,579	00:04:36,580	$Foreign bastard.	4
44	00:04:39,317	00:04:43,020	$...And you will be speaking$to me with more respect.	4
45	00:04:43,054	00:04:45,656	$Kill the Braavosi.$Bring the girl.	5
46	00:04:47,193	00:04:49,928	$Arya child, we are done$with dancing for the day.	5
47	00:04:49,962	00:04:52,597	$Run to your father.	5
48	00:05:13,086	00:05:15,821	$Bloody oafs.	5
