frameNo	startTime	endTime	dialogue	chunk
1	00:01:38,376	00:01:48,576		1
2	00:02:30,942	00:02:34,328	$<i>- Look out!</i>$<i>- Fire! Fire!	2
3	00:02:59,938	00:03:02,556	$A band of 20$men, maybe less.	3
4	00:03:02,607	00:03:04,808	$They were in and out$before anyone spotted them.	3
5	00:03:04,810	00:03:06,777	$Burnt our food stores$to the ground,	3
6	00:03:06,811	00:03:09,029	$all our siege weapons destroyed.	3
7	00:03:09,064	00:03:11,398	$- Dozens of tents were--$- Horses?	3
8	00:03:11,449	00:03:13,567	$We're still getting a count,$but hundreds are dead.	3
9	00:03:13,618	00:03:17,288	$20 men rode into our camp without a$single guard sounding the alarm?	3
10	00:03:17,322	00:03:19,823	$The northerners know more about$their land than we ever will.	3
11	00:03:19,874	00:03:21,492	$Put last night's guards$in chains.	3
12	00:03:21,494	00:03:23,210	$Either they fell asleep or$they conspired with the enemy.	3
13	00:03:23,244	00:03:26,830	$- Find out the truth and then hang them.$- Your Grace.	3
14	00:03:26,832	00:03:30,084	$Unless there's a thaw, we can't$press forward to Winterfell	3
15	00:03:30,135	00:03:32,720	$and we don't have enough food$to get us back to Castle Black.	3
16	00:03:32,754	00:03:34,588	$We're not returning$to Castle Black.	4
17	00:03:34,639	00:03:38,008	$Forgive me, Your Grace, I never claimed$to be an expert in military matters,	4
18	00:03:38,059	00:03:41,645	$but if we can't march forward$and we won't march back...	4
19	00:03:54,909	00:03:57,528	$Have the dead horses$butchered for meat.	4
20	00:04:38,236	00:04:40,404	$<i>Halt!	5
21	00:04:40,455	00:04:43,374	$<i> Halt!	5
22	00:04:45,910	00:04:48,579	$<i> There it is!	5
23	00:05:28,286	00:05:30,421	$Open the gates.	6
24	00:05:45,970	00:05:48,422	$It was a failure.	6
25	00:05:48,490	00:05:51,225	$It wasn't.	6
26	00:05:51,276	00:05:53,477	$I went to save them.$I failed.	6
27	00:05:55,280	00:05:57,314	$You didn't fail him.	6
28	00:05:57,365	00:05:58,699	$Or him.	6
29	00:05:58,733	00:06:01,535	$<i>Or her.	6
30	00:06:01,569	00:06:05,038	$Every one of them is alive$because of you and no one else.	6
31	00:06:06,491	00:06:08,992	$I don't think that$fact's lost on them.	6
32	00:07:03,014	00:07:06,350	$You have a good heart, Jon Snow.	7
33	00:07:06,384	00:07:08,852	$It'll get us all killed.	8
34	00:07:14,976	00:07:16,810	$Out of my way.	8
35	00:07:42,921	00:07:44,421	$You sent for me, Your Grace?	8
