frameNo	startTime	endTime	dialogue	chunk
1	00:03:37,069	00:03:40,524	$In old times, whenever$Braavos stood in danger,	1
2	00:03:40,644	00:03:44,316	$the Titan would step with fire in its eyes,	1
3	00:03:44,436	00:03:48,331	$wade into the sea and smash the enemies.	1
4	00:03:49,191	00:03:51,677	$It's just a statue.	1
5	00:03:54,577	00:04:00,302	$Haha. Don't be afraid. He's$announcing our arrival.	2
6	00:04:01,343	00:04:05,060	$I'm not afraid.	2
7	00:05:11,661	00:05:14,575	$The House of Black and White.	2
8	00:05:14,695	00:05:18,204	$This is where you'll find$the man you seek.	2
9	00:05:22,368	00:05:25,818	$Here, I leave you.	2
10	00:05:32,781	00:05:36,941	$- Thank you for bringing me.$- Any man in Braavos would have done the same.	2
11	00:05:38,725	00:05:42,532	$- Valar morghulis.$- Valar dohaeris.	2
12	00:06:17,853	00:06:19,821	$Hello.	3
13	00:06:22,498	00:06:25,294	$Valar morghulis.	3
14	00:06:35,134	00:06:37,725	$Jaqen H'ghar gave me this.	3
15	00:06:41,199	00:06:45,395	$- No one here by that name.$- Please!	3
16	00:06:45,515	00:06:48,905	$I've crossed the narrow sea.$I have nowhere else to go.	3
17	00:06:49,025	00:06:53,663	$- You have everywhere else to go.$- But wait!	3
18	00:07:12,817	00:07:16,943	$Cersei...Walder Frey...	3
19	00:07:17,063	00:07:22,297	$The Mountain...Meryn Trant.	3
20	00:07:23,412	00:07:28,914	$Cersei...Walder Frey...	3
21	00:07:29,658	00:07:34,193	$The Mountain...Meryn Trant.	3
22	00:07:34,313	00:07:35,705	$Cersei...	3
23	00:07:35,997	00:07:37,381	$Walder Frey...	3
24	00:07:37,501	00:07:39,077	$The Mountain...	3
25	00:07:39,897	00:07:41,269	$Meryn Trant.	3
26	00:07:43,218	00:07:44,559	$Cersei...	3
27	00:07:44,679	00:07:45,997	$Walder Frey...	3
28	00:07:46,533	00:07:47,681	$The Mountain...	3
29	00:07:48,205	00:07:49,502	$Meryn Trant.	3
30	00:07:50,723	00:07:51,808	$Cersei...	3
31	00:07:53,218	00:07:54,590	$Walder Frey...	3
32	00:07:56,022	00:07:58,147	$The Mountain...	3
33	00:07:59,063	00:08:01,460	$Meryn Trant...	4
34	00:08:32,064	00:08:34,120	$Must be good food if it's crowded.	4
35	00:08:38,346	00:08:40,934	$Ale?	4
36	00:08:47,333	00:08:49,275	$Ale?	4
37	00:08:57,073	00:09:00,214	$Before we left, a maester$gave you a raven's scroll.	4
