frameNo	startTime	endTime	dialogue	chunk
-1	00:00:05,905	00:00:09,905	$﻿1$<i><font color=#FFFF00>♪ Theme music playing  ♪</font></i>	0
2	00:00:09,929	00:00:13,929	$<font color=#00FF00>♪ Game of Thrones 5x10 ♪</font>$<font color=#00FFFF>Mother's Mercy</font>$Original Air Date on June 14, 2015	0
3	00:00:13,953	00:00:20,453	$== sync, corrected by <font color=#00FF00>elderman</font> ==$<font color=#00FFFF>@elder_man</font>	0
4	00:00:20,477	00:01:46,528	$♪  ♪	0
5	00:01:46,530	00:01:51,530	$<font color=#FFFF00>♪ Music playing ends  ♪</font>	1
6	00:02:06,526	00:02:09,059	$<i>Brace the wind.</i>	2
7	00:02:11,230	00:02:13,781	$The Lord of Light has made good$on his promise, my king.	2
8	00:02:13,816	00:02:16,617	$His fires have melted$the snows away.	2
9	00:02:16,652	00:02:18,235	$The way ahead is clear.	2
10	00:02:18,321	00:02:19,820	$We ride for Winterfell.	2
11	00:02:19,872	00:02:21,288	$And you will take it.	2
12	00:02:22,875	00:02:26,293	$The Lord has shown me$Bolton banners burning.	2
13	00:02:26,329	00:02:28,963	$You will receive$what is yours by right.	2
14	00:02:50,236	00:02:51,769	$Your Grace.	2
15	00:02:51,771	00:02:53,270	$Prepare to form up.	2
16	00:02:53,322	00:02:55,072	$Your Grace.	2
17	00:02:58,444	00:02:59,693	$Tell me.	2
18	00:02:59,745	00:03:03,414	$The men, many deserted$before dawn.	2
19	00:03:05,952	00:03:07,618	$<i>How many?</i>	3
20	00:03:07,670	00:03:09,670	$<i>Nearly half.</i>	3
21	00:03:09,705	00:03:12,590	$All the sellswords$with all the horses.	3
22	00:03:23,352	00:03:25,469	$Your Grace.	3
23	00:03:27,223	00:03:30,858	$Speak up.$Can't be worse than mutiny.	3
24	00:04:01,340	00:04:03,340	$Cut her down.	3
25	00:04:16,439	00:04:18,322	$<i>Your Grace.</i>	4
26	00:04:18,357	00:04:21,325	$The Lady Melisandre$was just seen riding out of camp.	4
27	00:04:33,539	00:04:35,706	$Get the men$into marching formation.	4
28	00:04:37,627	00:04:39,677	$On to Winterfell.	4
29	00:04:44,183	00:04:47,301	$He raised his hands	4
