frameNo	startTime	endTime	dialogue	chunk
1	00:01:42,463	00:01:47,089	"$<b>~ Season 06 Episode 08 ~$""No One""</b>"	1
2	00:01:48,090	00:01:53,690	$<b>resync by: <font color=#008000>IuliusMonea</font> for$..:www.addic7ed.com:..</b>	1
3	00:01:54,250	00:01:55,550	$<i>My son.</i>	2
4	00:01:58,262	00:02:00,112	$My firstborn son.	2
5	00:02:03,121	00:02:06,595	$My child king, hush.	2
6	00:02:09,037	00:02:11,937	$Listen to the gods, for you they sing.	2
7	00:02:15,709	00:02:19,609	$Fight no more, sweet child.$Your wars are won.	2
8	00:02:20,989	00:02:22,689	$The wolves are buried	2
9	00:02:23,682	00:02:26,032	$and the false stag done.	2
10	00:02:30,315	00:02:34,116	$Shut your blue eyes, my love.$Let the crown fall.	2
11	00:02:34,261	00:02:37,691	$The Father above$beckons you to his hall.	2
12	00:02:38,663	00:02:42,217	$In Seventh Heaven$I'll see you once more.	2
13	00:02:45,720	00:02:49,488	$But now I seek vengeance$on Sansa the whore	2
14	00:02:50,265	00:02:52,765	$and my brother the Imp	3
15	00:02:53,183	00:02:55,083	$who killed his own king.	3
16	00:02:56,148	00:03:00,891	$Born amongst lions, our curse from within.$I will slay him, I swear.	3
17	00:03:01,351	00:03:06,287	$With noose or with knife,$though it take me a fortnight,	3
18	00:03:06,664	00:03:10,212	$a moon or my life.	3
19	00:03:34,958	00:03:37,453	$<i>What is that I hear and smell?</i>	3
20	00:03:37,583	00:03:40,803	$<i>Someone I'll soon send to hell.</i>	3
21	00:03:40,833	00:03:43,440	$<i>It's time to see if truth they told</i>	3
22	00:03:43,470	00:03:46,560	$<i>who said Tywin Lannister shits gold.</i>	3
23	00:03:46,590	00:03:48,090	$<i>Get the wig!</i>	3
24	00:03:48,192	00:03:51,907	$<i>You beast, you beast.$You killed my wife.</i>	4
25	00:03:51,937	00:03:54,857	$<i>And now you've$taken your father's life.</i>	4
26	00:03:55,043	00:03:57,957	$<i>No worse child ever stained this land.</i>	4
27	00:03:58,126	00:04:00,940	$<i>I curse the day I named you.</i>	4
28	00:04:03,785	00:04:05,885	$<i>My greatest crime!</i>	4
29	00:04:39,017	00:04:40,517	$You're good at that.	4
30	00:04:40,604	00:04:42,304	$Where did you learn?	4
31	00:04:43,271	00:04:45,071	$I'm a jealous woman.	4
32	00:04:45,255	00:04:50,364	$I've always liked bad men$and they've always liked me.	5
33	00:04:51,209	00:04:53,901	$They'd come home$wherever home was that night	5
34	00:04:53,931	00:04:56,667	$stinking of some whore's perfume.	5
35	00:04:58,131	00:05:04,081	$So we'd fight and I'd put a$hole in them. And then I'd feel terrible,	5
36	00:05:04,355	00:05:07,495	$so I'd patch them up.$I got good at patching them up.	5
37	00:05:07,547	00:05:09,847	$And good at putting holes in them.	5
38	00:05:10,129	00:05:11,129	$And that.	5
39	00:05:14,583	00:05:16,683	$What happened to the actress?	5
40	00:05:16,928	00:05:19,078	$The one who wanted you dead.	5
41	00:05:20,063	00:05:21,263	$Bianca.	5
42	00:05:21,917	00:05:26,567	$She'll have a hard time finding work$as an actress after what I did to her face.	5
43	00:05:31,187	00:05:32,386	$Mmm.	5
44	00:05:32,622	00:05:34,672	$I never did learn to cook.	5
45	00:05:35,063	00:05:37,599	$But eat. Eat. You need it.	5
46	00:05:39,910	00:05:42,660	$The company is moving on to Pentos soon.	5
47	00:05:42,700	00:05:44,085	$You should come with us.	6
