anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1
0	0	1	2	0	2	2	0	0	0	2
2	3	0	0	2	2	2	0	0	0	3
3	1	3	0	6	1	1	1	0	1	4
0	1	0	0	0	0	0	0	0	1	5
0	0	1	0	0	0	0	0	0	0	6
1	0	1	0	1	0	3	2	0	0	7
1	4	1	1	2	0	4	2	0	0	8
3	4	3	0	3	6	4	3	0	0	9
0	1	0	0	0	1	3	4	0	0	10
1	1	0	0	0	1	0	2	0	0	11
0	1	2	0	0	0	0	1	0	0	12
2	0	5	0	1	2	10	1	1	0	13
0	0	5	0	2	1	11	0	0	0	14
0	0	5	0	1	1	1	0	2	1	15
1	0	1	0	0	0	4	2	0	0	16
3	2	7	2	0	4	0	0	0	0	17
3	1	4	2	3	2	7	0	1	0	18
0	1	0	0	2	0	2	1	0	0	19
2	1	0	0	0	1	5	1	0	1	20
1	2	3	1	3	1	2	0	1	1	21
5	1	1	2	2	4	7	0	0	1	22
2	1	1	0	0	0	0	3	0	2	23
2	1	0	0	0	1	0	0	0	1	24
0	0	0	0	0	0	0	0	0	0	25
0	0	0	0	0	0	0	1	0	0	26
0	0	0	0	0	0	0	0	0	0	27
0	0	0	0	1	0	3	0	0	0	28
0	0	0	0	1	0	0	0	0	0	29
0	0	0	0	0	0	0	0	0	0	30
0	0	0	0	0	0	0	0	0	0	31
0	0	1	0	3	0	2	1	0	0	32
0	1	0	0	3	0	0	0	0	1	33
3	1	1	1	2	2	1	3	0	1	34
0	0	1	0	0	0	0	0	0	1	35
0	0	1	0	1	1	1	0	0	0	36
0	0	2	0	2	0	3	0	0	0	37
0	0	1	0	1	0	3	2	0	0	38
1	0	1	0	2	2	1	0	0	0	39
0	0	0	0	0	0	1	0	0	0	40
0	0	1	0	1	0	0	2	0	0	41
0	0	1	0	3	1	4	2	1	2	42
2	1	0	0	2	1	0	0	0	0	43
1	3	2	0	1	3	4	0	0	0	44
1	0	3	0	1	0	3	0	0	0	45
0	1	8	2	1	1	0	1	0	0	46
1	2	4	1	0	1	8	3	0	0	47
2	1	0	0	2	1	6	2	0	0	48
3	0	3	0	2	2	2	4	0	0	49
0	0	0	0	1	2	1	2	0	0	50
1	0	2	1	0	1	3	4	0	1	51
0	0	2	0	2	0	3	2	0	0	52
0	0	0	0	0	0	4	1	0	0	53
0	3	2	0	3	0	9	3	0	0	54
1	3	0	0	2	0	3	0	1	0	55
0	0	1	1	3	0	4	2	0	0	56
3	0	2	0	2	3	10	6	2	0	57
0	0	1	0	0	0	5	3	0	0	58
0	0	0	0	0	0	0	0	0	0	59
