-1	00:02:04,210	00:02:06,945	$﻿5$You've got too much$wood in there.
6	00:02:06,980	00:02:10,615	$But the more wood,$the bigger the fire.
7	00:02:10,649	00:02:12,751	$It needs to breathe.
8	00:02:12,785	00:02:14,720	$<i>Take off that big log.</i>
9	00:02:24,098	00:02:27,601	$Huh.$You know your fires.
10	00:02:35,410	00:02:39,113	$Someone built your fires$for you growing up?
11	00:02:39,147	00:02:42,016	$It doesn't get so cold$down in the Reach.
12	00:02:43,218	00:02:45,886	$And there were$servants, of course.
13	00:02:45,921	00:02:48,189	$I knew you were highborn.
14	00:02:51,726	00:02:55,596	$Oh, I found something$at the Fist of the First Men.
15	00:02:58,299	00:03:00,133	$Buried treasure.
16	00:03:00,168	00:03:02,670	$Thousands of years old.
17	00:03:02,704	00:03:04,304	$I think.
18	00:03:05,473	00:03:07,408	$What does it do?
19	00:03:08,643	00:03:11,144	$I'm not sure$that it does anything.
20	00:03:11,179	00:03:13,380	$It's beautiful, though,$isn't it?
21	00:03:21,456	00:03:24,658	$- How much longer?$- Not so far.
22	00:03:24,692	00:03:26,860	$A few more days.
23	00:03:26,894	00:03:30,231	$Is the Wall$as big as they say?
24	00:03:30,265	00:03:32,133	$Bigger.
25	00:03:33,402	00:03:36,371	$So big you can't even see$the top sometimes.
26	00:03:36,405	00:03:38,407	$It's hidden in clouds.
27	00:03:40,276	00:03:41,777	$You're playing with me.
28	00:03:41,811	00:03:45,982	$I'm not.$It's 700 feet high,
29	00:03:46,016	00:03:48,318	$all made of ice.
30	00:03:48,386	00:03:51,021	$On a warm day$you can see it weeping.
31	00:03:55,627	00:03:58,929	$Castle Black$is nice enough.
32	00:03:58,963	00:04:02,299	$They keep a fire burning$in the long hall
33	00:04:02,333	00:04:04,068	$day and night.
34	00:04:04,102	00:04:08,239	$And Hobb makes$venison stew
35	00:04:08,273	00:04:10,040	$with onions.
36	00:04:10,075	00:04:11,475	$Very tasty.
37	00:04:11,510	00:04:15,813	$Sometimes, one of$the brothers will sing.
38	00:04:15,847	00:04:18,382	$Dareon sings best.
39	00:04:18,416	00:04:20,517	$- Do you sing?$- No.
40	00:04:20,551	00:04:23,353	$No, no, no.$Not very well.
41	00:04:25,590	00:04:27,925	$Sing me a song.
42	00:04:27,959	00:04:31,562	$Oh, all right.
43	00:04:31,597	00:04:33,498	$Let's see.
44	00:04:35,334	00:04:38,268	$Oh... ahem.
45	00:04:41,372	00:04:44,474	$♪ The father's face$is stern and strong ♪
46	00:04:44,509	00:04:47,611	$♪ He sits and judges$right from wrong ♪
47	00:04:47,645	00:04:50,914	$♪ He weighs our lives,$the short and long ♪
48	00:04:50,948	00:04:54,184	$♪ And loves$the little children ♪
49	00:04:54,218	00:04:58,121	$<i>♪ The mother gives</i>$<i>the gift of life ♪</i>
50	00:04:58,155	00:05:01,924	$♪ And watches over$every wife ♪
51	00:05:01,959	00:05:06,296	$♪ Her gentle smile$ends all strife ♪
52	00:05:06,330	00:05:10,066	$♪ And she loves$her little children. ♪
53	00:05:16,641	00:05:18,208	$That's not how$you skin a rabbit.
54	00:05:18,242	00:05:19,710	$I know how$to skin a rabbit.
55	00:05:19,744	00:05:22,079	$Not by the looks of it.
56	00:05:37,695	00:05:40,196	$You grow up$north of the Wall,
57	00:05:40,231	00:05:42,065	$you learn the proper$way to handle game.
58	00:05:42,099	00:05:44,534	$I didn't see any game$before I got here.
59	00:05:46,003	00:05:48,138	$If I had a bow, I could have shot$a dozen rabbits.
60	00:05:48,172	00:05:49,706	$Well, I made$this bow myself.
