frameNo	startTime	endTime	dialogue	chunk
-1	00:00:02,555	00:00:04,268	$﻿1$Did you kill Joffrey?	0
2	00:00:04,798	00:00:07,352	$It was something my new friends$wanted very badly.	0
3	00:00:07,632	00:00:10,374	$You didn't think I'd let you marry$that beast, did you?	0
4	00:00:10,494	00:00:13,645	$We engaged in intimate relations.	0
5	00:00:13,765	00:00:16,186	$Queen Margaery walked in on us.	0
6	00:00:16,466	00:00:19,075	$There is enough evidence$to bring a formal trial	0
7	00:00:19,195	00:00:21,716	$for Ser Loras and Queen Margaery.$Take her.	0
8	00:00:21,991	00:00:25,010	$- Lancel Lannister.$- Brother Lannister.	0
9	00:00:25,130	00:00:27,954	$- We abandon our family names.$- Quite a family to abandon.	0
10	00:00:28,811	00:00:31,552	$To forge a lasting bond with the people,	0
11	00:00:31,672	00:00:33,639	$I will marry the leader$of an ancient family	0
12	00:00:33,759	00:00:35,337	$and reopen the fighting pits.	0
13	00:00:36,374	00:00:37,620	$It's a slave ship.	0
14	00:00:38,467	00:00:41,377	$Take me to Slaver's Bay,$put a sword in my hand,	0
15	00:00:41,497	00:00:43,134	$I will prove my worth.	0
16	00:00:43,254	00:00:45,010	$I want you to be my wife.	0
17	00:00:45,130	00:00:47,190	$We have to go, Myrcella. Now.	0
18	00:00:51,511	00:00:52,682	$Drop your weapons.	0
19	00:00:56,134	00:00:57,567	$We're going to have a baby.	0
20	00:00:57,687	00:01:00,196	$From the way she's carrying,$it looks like a boy.	1
21	00:01:00,865	00:01:02,797	$Maybe Lady Sansa is better off here.	1
22	00:01:02,917	00:01:05,252	$Sansa is in danger,$even if she doesn't realize it.	1
23	00:01:05,372	00:01:06,685	$If you're ever in trouble,	1
24	00:01:06,805	00:01:10,311	$light a candle in the highest window$of the Broken Tower.	1
25	00:01:12,186	00:01:13,420	$Will you take this man?	1
26	00:01:14,242	00:01:15,302	$I take this man.	1
27	00:01:15,601	00:01:17,719	$You've known Sansa since she was a girl.	1
28	00:01:17,839	00:01:19,351	$Now watch her become a woman.	1
29	00:01:21,414	00:01:24,579	$I shall take back the North$from the thieves who stole it.	1
30	00:01:24,699	00:01:27,308	$I shall mount Roose Bolton's head$on a spike.	1
31	00:01:27,428	00:01:29,750	$- The Queen and the Princess?$- They're coming with us.	1
32	00:01:29,870	00:01:31,545	$We march at sunrise.	1
33	00:01:31,665	00:01:33,181	$And if you go north of the Wall,	1
34	00:01:33,301	00:01:36,733	$gather the remaining free folk$wherever they are and bring them here.	1
35	00:01:36,853	00:01:38,726	$I'll open the gates and let them through.	1
36	00:01:38,846	00:01:41,057	$Make peace to save your people.	1
37	00:01:41,177	00:01:42,537	$You're coming with me.	1
38	00:03:24,173	00:03:34,510	"$<font color=""#ec14bd"">Sync & corrections by honeybunny</font>$<font color=""#ec14bd"">www.addic7ed.com</font>"	3
39	00:04:43,771	00:04:45,905	$First Ranger, you have$command of Castle Black.	4
40	00:04:46,273	00:04:48,522	$Lord Commander,$it is my duty to tell you	4
41	00:04:48,642	00:04:51,745	$I believe this mission$to be reckless, foolhardy,	4
42	00:04:52,046	00:04:53,747	$and an insult$to all the brothers	4
43	00:04:54,048	00:04:56,750	$who have died$fighting the wildlings.	4
44	00:04:57,051	00:04:59,818	$As always, thank you$for your honesty.	5
45	00:05:06,693	00:05:08,060	$Safe travels, Lord Commander.	5
46	00:05:08,295	00:05:10,529	$Thank you, Sam.	5
47	00:05:10,697	00:05:12,365	$Oh, um...	5
48	00:05:18,037	00:05:19,437	$It's dragonglass.	5
49	00:05:19,806	00:05:21,573	$It's what I used$to kill the white walker.	5
50	00:05:27,080	00:05:28,981	$I hope you don't need them.	5
51	00:05:29,182	00:05:31,215	$Me, too.	5
52	00:05:46,432	00:05:47,598	$Yah.	5
53	00:06:04,549	00:06:06,249	$There he is.	6
54	00:06:10,355	00:06:12,489	$That laugh.	6
55	00:06:12,691	00:06:14,792	$<i>Egg.</i>	6
56	00:06:15,059	00:06:17,227	$<i>Egg laughed like that.</i>	6
57	00:06:17,562	00:06:20,596	$<i>One of the first things</i>$<i>I remember.</i>	6
58	00:06:23,968	00:06:27,637	$His little brother Aegon.$He became king.	6
59	00:06:29,473	00:06:33,576	$And before that,$he was a jolly fellow,	6
60	00:06:33,777	00:06:35,478	$like this one.	6
61	00:06:40,250	00:06:44,119	$Get him south, Gillyflower.	6
62	00:06:45,456	00:06:47,990	$Before it's too late.	6
63	00:07:38,941	00:07:40,341	$Theon, wait.	7
64	00:07:40,609	00:07:42,676	$Not Theon, my lady.$Reek.	7
65	00:07:42,844	00:07:44,612	$Help me.	7
66	00:07:46,114	00:07:48,482	$You're his wife now.	7
67	00:07:48,650	00:07:50,684	$Theon.	7
68	00:07:50,886	00:07:52,119	$Do what he says.	7
69	00:07:52,387	00:07:53,708	$Do what he says$or he'll hurt you.	7
70	00:07:53,855	00:07:56,457	$He already hurts me every night.	8
71	00:07:56,725	00:07:57,965	$All day I'm locked in this room	8
72	00:07:58,226	00:08:00,026	$and every night he comes...	8
73	00:08:02,830	00:08:04,163	$It can't be any worse.	8
74	00:08:04,465	00:08:08,034	$It can.$It can always be worse.	8
75	00:08:17,510	00:08:18,831	$- What did he do to you?$- Please.	8
76	00:08:19,046	00:08:21,580	$- You betrayed my family!$- I'm sorry! I'm sorry!	8
77	00:08:21,881	00:08:23,983	$You have to help me.$Theon, help me.	8
78	00:08:24,318	00:08:27,453	$He'll see us.$You don't know him.	8
79	00:08:27,821	00:08:28,988	$My family still has$friends in the North.	8
80	00:08:29,389	00:08:32,291	$All I need to do is give a$signal and they'll rescue me.	8
81	00:08:32,592	00:08:34,793	$Climb to the top$of the broken tower.	8
82	00:08:35,161	00:08:36,841	$Light this candle$and put it in the window.	8
83	00:08:37,163	00:08:39,397	$- Promise me, Theon.$- Reek! My name is Reek.	8
84	00:08:42,368	00:08:45,170	$Your name is Theon Greyjoy.	8
85	00:08:46,739	00:08:48,674	$Last surviving son$of Balon Greyjoy,	8
86	00:08:48,908	00:08:50,075	$Lord of the Iron Islands.	8
87	00:08:50,276	00:08:51,676	$Do you hear me?	8
88	00:08:54,947	00:08:56,514	$Theon...	9
89	00:08:58,117	00:08:59,451	$promise me.	9
90	00:10:03,080	00:10:04,813	$Yes, Reek?	10
91	00:10:20,597	00:10:22,631	$<i>Egg.</i>	10
92	00:10:22,799	00:10:25,034	$Egg.	10
93	00:10:27,303	00:10:29,604	$Mother's looking for you.	10
94	00:10:31,107	00:10:33,041	$Egg.	10
95	00:10:34,977	00:10:37,612	$Get some sleep, Sam.	10
96	00:10:37,947	00:10:39,981	$You'll have to speak$for him tomorrow.	10
97	00:10:41,817	00:10:43,085	$You don't know that.	10
98	00:10:43,319	00:10:45,653	$Get some sleep.	10
99	00:10:45,888	00:10:48,322	$I'll watch over him.	10
100	00:10:50,793	00:10:53,160	$I'm staying, too.	10
101	00:10:53,462	00:10:55,162	$He's always been good to me.	11
102	00:10:55,397	00:10:57,164	$I can't leave him now.	11
103	00:10:58,200	00:11:00,468	$Egg!	11
104	00:11:11,713	00:11:13,714	$Egg.	11
