anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1
1	0	3	0	0	0	2	0	0	0	2
5	1	4	1	0	3	6	0	0	0	3
0	1	0	0	0	0	0	0	0	0	4
0	1	0	0	0	0	1	0	0	0	5
2	2	1	1	1	0	2	1	0	0	6
2	1	0	0	0	1	5	0	0	0	7
1	1	0	0	0	1	3	0	0	0	8
2	0	2	0	1	0	12	0	0	0	9
1	0	3	0	0	1	2	0	0	0	10
2	1	0	0	0	1	4	1	1	1	11
3	4	2	0	3	2	14	1	1	0	12
0	0	0	1	2	2	7	0	0	0	13
1	0	0	0	1	1	8	4	0	0	14
3	1	1	0	1	1	3	1	0	0	15
3	0	2	1	1	4	4	4	1	0	16
1	0	0	0	0	0	2	2	0	1	17
1	0	0	0	1	0	3	0	1	0	18
0	0	0	0	0	0	4	0	0	0	19
2	0	2	1	1	1	7	0	0	1	20
3	1	0	1	3	2	6	3	0	0	21
0	0	3	0	0	0	4	1	0	0	22
1	0	0	5	2	0	1	4	0	0	23
2	2	0	0	0	2	0	1	0	0	24
0	0	0	0	7	0	1	0	0	0	25
0	2	0	0	4	1	1	0	0	0	26
2	1	1	0	3	1	1	0	0	0	27
0	0	0	0	2	1	5	0	2	0	28
1	1	0	0	4	0	4	0	0	0	29
2	0	0	0	0	0	4	1	1	2	30
4	1	0	0	1	3	5	0	0	2	31
7	1	1	0	7	4	3	1	0	2	32
1	0	2	1	0	2	2	0	0	1	33
0	0	0	0	0	0	1	0	1	0	34
0	0	0	0	4	0	8	0	0	0	35
2	0	0	0	0	2	3	0	0	0	36
1	1	2	0	2	1	5	1	0	0	37
0	2	1	2	0	0	2	0	0	0	38
1	0	1	0	0	0	1	1	1	0	39
0	1	3	1	2	0	2	0	0	0	40
1	3	0	0	2	1	5	0	0	1	41
3	0	1	0	3	2	6	0	0	0	42
4	1	2	2	1	1	0	2	0	0	43
1	0	1	2	4	0	4	4	0	0	44
4	0	0	0	1	4	4	2	0	0	45
1	1	0	3	2	0	0	0	0	0	46
0	0	0	0	1	0	4	0	0	0	47
1	1	0	0	0	1	6	0	0	0	48
4	2	0	0	3	3	1	4	0	1	49
0	0	0	1	2	0	8	0	2	0	50
0	0	0	2	0	0	2	0	0	0	51
0	0	3	4	0	1	2	0	1	0	52
4	3	0	0	2	2	7	0	0	0	53
0	1	0	1	2	0	8	0	1	0	54
0	0	0	0	0	0	1	0	0	0	55
2	0	0	0	0	0	0	0	0	0	56
0	1	0	0	0	0	0	0	0	0	57
0	0	0	0	0	0	0	0	0	0	58
0	0	0	0	0	0	0	0	0	0	59
