frameNo	startTime	endTime	dialogue	chunk
-1	00:00:01,092	00:00:03,512	$﻿1$Why did you come to King's Landing,$Prince Oberyn?	0
2	00:00:03,632	00:00:06,937	$If the Mountain killed my sister,$your father gave the order.	0
3	00:00:07,057	00:00:09,536	$The Lannisters aren't the only ones$that pay their debts.	0
4	00:00:09,656	00:00:11,131	$Ser Dontos...	0
5	00:00:11,251	00:00:15,396	$Once I was a knight, now I am only a fool.$But a living fool, thanks to you.	0
6	00:00:15,516	00:00:18,135	$— It's not a good time.$— It's never a good time.	0
7	00:00:18,255	00:00:22,305	$You have your child bride.$If you want me to leave, just say it.	0
8	00:00:24,493	00:00:27,409	$You told me to come at once if there was$anything important.	0
9	00:00:28,092	00:00:31,308	$I'm Jojen Reed. This is my sister, Meera.	0
10	00:00:31,428	00:00:33,343	$We've come a long way to find you,$Brandon.	0
11	00:00:33,720	00:00:36,331	$You're a warg. It's in your blood.	0
12	00:00:36,718	00:00:40,016	$I don't want you talking to me anymore,$until we get to Castle Black.	0
13	00:00:40,136	00:00:41,416	$We're not going to Castle Black.	0
14	00:00:41,463	00:00:43,531	$Bran needs to find the raven$beyond the Wall.	0
15	00:00:44,288	00:00:48,346	$I thank God for bringing Melisandre to us.	0
16	00:00:48,409	00:00:50,681	$She gave you a son.	0
17	00:00:52,469	00:00:54,777	$I gave you nothing.	0
18	00:00:54,897	00:00:57,786	$That's not true.$I want to see my daughter.	1
19	00:01:00,497	00:01:04,530	$I am marrying my eldest son$to a wicked little bitch from Highgarden.	1
20	00:01:04,650	00:01:07,416	$You don't really plan on staying$in the King's Guard, do you?	1
21	00:01:07,755	00:01:11,997	$Ser Jaime Lannister, a 40 year old knight$with one hand.	1
22	00:01:12,117	00:01:15,220	$I use my left hand now, Your Grace.$Makes it more of a contest.	1
23	00:01:15,340	00:01:17,743	$— Winterfell is in ruins.$— What happened out there?	1
24	00:01:17,863	00:01:20,154	$I heard the Greyjoy boy seized the place.	1
25	00:01:20,274	00:01:22,794	$I sent my bastard Ramsay to root him out.	1
26	00:01:22,914	00:01:27,952	$— Please...$— What is your name?	1
27	00:01:28,072	00:01:29,437	$Reek...	1
28	00:01:36,559	00:01:39,111	"$<font color=""#ff0000"">Sync & corrections by </font><font color=""#ec14bd""><b>honeybunny</b></font>$<font color=""#ff0000""><b>—=«O»=—</b></font>$<font color=""#ff0000""><b>www.addic7ed.com</b></font>"	1
29	00:03:21,147	00:03:23,949	$<i> ( woman laughing )</i>$Ramsay:<i> — Tansy!</i>	3
30	00:03:23,983	00:03:26,802	$Woman: — Tansy! Tansy!	3
31	00:03:26,853	00:03:29,938	$Ramsay: — Tansy!$— ( dogs barking )	3
32	00:03:29,973	00:03:31,890	$( growling )	3
33	00:03:31,941	00:03:35,193	$( laughing )	3
34	00:03:38,648	00:03:41,400	$( laughing )	4
35	00:03:46,656	00:03:48,740	$Ramsay: — Tansy!	4
36	00:03:48,742	00:03:50,792	$— ( screams )$— There you are.	4
37	00:03:50,827	00:03:52,744	$( barking )	4
38	00:03:52,746	00:03:53,724	$( screaming )	4
39	00:03:53,856	00:03:56,057	$I can't see her, Ramsay.	4
40	00:03:56,108	00:03:59,478	$( panting )	4
41	00:03:59,480	00:04:01,146	$Tansy!	4
42	00:04:01,148	00:04:03,865	$( whimpering )	4
43	00:04:04,606	00:04:07,691	$If you make it out$of the woods, you win!	4
44	00:04:07,693	00:04:10,194	$Run, Tansy, run!	4
45	00:04:10,196	00:04:13,163	$( screams )	4
46	00:04:13,198	00:04:16,116	$( whimpering )	4
47	00:04:16,167	00:04:18,702	$( panting, crying )	4
48	00:04:18,704	00:04:21,705	$Ramsay:<i> — Tansy.</i>$Woman:<i> — Where is she?</i>	4
49	00:04:21,756	00:04:25,008	$Ramsay:<i> — Tansy, Tansy, Tansy!</i>$( barking )	4
50	00:04:26,878	00:04:29,463	$( whimpering )	4
51	00:04:35,603	00:04:37,554	$( screams )	5
52	00:04:42,060	00:04:44,228	$( crying )	5
53	00:04:45,780	00:04:47,839	$Good girls.$Down, girls.	5
54	00:04:47,959	00:04:49,874	$Down.	5
55	00:04:49,994	00:04:51,909	$Well done.$You, too.	5
56	00:04:52,029	00:04:55,405	$— I only wounded her.$— You brought her down. That's what matters.	5
57	00:04:55,407	00:04:58,125	$A fine shot.$Wasn't it, Reek?	5
58	00:04:58,159	00:05:00,327	$A fine shot, master.$My lady.	5
59	00:05:00,378	00:05:02,579	$Please, my lord.$It hurts.	5
60	00:05:02,630	00:05:05,249	$Oh, sweet.$Don't cry.	5
61	00:05:05,251	00:05:07,900	$It will be over soon.	5
62	00:05:09,420	00:05:11,505	$She thinks she's pretty.	5
63	00:05:11,556	00:05:13,056	$Let me put one through her face.	5
64	00:05:13,091	00:05:14,641	$We have to reward$the hounds, love.	5
65	00:05:14,676	00:05:15,807	$They did all the hard work.	5
66	00:05:15,927	00:05:18,264	$Why? I did$whatever you asked.	5
67	00:05:18,512	00:05:20,411	$But you made Myranda$feel jealous.	5
68	00:05:20,531	00:05:23,255	$— Me jealous of her?$— <i> My lord, please.</i>	5
69	00:05:23,769	00:05:26,987	$You can see that your presence$has become a bit of a problem.	5
70	00:05:27,021	00:05:28,989	$— ( crying )$— ( dogs snarling, barking )	6
71	00:05:29,023	00:05:31,024	$Rip her!$Rip her!	6
72	00:05:31,075	00:05:33,110	$— Rip her!$— <i> ( Tansy screaming )</i>	6
73	00:05:33,161	00:05:35,428	$<i>( tearing )</i>	6
74	00:05:35,548	00:05:37,575	$Not so pretty now.	6
75	00:05:50,295	00:05:53,547	$Tyrion: — <i>Your new hand, it's$nicer than the old one.</i>	6
76	00:05:53,598	00:05:54,881	$Wouldn't you agree, Pod?	6
77	00:05:54,932	00:05:56,967	$Is it solid gold?	6
78	00:05:57,018	00:06:00,020	$Gilded steel.$You're not eating.	6
79	00:06:00,054	00:06:01,972	$Why is no one eating?	6
80	00:06:01,974	00:06:04,775	$My wife wastes away and my$brother starves himself.	6
81	00:06:04,809	00:06:06,810	$— I'm not hungry.$— You lost a hand,	6
82	00:06:06,861	00:06:09,146	$not a stomach.	6
83	00:06:09,148	00:06:10,981	$Try the boar.	6
84	00:06:10,983	00:06:14,034	$Cersei can't get enough of it$since one killed Robert for her.	6
85	00:06:15,453	00:06:17,321	$A toast.	6
86	00:06:17,323	00:06:20,707	$To the proud Lannister children.	6
87	00:06:20,742	00:06:23,627	$The dwarf, the cripple,$and the mother of madness.	7
88	00:06:23,661	00:06:25,278	$— Oh!$— I'll clean it up.	7
89	00:06:25,313	00:06:27,331	$No, I'll do it.$Leave us.	7
90	00:06:30,051	00:06:32,469	$It's only wine.	7
91	00:06:41,512	00:06:43,513	$I can't fight anymore.	7
92	00:06:43,515	00:06:45,182	$What about your left?	7
93	00:06:46,684	00:06:50,020	$I can hold a sword, but all$my instincts are wrong.	7
94	00:06:50,071	00:06:52,155	$How can I protect the king	7
95	00:06:52,190	00:06:53,857	$when I can hardly$wipe my own ass?	7
96	00:06:53,908	00:06:56,526	$You're the Lord Commander now.$Command.	7
97	00:06:56,528	00:06:59,446	$Let others do the fighting.	7
98	00:06:59,497	00:07:02,666	$When was the last time$Father used a sword?	7
99	00:07:02,700	00:07:05,085	$I'm not Father.$I'm the Kingslayer.	7
100	00:07:05,119	00:07:07,254	$When people find out$I can't slay a pigeon...	7
101	00:07:07,288	00:07:10,540	$Train, then.$Learn to fight with your other hand.	7
102	00:07:10,542	00:07:13,927	$With whom? You?$Men talk.	7
103	00:07:13,961	00:07:16,513	$Soon as someone discovers I can't$fight, he'll tell everyone.	8
104	00:07:19,050	00:07:22,052	$You need a proper,$discreet swordsman.	8
105	00:07:22,103	00:07:25,722	$As it happens,$I have just the one.	8
106	00:07:34,482	00:07:37,567	$My brother tells me you$can keep your mouth shut.	8
107	00:07:37,569	00:07:39,569	$Unusual talent for a sellsword.	8
108	00:07:39,571	00:07:41,738	$He tells me you shit gold	8
109	00:07:41,789	00:07:44,624	$just like your father.	8
110	00:07:44,659	00:07:46,543	$Is this place safe?	8
111	00:07:48,746	00:07:51,081	$There's this knight, Leygood,	8
112	00:07:51,083	00:07:53,717	$— got thunderbolts on his shield.$— Uh–huh.	8
113	00:07:53,751	00:07:56,253	$Right here is where$I fuck his wife.	8
114	00:07:56,255	00:07:58,588	$She's a screamer, that one.	8
115	00:07:58,590	00:08:01,341	$If they don't hear her,$they won't hear us.	8
116	00:08:02,927	00:08:05,595	$( whistles ) I've never$seen Valyrian steel before.	8
117	00:08:05,597	00:08:07,981	$She's a beauty.$The problem is,	8
118	00:08:08,015	00:08:10,350	$if you fight with$an edged blade,	9
119	00:08:10,401	00:08:12,569	$I'll have to.	9
120	00:08:12,603	00:08:14,020	$And if I fight with$an edged blade,	9
121	00:08:14,071	00:08:16,490	$I'll have no one left to pay me.	9
122	00:08:16,524	00:08:18,241	$( blade clatters )	9
123	00:08:18,276	00:08:20,610	$I haven't used a sparring$sword since I was nine.	9
124	00:08:25,450	00:08:27,167	$Ah!	9
125	00:08:27,201	00:08:30,504	$Bold warrior you are, attacking$a man when his guard's down.	9
126	00:08:30,538	00:08:32,839	$Best time to attack a man.	9
127	00:08:34,792	00:08:36,877	$Mind yourself.	9
128	00:08:38,713	00:08:41,298	$— If I still had my right hand...$— Plan on growing it back?	9
129	00:08:55,897	00:08:57,697	$Come on, then.	9
130	00:09:08,993	00:09:10,911	$Man:$<i>Open the gates!</i>	10
131	00:09:12,914	00:09:14,831	$<i>Riders coming in!</i>	10
132	00:09:18,002	00:09:19,803	$( horse whinnies )	10
133	00:09:30,515	00:09:33,350	$Man: — <i>Let's get these$horses seen to!</i>	10
134	00:09:35,653	00:09:37,821	$Father.$Welcome home.	10
135	00:09:37,855	00:09:41,942	$Walda, this is$Ramsay Snow, my bastard.	10
136	00:09:41,993	00:09:44,027	$A pleasure, Mother.	10
137	00:09:44,078	00:09:46,112	$Hello.	10
138	00:09:46,163	00:09:48,832	$Roose: — <i>See that the horses are$fed, watered, and rubbed down.</i>	10
139	00:09:48,866	00:09:52,168	$And take Lady Walda$to her chambers.	10
140	00:09:52,203	00:09:54,204	$This way, my lady.	10
