frameNo	startTime	endTime	dialogue	chunk
1	00:00:04,705	00:00:07,457	$<i>♪ theme music playing ♪</i>	0
2	00:01:37,880	00:01:48,171	$<font color=#ff0000>Sync & corrections by </font><font color=#ec14bd><b>honeybunny</b></font>$<font color=#ff0000>—=«O»=—</font>$<font color=#ff0000><font color=#ff0000>www.addic7ed.com</font></font>	0
3	00:01:53,831	00:01:56,532	$(clanging)	0
4	00:01:56,567	00:01:59,819	$<i>(people chatting)</i>	0
5	00:02:13,526	00:02:16,183	$— (laughs)$— Here we are.	1
6	00:02:21,173	00:02:24,141	$— (laughter)$— (loud chatter)	1
7	00:02:24,176	00:02:26,260	$Ready?	1
8	00:02:28,930	00:02:31,348	$(belching)	1
9	00:02:31,400	00:02:33,434	$«The Rains of Castamere.»	1
10	00:02:33,485	00:02:35,519	$— You fucking deaf?$— (laughing)	1
11	00:02:35,570	00:02:37,855	$Same wrong guess$every fucking time.	1
12	00:02:37,857	00:02:39,273	$Listen, you cunt.	1
13	00:02:39,324	00:02:41,492	$Oh!	1
14	00:02:41,526	00:02:44,245	$(belching)	1
15	00:02:44,279	00:02:46,414	$«The Bear$and the Maiden Fair.»	1
16	00:02:46,448	00:02:48,365	$(cheering)	1
17	00:02:48,367	00:02:50,117	$There’s a man with an ear.	1
18	00:02:50,168	00:02:52,536	$Too bad you got$a hangnail for a cock.	1
19	00:02:52,587	00:02:54,505	$(laughs)	1
20	00:02:54,539	00:02:56,507	$First time I saw you$with your breeches down,	1
21	00:02:56,541	00:02:58,209	$I thought you were a eunuch.	1
22	00:02:58,211	00:03:00,761	$— (laughing)$— You’ve seen it, girls.	1
23	00:03:00,796	00:03:03,714	$Like a baby snail$peeking out of his shell.	1
24	00:03:04,716	00:03:06,884	$(laughs)	1
25	00:03:17,863	00:03:20,147	$Your baby was crying$this morning.	1
26	00:03:25,654	00:03:28,072	$Woke me up.	1
27	00:03:28,123	00:03:29,790	$You hear me?	1
28	00:03:29,825	00:03:31,292	$Yes.	1
29	00:03:31,326	00:03:33,744	$Well, got anything to say?	1
30	00:03:33,746	00:03:35,746	$I’m sorry he woke you up.	1
31	00:03:35,797	00:03:38,966	$(chuckles) I don’t$care if you’re sorry.	1
32	00:03:39,000	00:03:41,752	$Keep that baby quiet	1
33	00:03:41,754	00:03:43,554	$or I will.	1
34	00:03:43,588	00:03:45,139	$Don’t you ever touch him.	1
35	00:03:45,173	00:03:47,091	$(chuckles)	1
36	00:03:47,093	00:03:49,426	$Little wildling bitch.	1
37	00:03:49,478	00:03:52,513	$<i>You should have stayed</i>$<i>with your own kind.</i>	1
38	00:03:52,564	00:03:54,482	$<i>(owl hoots)</i>	1
39	00:03:54,516	00:03:56,317	$<i>You listening to me?</i>	1
40	00:03:56,351	00:03:58,352	$— Shut your mouth.$— What?	1
41	00:03:58,403	00:04:00,688	$<i>(owl hoots)</i>	2
42	00:04:00,739	00:04:03,240	$It’s just an owl,$you dumb bitch.	2
43	00:04:03,275	00:04:05,526	$No, it’s not.	2
44	00:04:14,286	00:04:15,753	$<i>(owl hoots)</i>	2
45	00:04:24,596	00:04:26,881	$(knife rings)	2
46	00:04:34,689	00:04:36,974	$(people screaming)	2
47	00:04:38,860	00:04:41,061	$(grunts)	2
48	00:04:48,820	00:04:50,871	$(women screaming)	2
49	00:05:09,507	00:05:12,509	$(shouting)	2
50	00:05:12,511	00:05:15,479	$(grunts)	2
51	00:05:16,982	00:05:18,515	$(coughs)	2
52	00:05:18,567	00:05:21,285	$<i>(bottles rattle)</i>	2
53	00:05:21,319	00:05:23,237	$(screams)	2
54	00:05:26,908	00:05:28,909	$<i>(baby fusses)</i>	2
55	00:05:42,757	00:05:45,709	$— <i> (baby fusses)</i>$— Shh.	2
56	00:05:47,212	00:05:49,380	$(blood pouring)	2
57	00:05:49,431	00:05:51,882	$<i>(screaming continues)</i>	2
58	00:05:53,218	00:05:55,419	$I should never$have left her there.	2
59	00:05:55,453	00:05:59,056	$— You couldn’t have known.$— Of course I could’ve known.	2
60	00:05:59,058	00:06:01,609	$They’ve been raiding$the villages close by.	3
61	00:06:01,643	00:06:04,445	$And we just cower in here while$they slaughter our brothers.	3
62	00:06:04,479	00:06:06,280	$Our brothers had orders$to stay at Castle Black.	3
63	00:06:06,314	00:06:08,899	$So it’s all right, then?$Black Jack and Kegs	3
64	00:06:08,901	00:06:10,784	$and Mully chopped to pieces$’cause they broke the rules?	3
65	00:06:10,819	00:06:12,319	$Dolorous Edd: — <i> I didn’t$say it was all right.</i>	3
66	00:06:12,370	00:06:14,038	$I’m saying they shouldn’t$have been there.	3
67	00:06:14,072	00:06:16,573	$We’re pledged to guard$the realms of men.	3
68	00:06:16,575	00:06:18,075	$She’s dead because of me.	3
69	00:06:18,077	00:06:19,638	$We can’t even guard Mole’s Town.	3
70	00:06:19,661	00:06:21,245	$We can’t go after them.$You know that.	3
71	00:06:21,296	00:06:22,746	$It’s what they want.	3
72	00:06:22,748	00:06:25,082	$And little Sam.	3
73	00:06:25,133	00:06:28,135	$As if I cut their thats self.	3
74	00:06:28,169	00:06:29,503	$Maybe she managed$to hide herself.	3
75	00:06:29,554	00:06:31,422	$<i>I thought all of you was dead.</i>	3
76	00:06:31,473	00:06:33,757	$You went north with Mormont$and no one came back.	3
77	00:06:33,759	00:06:35,843	$Not for ages.	3
78	00:06:35,894	00:06:37,761	$But then you did.	3
79	00:06:39,431	00:06:41,148	$She survived Craster	3
80	00:06:41,182	00:06:43,734	$and he was the worst$shit I’ve ever met.	3
81	00:06:43,768	00:06:45,436	$She survived the long march$to the Wall.	3
82	00:06:45,438	00:06:49,273	$<i>She survived a white walker,</i>$<i>for fuck’s sake.</i>	3
83	00:06:50,608	00:06:51,992	$She might have got out.	3
84	00:06:54,412	00:06:56,747	$She might have.	3
85	00:06:58,083	00:07:00,451	$If they hit Mole’s Town,	3
86	00:07:00,453	00:07:02,536	$then we’re next.	3
87	00:07:05,540	00:07:07,541	$Mance and his army$must be close.	3
