anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
{}	{'wood': 2}	{}	{}	{}	{}	{'that': 1}	{}	{'big': 1, 'bigger': 1}	{}	0
{}	{'buried': 1}	{}	{}	{'men': 1}	{}	{'growing': 1, 'what': 1, 'that': 1}	{}	{'thousands': 1, 'though': 1}	{}	1
{'warm': 1, 'made': 1}	{'warm': 1}	{'made': 1}	{'hidden': 1}	{}	{'warm': 1, 'made': 1}	{'playing': 1, 'hall': 1}	{}	{'how': 1, 'bigger': 1, 'big': 2}	{}	2
{}	{}	{'venison': 1, 'makes': 1, 'brothers': 1, 'song': 1}	{}	{'children': 1}	{'sing': 3, 'sings': 1}	{'best': 1, 'loves': 1}	{'sing': 3, 'sings': 1}	{'hobb': 1, 'tasty': 1, 'loves': 1, 'short': 1}	{}	3
{}	{}	{'mother': 1, 'skin': 2}	{}	{'children': 1}	{}	{'gentle': 1, 'handle': 1, 'looks': 1, 'loves': 1, 'that': 1}	{'rabbit': 2}	{'how': 2, 'loves': 1, 'rabbit': 2}	{}	4
{'made': 1}	{'good': 1, 'hodor': 1}	{'skinning': 1, 'made': 1, 'many': 1}	{}	{'many': 1, 'myself': 1, 'lady': 1, 'girl': 1}	{'made': 1, 'since': 1}	{'better': 1, 'good': 1, 'thank': 2, 'have': 1, 'that': 1, 'had': 2, 'wonder': 1}	{'since': 1, 'rabbits': 3, 'dozen': 1}	{'ass': 1, 'rabbits': 3, 'though': 1, 'big': 1, 'else': 3, 'how': 2, 'hodor': 1, 'shot': 1}	{'ass': 1}	5
{}	{'good': 1}	{'skinning': 1, 'make': 2}	{}	{}	{}	{'what': 1, 'good': 1, 'thank': 2, 'osha': 1, 'hard': 1, 'than': 1, 'happening': 1}	{'rabbits': 1}	{'rabbits': 1}	{}	6
{}	{}	{}	{}	{}	{}	{'what': 1, 'having': 1}	{}	{}	{}	7
{}	{}	{'smaller': 1}	{'climbed': 1}	{}	{}	{'half': 1}	{}	{}	{}	8
{}	{'good': 3, 'dead': 1}	{'brought': 1, 'pair': 1}	{}	{'men': 1, 'girls': 1}	{}	{'scared': 1, 'good': 3, 'halfhand': 1, 'that': 3}	{}	{'naked': 1, 'big': 1, 'qhorin': 1, 'whole': 1}	{}	9
{}	{}	{'woman': 1, 'mance': 1}	{}	{'woman': 1, 'girls': 1, 'mance': 1}	{}	{'growing': 1, 'what': 1, 'lover': 1, 'scared': 1, 'like': 1}	{}	{'those': 1, 'lover': 1}	{}	10
{}	{'die': 2, 'soldiers': 1}	{'matters': 1, 'woman': 1, 'mance': 1}	{}	{'woman': 1, 'mance': 1}	{}	{'won': 1, 'care': 2, 'that': 1}	{}	{}	{}	11
