frameNo	startTime	endTime	dialogue	chunk
1	00:00:00,573	00:00:02,856	$You're accused of killing the king.	0
2	00:00:02,976	00:00:04,217	$I didn't do it.	0
3	00:00:04,337	00:00:05,789	$Which is why we're having a trial.	0
4	00:00:05,909	00:00:08,011	$One of my three judges is my father.	0
5	00:00:08,131	00:00:12,189	$Mace Tyrell will serve as the second judge.$I want you to be the third.	0
6	00:00:12,309	00:00:15,077	$I will also invite you to sit$on the Small Council.	0
7	00:00:15,197	00:00:18,485	$I never realized you had$such respect for Dorne.	0
8	00:00:18,605	00:00:21,438	$What good is power if you cannot$protect the ones you love?	0
9	00:00:21,558	00:00:22,702	$You can avenge them.	0
10	00:00:22,974	00:00:25,082	$You really believe$Tyrion murdered your son?	0
11	00:00:25,202	00:00:27,720	$You're still interested$in being queen, I take it?	0
12	00:00:27,840	00:00:28,880	$It would be a great honor.	0
13	00:00:28,971	00:00:31,260	$But I will have to speak$to my father about it.	0
14	00:00:31,380	00:00:32,786	$I will speak to mine.	0
15	00:00:32,906	00:00:35,670	$You started wars$to protect this family's future.	0
16	00:00:35,790	00:00:38,163	$Tyrion deserves$for lighting our future to fire.	0
17	00:00:38,422	00:00:40,958	$What kind of knight beats a helpless girl?	0
18	00:00:41,078	00:00:42,483	$The kind who serves his king.	0
19	00:00:42,603	00:00:44,939	$The next time Ser Meryn speaks,$kill him.	0
20	00:00:46,064	00:00:48,087	$How many Hands have you betrayed,$Pycelle?	0
21	00:00:48,207	00:00:51,298	$- I am loyal servant!$- Throw him in one of the black cells.	0
22	00:00:51,418	00:00:52,626	$Oh no, no, no, no.	1
23	00:00:52,746	00:00:56,909	$There are many who know that without you,$this city faced certain defeat.	1
24	00:00:57,029	00:01:01,077	$The king won't give you any honors,$but we will not forget.	1
25	00:01:01,197	00:01:04,364	$The city is yours.$All these people are your subjects now.	1
26	00:01:04,484	00:01:07,668	$Sometimes it is better$to answer injustice with mercy.	1
27	00:01:07,788	00:01:11,244	$I will answer injustice with justice.	1
28	00:01:13,978	00:01:15,880	"$""Find a special gift."""	1
29	00:01:16,000	00:01:18,382	"$""Theon's favorite toy."""	1
30	00:01:18,805	00:01:21,135	"$""He cried when I took it away from him."""	1
31	00:01:21,620	00:01:24,232	$I'm going to pick$the fastest ship in our fleet	1
32	00:01:24,352	00:01:26,422	$and I'm going to bring him home.	1
33	00:01:26,688	00:01:28,769	$We need to look East for ships and men.	1
34	00:01:29,087	00:01:30,993	$- Soldiers win wars.$- We don't have any gold.	1
35	00:01:31,113	00:01:34,799	$I'm running out of time, Ser Davos,$which means you're running out of time.	1
36	00:03:13,956	00:03:21,956	"$<font color=""#ec14bd"">Sync & corrections by honeybunny.$Corrected by SalilGoyal</font>"	3
37	00:04:22,719	00:04:25,420	$Your Grace, if you'd like$to sit, I'm sure that...	5
38	00:04:25,472	00:04:27,723	$We've been here since midday.	5
39	00:04:36,516	00:04:39,852	$Easterners have a difference$sense of time, I've often found.	5
40	00:04:39,854	00:04:43,856	$Once I was waiting for Salladhor$Saan here in Braavos.	5
41	00:04:45,275	00:04:46,525	$Together, we were going to run	5
42	00:04:46,576	00:04:49,077	$three shiploads of the finest...	5
43	00:05:16,306	00:05:18,490	$Welcome to the Iron Bank.	6
44	00:05:18,525	00:05:21,777	$Please, sit.	6
45	00:05:44,467	00:05:46,885	$What can we do$for you, Lord Stannis?	6
46	00:05:46,920	00:05:48,887	$This is Stannis$of the House Baratheon,	6
47	00:05:48,922	00:05:51,156	$<i>King of the Andals</i>$<i>and the First Men,</i>	6
48	00:05:51,190	00:05:54,126	$Lord of the Seven Kingdoms$and Protector of the Realm.	6
49	00:05:57,981	00:06:00,315	$<i>The Iron Throne</i>$<i>is currently occupied</i>	7
50	00:06:00,350	00:06:02,234	$by Tommen$of the House Baratheon,	7
51	00:06:02,268	00:06:03,769	$King of the Andals$and the First Men,	7
52	00:06:03,771	00:06:06,688	$Lord of the Seven Kingdoms$and Protector of the Realm.	7
53	00:06:06,739	00:06:09,408	$He shares no blood with me.	7
54	00:06:09,442	00:06:12,828	$He is a bastard born of incest.	7
55	00:06:12,862	00:06:14,913	$<i>As was his brother before him.</i>	7
56	00:06:14,948	00:06:17,699	$Yes, we have heard this story.	7
57	00:06:17,750	00:06:20,369	$It's not a story.$It's the truth.	7
58	00:06:20,420	00:06:23,755	$The king's grandfather$tells a different story.	7
59	00:06:23,790	00:06:26,174	$A story about a jealous uncle	7
60	00:06:26,209	00:06:28,410	$whose attempts to usurp the$throne from the rightful king	7
61	00:06:28,444	00:06:33,382	$cost the Seven Kingdoms$dearly in blood and gold.	7
62	00:06:33,433	00:06:35,133	$Gold you loaned him.	7
63	00:06:35,135	00:06:39,371	$And you feel your blood gives$you a claim on our gold?	7
64	00:06:39,405	00:06:42,024	$More than any man living.	7
65	00:06:42,058	00:06:44,977	$Across the Narrow Sea,$your books are filled	7
66	00:06:45,011	00:06:48,146	"$with words like$""usurper"" and ""madman"""	7
67	00:06:48,181	00:06:50,682	"$and ""blood right."""	8
68	00:06:50,717	00:06:53,852	$Here, our books$are filled with numbers.	8
69	00:06:53,886	00:06:56,071	$We prefer the stories they tell.	8
70	00:06:56,105	00:06:58,023	$More plain.	8
71	00:06:58,057	00:07:01,493	$Less open to interpretation.	8
72	00:07:03,663	00:07:06,615	$How many fighting men$remain loyal to you?	8
73	00:07:06,649	00:07:08,000	$4,000.	8
74	00:07:08,051	00:07:10,002	$<i>And how many ships do you have?</i>	8
75	00:07:10,053	00:07:12,304	$<i>The ones still afloat,</i>$<i>Ser Davos,</i>	8
76	00:07:12,338	00:07:14,806	$not at the bottom$of Blackwater Bay.	8
77	00:07:16,426	00:07:18,176	$32.	8
78	00:07:18,227	00:07:19,978	$And how much wheat$and barley and beef	8
79	00:07:20,013	00:07:22,347	$and pork do you produce$on Dragonstone	8
80	00:07:22,349	00:07:27,135	$to feed your 4,000 men$on your 32 ships?	8
81	00:07:29,322	00:07:31,156	$None.	8
82	00:07:31,190	00:07:34,026	$You can see why these numbers$seem unlikely to add up	8
83	00:07:34,028	00:07:37,195	$to a happy ending$from our perspective.	8
84	00:07:38,598	00:07:40,966	$<i>I'm afraid we must respectfully</i>	8
85	00:07:41,000	00:07:44,052	$<i>decline your request.</i>	9
86	00:07:44,087	00:07:47,205	$<i>But we thank you for paying</i>$<i>us the honor of your visit.</i>	9
87	00:07:56,182	00:07:57,382	$My lord.	9
88	00:07:57,433	00:08:00,135	$I'm not a lord,$Ser Davos Seaworth.	9
89	00:08:00,186	00:08:02,304	$You would not be either here.	9
90	00:08:02,338	00:08:04,256	$In Braavos,	9
91	00:08:04,290	00:08:07,526	$thieves are not$rewarded with titles.	9
92	00:08:07,560	00:08:09,061	$Well, strictly speaking,$I didn't do the thieving.	9
93	00:08:09,112	00:08:10,696	$That would be the pirates.	9
