frameNo	startTime	endTime	dialogue	chunk
1	00:00:06,082	00:00:08,767	$<i>♪ theme music playing ♪</i>	0
2	00:01:36,700	00:01:47,333	$<font color=#ff0000>Sync & corrections by </font><font color=#ec14bd><b>honeybunny</b></font>$<font color=#ff0000>—=«O»=—</font>$<font color=#ff0000>www.addic7ed.com</font>	2
3	00:01:52,572	00:01:55,624	$I made a deal for you$to keep your ungrateful head	2
4	00:01:55,658	00:01:57,576	$on your ungrateful neck$a little while longer.	2
5	00:01:57,627	00:01:59,461	$Tyrion:<i> I’m sorry,</i>$<i>what am I grateful for?</i>	2
6	00:01:59,496	00:02:01,246	$The opportunity to live$and die at the Wall	2
7	00:02:01,297	00:02:03,248	$as punishment for a crime$I did not commit?	2
8	00:02:03,299	00:02:05,501	$You threw your life away.$You threw it away.	2
9	00:02:05,552	00:02:08,253	$It’s not a joke. You$understand that, don’t you?	2
10	00:02:08,255	00:02:10,973	$Of course it’s a joke,$just not a very funny one.	2
11	00:02:13,760	00:02:15,677	$I couldn’t–	2
12	00:02:15,729	00:02:17,596	$I couldn’t listen to her	2
13	00:02:17,647	00:02:20,065	$standing there telling her lies.	2
14	00:02:20,100	00:02:21,433	$I couldn’t do it.	2
15	00:02:21,484	00:02:24,069	$You fell in love with a whore.	2
16	00:02:24,104	00:02:26,155	$Yes, I fell in love$with a whore.	2
17	00:02:26,189	00:02:29,942	$And I was stupid enough to think$that she had fallen in love with me.	2
18	00:02:34,247	00:02:36,331	$That deal you made,	3
19	00:02:36,366	00:02:39,118	$it was everything Father wanted.	3
20	00:02:39,169	00:02:40,452	$<i>You do see that?</i>	3
21	00:02:40,503	00:02:42,371	$<i>He gets you back as his heir.</i>	3
22	00:02:42,422	00:02:44,623	$<i>The future Lord of the Rock.</i>	3
23	00:02:44,625	00:02:47,292	$And he ships me off$to Castle Black,	3
24	00:02:47,343	00:02:49,128	$out of sight at last.	3
25	00:02:50,597	00:02:52,631	$All so perfect.	3
26	00:02:54,634	00:02:57,102	$It felt good$to take that from him.	3
27	00:02:58,805	00:03:02,524	$He knows I’m innocent and he’s$willing to sacrifice me anyway.	3
28	00:03:02,559	00:03:04,476	$He’s willing$to sacrifice any of us.	3
29	00:03:04,527	00:03:06,278	$Not you.	3
30	00:03:06,312	00:03:08,447	$You’re the golden son.	3
31	00:03:08,481	00:03:10,816	$You could kill a king,$lose a hand,	3
32	00:03:10,867	00:03:13,068	$fuck your own sister, you’ll$always be the golden son.	3
33	00:03:13,119	00:03:14,553	$Careful.	3
34	00:03:14,587	00:03:16,955	$I’m the last friend you’ve got.	3
35	00:03:20,994	00:03:23,996	$At least I got to tell$them what they really are.	4
36	00:03:23,998	00:03:26,165	$Yes, brilliant speech.	4
37	00:03:26,167	00:03:28,500	$They’ll be talking$about it for days to come.	4
