frameNo	startTime	endTime	dialogue	chunk
-1	00:00:00,776	00:00:03,578	$﻿1$The substance burns so hot,$it melts wood,	0
2	00:00:03,613	00:00:05,581	$stone, even steel.	0
3	00:00:05,615	00:00:07,983	$<i>And, of course, flesh.</i>	0
4	00:00:08,018	00:00:10,152	$If I could tell you$how many crazy old men	0
5	00:00:10,186	00:00:13,356	$I've seen making grand claims$about jars full of pig shit.	0
6	00:00:13,390	00:00:15,759	$Our order does not deal$in pig shit.	0
7	00:00:15,793	00:00:18,261	$King Stannis is my God.$He raised me up	0
8	00:00:18,296	00:00:20,731	$and gave you a future$I could never have imagined.	0
9	00:00:20,765	00:00:23,400	$And you think a Fire God$commanded all that?	0
10	00:00:23,435	00:00:26,237	$- It was Stannis.$- Stannis is my king, but he's only a man.	0
11	00:00:26,272	00:00:28,073	$Don't tell him that.	0
12	00:00:28,107	00:00:30,008	$Does it give you joy$to scare people?	0
13	00:00:30,042	00:00:32,311	$No, it gives me joy$to kill people.	0
14	00:00:32,345	00:00:34,546	$Killing's the sweetest$thing there is.	0
15	00:00:34,581	00:00:37,082	$You shipped off my only daughter$and now you want	0
16	00:00:37,117	00:00:39,619	$to send my eldest son$to the battlefield to die.	0
17	00:00:39,653	00:00:41,220	$He needs to be out there.	0
18	00:00:41,255	00:00:43,355	$The men will fight more$fiercely seeing their king	0
19	00:00:43,390	00:00:46,826	$fighting beside them instead of$hiding behind his mother's skirts.	0
20	00:00:46,860	00:00:50,530	$Stannis two days from the capital$and the wolf at my doorstep.	0
21	00:00:50,564	00:00:52,832	$Scouts assure us Robb Stark$won't risk	0
22	00:00:52,867	00:00:55,735	$marching on Casterly Rock$until he's at full force.	0
23	00:00:55,769	00:00:57,603	$He'll risk anything$at any time.	0
24	00:00:57,637	00:00:59,505	$<i>We'll ride at nightfall.</i>	1
25	00:00:59,539	00:01:02,774	$The Stark forces are distracted.$Now is the time to strike.	1
26	00:01:02,809	00:01:04,969	$My dear nephew,$you do understand Stannis	1
