frameNo	startTime	endTime	dialogue	chunk
-1	00:02:36,137	00:02:38,973	$﻿6$I've taken your castle.	2
7	00:02:39,008	00:02:41,709	$- Theon?$- It's Prince Theon now.	2
8	00:02:41,744	00:02:44,278	$Get up. You have to get dressed.	2
9	00:02:44,313	00:02:46,681	$I've taken Winterfell.	3
10	00:02:46,716	00:02:49,717	$I took it. I'm occupying it.	3
11	00:02:49,752	00:02:52,853	$I sent men over the walls$with grappling claws and ropes.	3
12	00:02:52,888	00:02:55,990	$- Why?$- To take the castle.	3
13	00:02:56,024	00:03:00,427	$- You went with Robb.$- And he sent me back to Pyke.	3
14	00:03:00,461	00:03:04,097	$I'm a Greyjoy. I can't fight$for Robb and my father both.	3
15	00:03:05,699	00:03:08,167	$- Where's Hodor?$- I don't know.	3
16	00:03:08,202	00:03:10,570	$Find the Halfwit.	3
17	00:03:10,605	00:03:13,540	$My men are bringing your people$together in the courtyard.	3
18	00:03:13,574	00:03:15,008	$Why?	3
19	00:03:15,043	00:03:17,010	$So you and I can$go down and tell them	3
20	00:03:17,045	00:03:19,913	$- how you've yielded Winterfell to me.$- I won't.	3
21	00:03:19,947	00:03:22,015	$Yes, you will.	3
22	00:03:22,049	00:03:25,117	$I won't. I'll never yield.	3
23	00:03:25,152	00:03:27,220	$We'll fight you$and throw you out.	3
24	00:03:33,194	00:03:34,628	$The castle is mine,	3
25	00:03:34,663	00:03:37,098	$but these people$are still yours.	3
26	00:03:37,132	00:03:39,300	$You'll yield to keep them safe,	4
27	00:03:39,335	00:03:41,804	$to keep them alive.	4
28	00:03:41,838	00:03:44,640	$That's what a good$lord would do.	4
29	00:03:47,443	00:03:50,278	$Think carefully about$what you want to say.	4
30	00:03:53,349	00:03:55,383	$Theon.	4
31	00:03:55,417	00:03:57,384	$Did you hate us the whole time?	4
32	00:04:05,226	00:04:07,327	$I've yielded$Winterfell to Theon.	4
33	00:04:07,361	00:04:09,296	$Louder.	4
34	00:04:09,330	00:04:11,131	$Say Prince Theon.	4
35	00:04:11,166	00:04:14,202	$I've yielded Winterfell$to Prince Theon.	4
36	00:04:14,236	00:04:15,937	$You all know me.	4
37	00:04:15,971	00:04:18,773	$Aye, we know you for$a steaming sack of shit.	4
38	00:04:18,808	00:04:20,475	$Farlen, you be silent.	4
39	00:04:20,509	00:04:23,612	$Listen to your$little Lord, Farlen.	4
40	00:04:23,647	00:04:25,414	$He has more sense than you do.	4
41	00:04:25,449	00:04:27,316	$All of you should do$as he commands.	4
42	00:04:27,351	00:04:31,053	$My father has donned the$ancient crown of salt and rock	4
43	00:04:31,088	00:04:34,590	$and declared himself$King of the Iron Islands.	5
44	00:04:34,624	00:04:37,826	$He claims the North as well$by right of conquest.	5
45	00:04:37,861	00:04:39,628	$You are all his subjects.	5
46	00:04:39,662	00:04:42,398	$Bugger that. I serve the Starks.	5
47	00:04:42,432	00:04:44,524	$If you think you can$hold the North with this...	5
48	00:04:44,549	00:04:45,834	$Shut up!	5
49	00:04:45,835	00:04:49,305	$<i>If you serve me as loyally$as you served Ned Stark,</i>	5
50	00:04:49,339	00:04:52,408	$<i>I will be as good to you$as he ever was.</i>	5
51	00:04:52,442	00:04:54,543	$Betray me, and you will$wish you hadn't.	5
52	00:04:56,346	00:04:59,515	$Maester Luwin,$send a raven to Pyke	5
53	00:04:59,549	00:05:02,250	$informing my father$of my victory here	5
54	00:05:02,284	00:05:04,853	$and one to Deepwood Motte$to my sister.	5
55	00:05:04,887	00:05:09,190	$Inform her that she's$to bring 500 men to Winterfell.	5
56	00:05:12,728	00:05:14,929	$You are a Maester of the Citadel	5
57	00:05:14,963	00:05:18,231	$sworn to serve the lord$of Winterfell, are you not?	5
58	00:05:18,265	00:05:19,666	$I am.	5
59	00:05:19,700	00:05:21,568	$I am the Lord of Winterfell	5
60	00:05:21,602	00:05:23,536	$as Bran just informed you.	5
61	00:05:25,072	00:05:27,174	$Send the ravens.	6
62	00:05:29,044	00:05:31,378	$My Lord.	6
63	00:05:33,081	00:05:36,151	$My Lord Greyjoy.	6
64	00:05:36,185	00:05:39,688	$I see you've finally learned$how to address your betters.	6
65	00:05:39,723	00:05:41,257	$What do you want?	6
66	00:05:41,291	00:05:43,559	$I was brought here a captive.	6
67	00:05:43,594	00:05:45,962	$You were here the day$I was taken.	6
68	00:05:45,996	00:05:49,966	$I'm the one who took you.$What of it?	6
69	00:05:50,000	00:05:52,702	$Let me serve you.	6
70	00:05:52,737	00:05:55,338	$<i>Serve me how?</i>	6
71	00:05:55,372	00:05:57,840	$I need fighters,$not kitchen sluts.	6
72	00:05:57,874	00:06:00,876	$It was Robb Stark who$put me in the kitchens.	6
73	00:06:00,911	00:06:03,446	$Put a spear in my hand again.	6
74	00:06:03,480	00:06:05,548	$So you can bury it in my neck?	6
75	00:06:05,582	00:06:07,150	$Do you take me for a fool?	6
76	00:06:07,184	00:06:08,618	$Get up.	6
77	00:06:08,652	00:06:11,721	$Step aside.	6
78	00:06:11,756	00:06:14,023	$Why?	6
79	00:06:14,058	00:06:17,494	$It's your dream, Little Lord.	6
80	00:06:17,529	00:06:20,965	$The ocean has come$to swallow this place.	6
81	00:06:20,999	00:06:23,935	$I ain't letting it drown me.	7
82	00:06:23,969	00:06:26,771	$And in a few days' time...$<i>Greyjoy!</i>	7
83	00:06:31,777	00:06:33,878	$<i>What have they done to him?</i>	7
84	00:06:33,912	00:06:36,981	$We caught this one on this way$back from Torrhen's Square.	7
85	00:06:37,015	00:06:39,950	$Took out two of ours$before I got his sword.	7
86	00:06:39,984	00:06:43,420	$Ser Rodrik, it grieves me that$we meet as foes.	7
87	00:06:43,454	00:06:47,291	$It grieves me you've less honor$than a back alley whore.	7
88	00:06:47,325	00:06:50,794	$You were raised here$under this roof.	7
89	00:06:50,828	00:06:53,497	$- These people are your people.$- They are not my people.	7
90	00:06:53,532	00:06:55,733	$King Robb thought of you$as a brother.	7
91	00:06:55,768	00:06:58,703	$My brothers are dead.	7
92	00:06:58,737	00:07:01,506	$They died fighting$Stark men, men like you.	7
93	00:07:01,540	00:07:04,976	$Aye, they died fighting$a war your father started.	7
94	00:07:05,010	00:07:07,245	$Lord Stark raised you$among his own sons.	7
95	00:07:07,279	00:07:09,413	$Among them, but not one of them.	7
96	00:07:09,447	00:07:12,249	$I was his hostage$taken from my home.	7
97	00:07:12,283	00:07:13,984	$If he were alive to see this...	8
98	00:07:14,018	00:07:15,853	$He's not. He's dead.	8
99	00:07:15,887	00:07:17,955	$The Seven Kingdoms are at war.	8
100	00:07:17,989	00:07:20,257	$And Winterfell is mine.	8
101	00:07:20,292	00:07:22,960	$I should have put$a sword in your belly	8
102	00:07:22,994	00:07:24,528	$instead of in your hand.	8
103	00:07:24,562	00:07:27,664	$You've served this House$faithfully, old man.	8
104	00:07:27,699	00:07:29,767	$But keep talking and I'll...	8
105	00:07:31,636	00:07:34,605	$Take him to the cells.$Lock him up...	8
106	00:07:34,640	00:07:36,341	$My prince,	8
107	00:07:36,375	00:07:38,943	$you cannot let that stand.$He must pay.	8
108	00:07:38,978	00:07:40,878	$I'll lock him in a cell$until he rots...	8
109	00:07:40,913	00:07:43,915	$No, he has to pay$the iron price.	8
110	00:07:43,949	00:07:47,052	$They'll never respect$you while he lives.	8
111	00:08:05,407	00:08:07,575	$Ser Rodrik,	8
112	00:08:07,610	00:08:09,043	$I sentence you to death.	9
113	00:08:09,078	00:08:11,545	$No! You said no harm$would come to them if I yielded.	9
114	00:08:11,580	00:08:13,948	$The old man couldn't$keep his mouth shut.	9
115	00:08:13,982	00:08:16,650	$I urge you not to make$a hasty decision.	9
116	00:08:16,685	00:08:19,654	$He disrespected me$in front of my men.	9
117	00:08:19,688	00:08:21,155	$That was his decision, not mine.	9
118	00:08:21,189	00:08:23,657	$He is worth more$to you alive than dead.	9
119	00:08:23,993	00:08:26,994	$The Starks will pay.	9
120	00:08:27,029	00:08:29,864	$Please, Theon,	9
121	00:08:29,898	00:08:31,832	$think what you do.	9
122	00:08:42,476	00:08:44,376	$You'll address me$as Prince Theon	9
123	00:08:44,411	00:08:46,311	$or you'll be next.	9
124	00:08:46,346	00:08:48,313	$Come.	9
125	00:08:49,182	00:08:50,749	$No!	9
126	00:08:50,784	00:08:53,985	$- No!$<i>- Theon!</i>	9
127	00:08:54,854	00:08:56,922	$Please!	9
128	00:08:56,956	00:08:58,824	$Ser Rodrik!	9
129	00:08:58,859	00:09:01,694	$He who passes the sentence$should swing the sword.	9
130	00:09:01,728	00:09:04,497	$<i>- I'm begging you!</i>$- Coward.	10
131	00:09:07,267	00:09:10,369	$Stop! Stop right now!	10
132	00:09:10,404	00:09:12,138	$You don't give commands anymore,$Little Lord.	10
133	00:09:12,172	00:09:14,840	$- Please, stop this. Please stop him.$<i>- Hush now, child.</i>	10
134	00:09:14,875	00:09:17,977	$I'm off to see your father.	10
135	00:09:20,113	00:09:22,982	$You said no harm would come!	10
136	00:09:23,016	00:09:25,751	$<i>You said no harm would come.$Theon, please.</i>	10
137	00:09:25,786	00:09:28,588	$Any last words, old man?	10
138	00:09:28,622	00:09:31,524	$Gods help you, Theon Greyjoy.	10
139	00:09:31,559	00:09:33,659	$Now you are truly lost.	10
140	00:09:33,693	00:09:36,129	$<i>Theon, please, don't.</i>	10
141	00:09:36,163	00:09:39,265	$<i>- Do something.$- I'll do anything. Please!</i>	10
142	00:09:39,299	00:09:40,934	$<i>No, please, stop it!</i>	10
143	00:10:12,368	00:10:14,770	$Ghost, stay with us.	11
144	00:10:14,804	00:10:16,871	$Ghost!	11
145	00:10:16,906	00:10:18,540	$There goes your pet.	11
146	00:10:18,574	00:10:20,141	$<i>He's not a pet.</i>	11
147	00:10:20,176	00:10:22,677	$<i>You're right, he's not.</i>	11
148	00:10:22,711	00:10:25,280	$You can't tame a wild thing.	11
149	00:10:25,314	00:10:27,081	$You can't trust a wild thing.	11
150	00:10:27,116	00:10:30,151	$- Ghost is different.$- So you think.	11
151	00:10:30,185	00:10:32,553	$Wild creatures$have their own rules,	11
152	00:10:32,588	00:10:34,755	$their own reasons.	11
153	00:10:34,790	00:10:36,758	$And you'll never know them.	11
154	00:10:36,792	00:10:40,461	$Now the wildlings$we're looking for	11
155	00:10:40,496	00:10:42,897	$sleep during the day$and hunt at night.	11
156	00:10:45,334	00:10:47,902	$I thought you said$you couldn't know wild things.	11
157	00:10:47,936	00:10:49,837	$I said you can't.	11
158	00:10:49,871	00:10:52,907	$They find a nice cave$to hide in while the sun's up	12
159	00:10:52,941	00:10:54,875	$and do their killing$when it's dark.	12
160	00:10:54,910	00:10:57,945	$- We could do the same.$- No, we couldn't.	12
161	00:10:57,980	00:11:00,181	$This is their country.	12
162	00:11:00,215	00:11:03,251	$They know where to walk,$where not to walk.	12
163	00:11:03,286	00:11:05,187	$I've lost good men$who fell into a crevasse	12
164	00:11:05,221	00:11:07,356	$they didn't see$till they were in it.	12
165	00:11:08,491	00:11:10,960	$My father always said$I'm of the North.	12
166	00:11:12,795	00:11:15,664	$- I wasn't joking.$- Look around, boy.	12
167	00:11:15,698	00:11:18,934	$This look like home to you?	12
168	00:11:18,968	00:11:22,171	$You start thinking$you know this place, it'll kill you.	12
169	00:11:23,239	00:11:25,507	$You understand me?	12
170	00:11:25,541	00:11:27,976	$No, you don't.	12
171	00:11:28,010	00:11:29,944	$We're at war.	12
172	00:11:29,979	00:11:31,646	$We've always been at war.	12
173	00:11:31,681	00:11:34,215	$It's never going to end 'cause$we're not fighting an enemy.	12
174	00:11:34,250	00:11:37,819	$We're fighting the North$and it's not going anywhere.	12
175	00:11:37,853	00:11:40,855	$The Watch has given$you a great gift.	12
176	00:11:40,889	00:11:43,424	$You only have one thing$to give in return...	12
177	00:11:43,459	00:11:44,892	$Your life.	13
178	00:11:44,926	00:11:46,260	$I'll gladly give my life.	13
179	00:11:46,294	00:11:48,662	$I don't want you$to be glad about it.	13
180	00:11:48,697	00:11:50,697	$I want you to curse and fight	13
181	00:11:50,732	00:11:53,166	$until your heart's done pumping.	13
182	00:11:53,201	00:11:55,636	$And know this, boy...	13
183	00:11:55,670	00:11:59,372	$Your death will be a gift$for them south of the Wall.	13
184	00:11:59,407	00:12:01,607	$They'll never know$what you've done.	13
185	00:12:01,641	00:12:03,142	$They'll never know how you died.	13
186	00:12:03,176	00:12:05,277	$They won't even$know your damn name,	13
187	00:12:05,311	00:12:08,213	$but they'll be alive because$some nameless bastard	13
188	00:12:08,247	00:12:11,884	$north of the Wall$gave his life for theirs.	13
189	00:12:11,918	00:12:15,053	$Now, do you understand me?	13
190	00:12:15,088	00:12:16,822	$I do.	13
191	00:12:16,856	00:12:19,224	$You're even dumber$than you look.	13
192	00:12:20,427	00:12:22,494	$It's just words, boy,	13
193	00:12:22,529	00:12:24,496	$to keep us a little$warmer in the night,	13
194	00:12:24,530	00:12:27,767	$make us feel like$we've got a purpose.	13
195	00:12:27,801	00:12:30,236	$Come on.	13
