frameNo	startTime	endTime	dialogue	chunk
1	00:04:21,004	00:04:23,670	$- We shouldn't be out here alone.$- Why not?	5
2	00:04:23,671	00:04:26,378	$- If your father--$- He'll never know we're gone.	5
3	00:04:26,379	00:04:28,446	$But if he finds out...	5
4	00:04:32,338	00:04:34,963	$You don't need$to be afraid of my father.	5
5	00:05:02,088	00:05:04,503	$Are you sure?	5
6	00:05:04,504	00:05:06,295	$Yes.	5
7	00:05:06,296	00:05:09,504	$- We shouldn't go in.$- Of course we should.	5
8	00:05:53,713	00:05:56,962	$Get out.$Get out!	6
9	00:05:56,963	00:05:58,920	$- Let's go.$- No.	6
10	00:05:58,921	00:06:00,696	$Listen to your friend.	6
11	00:06:02,046	00:06:03,753	$They said that you$were terrifying	6
12	00:06:03,754	00:06:07,837	$with cat's teeth and three eyes.	6
13	00:06:07,838	00:06:09,713	$You're not terrifying.	7
14	00:06:10,379	00:06:13,212	$You're boring.	7
15	00:06:13,213	00:06:15,314	$You don't know what I am.	7
16	00:06:15,434	00:06:18,832	$I know you're a witch$and you can see the future.	7
17	00:06:20,213	00:06:22,128	$Tell me mine.	7
18	00:06:22,129	00:06:24,420	$Everyone wants$to know their future	7
19	00:06:24,421	00:06:26,545	$until they know their future.	7
20	00:06:26,546	00:06:29,920	$This is my father's land.$My land.	7
21	00:06:29,921	00:06:34,965	$Tell me my future or I'll have your two$boring eyes gouged out of your head.	7
22	00:06:44,603	00:06:47,212	$Your blood.	7
23	00:06:47,213	00:06:48,754	$Give me a taste.	7
24	00:07:14,088	00:07:16,035	$Three questions you get.	8
25	00:07:16,596	00:07:19,046	$You won't like the answers.	8
26	00:07:22,713	00:07:25,420	$I've been promised$to the prince.	8
27	00:07:25,421	00:07:28,545	$When will we marry?	8
28	00:07:28,546	00:07:30,221	$You will never wed the prince.	8
29	00:07:30,458	00:07:32,212	$You will wed the king.	8
30	00:07:32,213	00:07:33,670	$But I will be queen?	8
31	00:07:33,671	00:07:36,087	$Oh, yes.	8
32	00:07:36,088	00:07:38,420	$You'll be queen.	8
33	00:07:38,421	00:07:40,295	$For a time.	8
34	00:07:40,296	00:07:43,378	$Then comes another,	8
35	00:07:43,379	00:07:44,878	$younger,	8
36	00:07:44,879	00:07:47,503	$<i>more beautiful,</i>	8
37	00:07:47,504	00:07:50,795	$<i>to cast you down$and take all you hold dear.</i>	8
38	00:07:50,796	00:07:54,003	$W-will the king and I$have children?	9
39	00:07:54,004	00:07:59,399	$No. The king will have 20$children and you will have three.	9
40	00:07:59,519	00:08:00,503	$That doesn't make sense.	9
41	00:08:00,504	00:08:03,962	$Gold will be their crowns.	9
42	00:08:03,963	00:08:06,838	$Gold their shrouds.	9
43	00:08:14,129	00:08:15,670	$Come on, we have to go.	9
44	00:08:16,463	00:08:19,128	$We have to go!$Cersei!	9
