1	00:00:02,395	00:00:04,262	$<i>Your father has named</i>$<i>Lord Tyrion</i>
2	00:00:04,297	00:00:06,264	$to serve as Hand$in his stead.
3	00:00:06,299	00:00:08,867	$- You brought this on yourself.$- I've done nothing.
4	00:00:08,900	00:00:11,035	$Do you understand$we're losing the war?
5	00:00:11,070	00:00:12,337	$Does it ever end?
6	00:00:12,371	00:00:14,505	$<i>Everything ends,</i>$<i>even the Red Waste.</i>
8	00:00:22,380	00:00:24,481	$<i>All the other wildlings</i>$<i>for 100 leagues</i>
9	00:00:24,515	00:00:26,684	$have disappeared.$Craster's still here.
10	00:00:26,718	00:00:30,954	$Any man lays a hand on one$of my wives, he loses the hand.
11	00:00:30,989	00:00:32,522	$<i>He marries his daughters</i>
12	00:00:32,557	00:00:34,424	$<i>and they give him</i>$<i>more daughters.</i>
13	00:00:34,458	00:00:36,959	$What happens to the boys?$What does he do with his sons?
14	00:00:36,994	00:00:38,861	$<i>"My brother Robert</i>$<i>left no trueborn heirs,</i>
15	00:00:38,895	00:00:40,896	$the boy Joffrey$being born of incest
16	00:00:40,930	00:00:43,365	$between Cersei Lannister$and her brother Jaime Lannister.
17	00:00:43,399	00:00:44,866	$By right of birth$and blood,
18	00:00:44,900	00:00:47,368	$<i>I do this day lay claim to the</i>$<i>Iron Throne of Westeros."</i>
19	00:00:47,402	00:00:49,636	$Send copies of that letter$to every corner of the realm.
20	00:00:49,671	00:00:51,672	$<i>I'm sending one of</i>$<i>your cousins down to King's</i>
21	00:00:51,697	00:00:52,897	$<i>Landing with my peace terms.</i>
22	00:00:53,307	00:00:55,274	$You think my father's going$to negotiate with you?
23	00:00:55,309	00:00:56,775	$You don't know him$very well.
24	00:00:56,810	00:00:59,044	$We won't beat them until$you take King's Landing.
25	00:00:59,078	00:01:01,280	$And we can't take$King's Landing without ships.
26	00:01:01,314	00:01:03,815	$My father has ships$and men who know how to sail.
27	00:01:03,850	00:01:05,617	$Men who fought$my father.
28	00:01:05,652	00:01:08,187	$I'm his only living son.$He'll listen to me.
29	00:01:08,221	00:01:10,856	$You don't want$Balon Greyjoy for an ally.
30	00:01:10,891	00:01:13,559	$- I need his ships.$- He is not trustworthy.
31	00:01:13,594	00:01:16,362	$I heard a disgusting lie$about Uncle Jaime and you.
32	00:01:16,396	00:01:18,797	$- Father had other children.$- What are you asking?
33	00:01:18,832	00:01:21,466	$<i>How many bastards does</i>$<i>he have running around?</i>
34	00:01:24,203	00:01:25,470	$Where is the bastard?
35	00:01:25,504	00:01:28,839	$The Night's Watch!$Heading north!
36	00:01:39,207	00:01:43,207	$<font color=#00FF00>♪ Game of Thrones 2x02 ♪</font>$<font color=#00FFFF>The Night Lands</font>$Original Air Date on April 8, 2012
37	00:01:43,208	00:01:47,208	$== sync, corrected by <font color="#00ff00">elderman</font> ==
38	00:01:47,233	00:03:17,053	$♪
39	00:03:39,996	00:03:42,698	$<i>Gotta be ready</i>$<i>before nightfall.</i>
40	00:03:43,700	00:03:46,101	$Okay, keep moving.
41	00:03:50,173	00:03:52,208	$<i>Put a watch</i>$<i>on the Ridge</i>
42	00:03:52,242	00:03:54,410	$<i>and the tree lines.</i>
43	00:03:56,147	00:03:58,148	$<i>Boy.</i>
44	00:03:58,183	00:04:00,585	$Lovely boy.
45	00:04:00,619	00:04:02,387	$What do you want?
46	00:04:02,421	00:04:03,955	$A man has a thirst.
47	00:04:03,989	00:04:07,125	$A man does not drink$for a day and a night.
48	00:04:07,159	00:04:09,226	$A boy could$make a friend.
49	00:04:09,261	00:04:11,628	$I have friends.
50	00:04:11,662	00:04:13,864	$Give us beer$before I skin you.
51	00:04:14,966	00:04:16,967	$A man does not choose$his companions.
52	00:04:17,001	00:04:18,902	$These two, they have$no courtesy.
53	00:04:18,936	00:04:21,271	$A man must ask$forgiveness.
54	00:04:23,708	00:04:26,142	$You're called Arry?
55	00:04:28,279	00:04:31,515	$This man has the honor$to be Jaqen H'ghar,
56	00:04:31,549	00:04:33,050	$once of the free city of--
57	00:04:33,084	00:04:34,719	$Beer, you little shit.
58	00:04:34,753	00:04:37,288	$Get us beer!
59	00:04:37,322	00:04:39,090	$You should have$asked nicely.
60	00:04:39,157	00:04:40,258	$Aah!
61	00:04:44,897	00:04:47,500	$Come closer$and I'll shove that stick
62	00:04:47,534	00:04:50,203	$up your bunghole$and fuck you bloody.
63	00:04:50,237	00:04:52,772	$A boy has more courage$than sense.
64	00:04:52,807	00:04:54,374	$Come here!
65	00:04:54,408	00:04:56,109	$Yoren said none of us$were to go near those three.
66	00:04:56,143	00:04:58,211	$- Come here!$- They don't scare me.
67	00:04:58,246	00:05:00,313	$Hmm?$Then you're stupid.
68	00:05:00,348	00:05:02,215	$They scare me.
69	00:05:06,386	00:05:09,321	$What are Gold Cloaks doing so$far from King's Landing?
70	00:05:14,459	00:05:16,994	$- What are you doing?$- They're looking for me.
71	00:05:17,029	00:05:19,930	$You in command here?
72	00:05:19,965	00:05:22,900	$You're a long way$from home.
73	00:05:22,935	00:05:25,036	$I asked you a question.
74	00:05:25,070	00:05:26,838	$Aye, you did.
75	00:05:27,840	00:05:29,942	$You asked$without manners
76	00:05:29,976	00:05:32,545	$and I chose not to answer.
77	00:05:32,579	00:05:35,615	$I have a royal warrant
78	00:05:35,650	00:05:39,286	$for one of these gutter rats$you're transporting.
79	00:05:41,757	00:05:44,792	$Well, the thing is...
80	00:05:44,826	00:05:47,094	$These gutter rats belong$to the Night's Watch.
81	00:05:47,129	00:05:50,898	$<i>Now, that puts them beyond the</i>$<i>reach of Kings and Queens.</i>
82	00:05:50,933	00:05:52,767	$Does it?
83	00:05:53,602	00:05:55,169	$<i>It's a funny thing--</i>
84	00:05:55,203	00:05:57,338	$people worry so much$about their throats
85	00:05:57,373	00:06:00,742	$that they forget$about what's down low.
86	00:06:00,776	00:06:04,980	$Now I sharpened this blade$before breakfast.
87	00:06:05,014	00:06:09,384	$I could shave a spider's arse$if I wanted to
88	00:06:09,419	00:06:13,389	$or I could nick$this artery in your leg.
89	00:06:13,423	00:06:15,992	$And once it's nicked,$there's no one around here
90	00:06:16,026	00:06:19,095	$who knows$how to unnick it.
91	00:06:19,163	00:06:21,931	$We'll just keep that.
92	00:06:23,200	00:06:26,970	$Good steel is always$needed on the Wall.
93	00:06:27,004	00:06:28,704	$Seems you have$a choice--
94	00:06:28,739	00:06:32,942	$you can die here at this crossroads$a long way from home,
95	00:06:32,976	00:06:35,811	$or you can go back to your city$and tell your Masters
96	00:06:35,845	00:06:38,847	$you didn't find$what you were looking for.
97	00:06:44,621	00:06:46,689	$We're looking$for a boy named Gendry.
98	00:06:46,724	00:06:50,293	$<i>He carries</i>$<i>a bull's head helmet.</i>
99	00:06:50,327	00:06:54,331	$<i>Anyone turning him over</i>$<i>will earn the King's reward.</i>
100	00:06:54,365	00:06:57,334	$We'll be back$with more men
101	00:06:57,368	00:07:00,203	$and I'll be taking your head$home along with that bastard boy.
102	00:07:29,332	00:07:31,833	$- <i>( Distant seagulls</i>
103	00:07:35,838	00:07:37,306	$My Lord.
104	00:07:37,340	00:07:39,307	$You make me wait$a long time,
105	00:07:39,342	00:07:41,577	$but your friend$keeps me company.
106	00:07:41,611	00:07:44,680	$We were just speaking$of your bravery
107	00:07:44,713	00:07:48,116	$in the victory against$the Stark auxiliary forces.
108	00:07:48,184	00:07:51,553	$It was quite a battle.
109	00:07:51,587	00:07:55,056	$I heard you suffered$a terrible head wound.
110	00:07:55,091	00:07:58,026	$The northerners$are such fearsome warriors.
111	00:07:58,061	00:08:00,663	$And I tell him$the story of how we meet.
112	00:08:01,665	00:08:03,732	$To find so lovely$a creature
113	00:08:03,767	00:08:05,568	$working in your$father's kitchens--
114	00:08:05,602	00:08:07,837	$it almost beggars belief.
115	00:08:08,973	00:08:10,908	$Strange things do happen.
116	00:08:10,942	00:08:13,711	$You should taste$her fish pie.
117	00:08:13,745	00:08:16,080	$I don't think Lord Varys$likes fish pie.
118	00:08:16,114	00:08:19,083	$- How can you tell?$- I can always tell.
119	00:08:19,118	00:08:21,319	$<i>Men like Lord Varys</i>$<i>and I can't let</i>
120	00:08:21,353	00:08:23,521	$our disadvantages$get the best of us.
