frameNo	startTime	endTime	dialogue	chunk
-1	00:00:00,754	00:00:01,691	$﻿1$Tell them all to stop.	0
2	00:00:01,716	00:00:02,700	$For how long?	0
3	00:00:02,701	00:00:04,669	$Until I command them$otherwise.	0
4	00:00:04,704	00:00:06,205	$You're learning$to talk like a Queen.	0
5	00:00:06,239	00:00:08,942	$Not a Queen.$A Khaleesi.	0
6	00:00:10,478	00:00:13,414	$Lord Snow here$grew up in a castle	0
7	00:00:13,448	00:00:15,783	$spitting down$on the likes of you.	0
8	00:00:15,817	00:00:17,818	$Everybody knew$what this place was,	0
9	00:00:17,853	00:00:20,454	$but no one told me--$no one but you.	0
10	00:00:20,489	00:00:22,489	$The Khaleesi$have baby inside her.	0
11	00:00:22,524	00:00:24,859	$It is true.$Her belly start to swell.	0
12	00:00:24,893	00:00:27,429	$I need to ride to Qohor.	0
13	00:00:27,463	00:00:29,198	$What did Aaerys Targaryen say	0
14	00:00:29,232	00:00:31,535	$when you stabbed him$in the back?	0
15	00:00:31,569	00:00:34,005	$He said the same thing$he'd been saying for hours--	0
16	00:00:34,039	00:00:35,540	"$""burn them all."""	0
17	00:00:35,574	00:00:37,942	$My brother instructs us$to stage a tournament	0
18	00:00:37,976	00:00:40,978	$in honor of Lord Stark's appointment$as Hand of the King.	0
19	00:00:41,012	00:00:43,549	$This tournament is an extravagance$we cannot afford.	0
20	00:00:43,584	00:00:46,052	$I'm leaving this morning.$My job is out there.	0
21	00:00:46,087	00:00:48,389	$- I won't let you down.$- You're not going.	0
22	00:00:48,424	00:00:51,893	$Here, a man gets what he earns$when he earns it.	0
23	00:00:51,928	00:00:55,731	$I don't take orders$from savages or their sluts.	0
24	00:00:57,300	00:01:00,669	$I don't want my brother harmed.	0
25	00:01:00,704	00:01:03,739	$Mormont, kill these$Dothraki dogs!	0
26	00:01:05,208	00:01:08,210	$We've come to a dangerous place.$We must protect ourselves.	0
27	00:01:09,713	00:01:10,746	$Ah!	0
28	00:01:10,780	00:01:12,414	$We allow the Northerners$too much power.	0
29	00:01:12,449	00:01:14,416	$A good King knows$when to save his strength	0
30	00:01:14,450	00:01:16,518	$and when to destroy$his enemies.	0
31	00:01:16,552	00:01:18,787	$So you agree...$The Starks are enemies?	0
32	00:01:18,821	00:01:22,324	$Everyone who isn't us$is an enemy.	0
33	00:01:22,358	00:01:25,262	$- Do you know whose dagger this is?$- Littlefinger: <i>I do.</i>	0
34	00:01:25,296	00:01:27,631	$Tyrion Lannister's...	0
35	00:01:27,665	00:01:30,000	$<i>The imp.</i>	0
36	00:02:13,840	00:02:17,840	$<font color=#00FF00>♪ Game of Thrones 1x04 ♪</font>$<font color=#00FFFF>Cripples, Bastards, and Broken Things</font>$Original Air Date on May 8, 2011	1
37	00:02:18,840	00:02:20,040	"$== sync, corrected by <font color=""#00ff00"">elderman</font> =="	1
38	00:04:10,385	00:04:13,921	$<i>The little lord's</i>$<i>been dreaming again.</i>	2
39	00:04:20,027	00:04:23,530	$- We have visitors.$- I don't want to see anyone.	2
40	00:04:23,565	00:04:26,567	$Really?$If I was cooped up all day	2
41	00:04:26,601	00:04:29,670	$with no one but this old bat$for company, I'd go mad.	2
42	00:04:31,006	00:04:33,274	$Anyway, you don't have a choice.$Robb's waiting.	2
43	00:04:33,308	00:04:36,310	$- I don't want to go.$- Neither do I.	2
44	00:04:36,345	00:04:38,246	$But Robb's$Lord of Winterfell,	2
45	00:04:38,280	00:04:41,416	$which means I do what he says,$and you do what I say.	2
46	00:04:42,752	00:04:45,153	$Hodor!	2
47	00:04:48,190	00:04:51,192	$- Hodor?$- Help Bran down the hall.	2
48	00:04:51,227	00:04:53,328	$<i>Hodor.</i>	2
49	00:04:59,169	00:05:02,972	$I must say I received a slightly$warmer welcome on my last visit.	2
50	00:05:03,006	00:05:05,508	$Any man of The Night's Watch$is welcome at Winterfell.	2
51	00:05:05,543	00:05:08,745	$Any man of The Night's Watch,$but not I, eh, boy?	2
52	00:05:08,780	00:05:10,714	$I'm not your boy,$Lannister.	2
53	00:05:10,749	00:05:12,717	$I'm Lord of Winterfell$while my father is away.	2
54	00:05:12,751	00:05:16,254	$Then you might learn a lord's courtesy.	2
55	00:05:18,324	00:05:20,192	$So it's true.	2
56	00:05:22,061	00:05:24,295	$Hello, Bran.	2
57	00:05:24,330	00:05:26,664	$Do you remember anything$about what happened?	2
58	00:05:26,698	00:05:29,300	$He has no memory$of that day.	2
59	00:05:29,334	00:05:31,768	$- Curious.$- Why are you here	2
60	00:05:31,802	00:05:35,971	$would your charming companion$be so kind as to kneel?	2
61	00:05:36,006	00:05:39,741	$- My neck is beginning to hurt.$- Kneel, Hodor.	2
62	00:05:42,445	00:05:44,980	$- Do you like to ride, Bran?$- Yes.	2
63	00:05:45,014	00:05:47,416	$Well, I mean$I <i>did</i> like to.	2
64	00:05:47,451	00:05:49,686	$- The boy has lost the use of his legs.$- What of it?	2
65	00:05:49,720	00:05:51,988	$With the right horse and saddle,$even a cripple can ride.	2
66	00:05:52,023	00:05:55,059	$- I'm not a cripple.$- Then I'm not a dwarf.	2
67	00:05:55,093	00:05:57,128	$My father will$rejoice to hear it.	2
68	00:05:57,162	00:05:59,764	$I have a gift$for you.	2
69	00:05:59,799	00:06:02,334	$Give that to your saddler.$He'll provide the rest.	3
70	00:06:04,503	00:06:06,938	$You must shape$the horse to the rider.	3
71	00:06:06,972	00:06:09,040	$<i>Start with a yearling</i>$<i>and teach it to respond</i>	3
72	00:06:09,074	00:06:11,008	$<i>to the reins</i>$<i>and to the boy's voice.</i>	3
73	00:06:12,277	00:06:13,944	$Will I really be$able to ride?	3
74	00:06:13,979	00:06:15,546	$You will.	3
75	00:06:15,580	00:06:17,914	$On horseback you will be$as tall as any of them.	3
76	00:06:17,948	00:06:21,217	$Is this some kind of trick?$Why do you want to help him?	3
77	00:06:21,251	00:06:22,952	$I have a tender spot$in my heart	3
78	00:06:22,987	00:06:25,889	$for cripples, bastards$and broken things.	3
79	00:06:27,125	00:06:29,026	$<i>You've done my brother</i>$<i>a kindness.</i>	3
80	00:06:29,061	00:06:31,363	$The hospitality$of Winterfell is yours.	3
81	00:06:31,397	00:06:34,232	$Spare me your false courtesies,$Lord Stark.	3
82	00:06:34,266	00:06:36,468	$There's a brothel$outside your walls.	3
83	00:06:36,502	00:06:39,404	$There I'll find a bed and both$of us can sleep easier.	3
84	00:06:44,510	00:06:47,079	$Couldn't resist$some Northern ass?	3
85	00:06:47,113	00:06:49,882	$If you like redheads,$ask for Ros.	3
86	00:06:49,916	00:06:52,785	$Come to see me off, Greyjoy?$Kind of you.	3
87	00:06:52,819	00:06:55,354	$Your master doesn't seem$to like Lannisters.	3
88	00:06:55,388	00:06:58,324	$- He's not my master.$- No, of course not.	3
89	00:06:58,358	00:07:00,326	$What happened here?	3
90	00:07:00,360	00:07:02,728	$Where is Lady Stark?$Why didn't she receive me?	3
91	00:07:02,762	00:07:05,631	$- She wasn't feeling well.$- She's not in Winterfell, is she?	3
92	00:07:05,665	00:07:07,866	$- Where did she go?$- My Lady's whereabouts--	3
93	00:07:07,900	00:07:09,568	$My Lady?	3
94	00:07:09,603	00:07:13,006	$Your loyalty to your captors$is touching.	3
95	00:07:13,040	00:07:16,242	$Tell me, how do you think$balon Greyjoy would feel	3
96	00:07:16,276	00:07:19,211	$if he could see his only$surviving son has turned lackey?	3
97	00:07:20,380	00:07:22,581	$I still remember seeing$my father's fleet	3
98	00:07:22,616	00:07:24,216	$burn in Lannisport.	3
99	00:07:24,251	00:07:26,152	$I believe your uncles$were responsible?	3
100	00:07:26,186	00:07:27,454	$Must have been a pretty sight.	3
101	00:07:27,479	00:07:29,896	$Nothing prettier than watching$sailors burn alive.	3
102	00:07:30,024	00:07:33,393	$Yes, a great victory$for your people.	3
103	00:07:33,428	00:07:37,131	$- Shame how it all turned out.$- We were outnumbered 10 to one--	3
104	00:07:37,166	00:07:39,200	$a stupid rebellion then.	3
105	00:07:39,235	00:07:41,236	$I suppose your father$realized that	3
106	00:07:41,270	00:07:43,772	$when your brothers$died in battle.	3
107	00:07:43,806	00:07:47,176	$Now here you are,$your enemy's squire.	3
108	00:07:47,210	00:07:49,044	$- Careful, imp.$- I've offended you.	3
109	00:07:49,078	00:07:52,381	$Forgive me, it's been$a rough morning.	3
110	00:07:52,415	00:07:55,817	$Anyway, don't despair.	3
111	00:07:55,852	00:07:58,287	$I'm a constant disappointment$to my own father	3
112	00:07:58,321	00:08:00,055	$and I've learned$to live with it.	4
113	00:08:00,090	00:08:02,958	$Your next tumble with Ros is on me.	4
114	00:08:02,993	00:08:06,261	$I'll try not$to wear her out.	4
115	00:08:10,633	00:08:13,535	$<i>Shoulder, legs.</i>	4
116	00:08:17,907	00:08:21,509	$<i>Leg, shoulder, leg.</i>	4
117	00:08:22,578	00:08:24,445	$<i>Left foot forward.</i>$<i>Good.</i>	4
118	00:08:24,479	00:08:26,881	$Now pivot as you$deliver the stroke.	4
119	00:08:26,915	00:08:28,583	$Put all your weight$behind it.	4
120	00:08:28,617	00:08:30,951	$What in seven hells$is that?	4
121	00:08:30,986	00:08:33,521	$<i>They'll need an eighth hell</i>$<i>to fit him in.</i>	4
122	00:08:35,791	00:08:37,725	$Tell them$your name.	4
123	00:08:37,760	00:08:39,960	$Samwell Tarly,	4
124	00:08:39,995	00:08:42,296	$of Horn Hill--$I mean, I was of Horn Hill.	4
125	00:08:43,899	00:08:47,268	$- I've come to take the black.$- Come to take the black pudding.	4
126	00:08:48,129	00:08:49,884	$Well, you couldn't be$any worse than you look.	4
127	00:08:50,439	00:08:52,106	$Rast...	4
128	00:08:53,742	00:08:55,342	$<i>See what he can do.</i>	4
129	00:09:02,950	00:09:05,251	$I yield.	4
130	00:09:05,286	00:09:08,221	$- Please, no more.$- On your feet.	4
131	00:09:08,255	00:09:10,289	$Pick up your sword.	4
132	00:09:10,324	00:09:12,925	$Hit him till he$finds his feet.	4
133	00:09:22,269	00:09:24,704	$It seems they've run short of$poachers and thieves down South.	4
134	00:09:24,739	00:09:27,607	$- <i>Now they send us squealing bloody pigs.</i>$- Jon!	4
135	00:09:27,642	00:09:30,210	$<i>Again, harder.</i>	4
136	00:09:30,244	00:09:32,112	$I yield!	4
137	00:09:32,146	00:09:33,647	$Enough!	4
138	00:09:33,681	00:09:36,950	$<i>He yielded.</i>	4
139	00:09:38,519	00:09:40,587	$Looks like$the bastard's in love.	4
140	00:09:43,424	00:09:45,291	$All right then,$Lord Snow,	4
141	00:09:45,325	00:09:48,561	$you wish to defend your lady love,$let's make it an exercise.	4
142	00:09:48,595	00:09:51,698	$You two. Three of you ought$to be sufficient	4
143	00:09:51,732	00:09:54,033	$to make$lady piggy squeal.	4
144	00:09:54,067	00:09:57,136	$All you've got to do is$get past the bastard.	4
145	00:09:59,106	00:10:01,740	$- Are you sure you want to do this?$- No.	5
146	00:10:15,556	00:10:18,458	$Yield yield yield!$I yield.	5
147	00:10:20,528	00:10:22,229	$We're done$for today.	5
148	00:10:22,263	00:10:23,997	$Go clean the armory.	5
149	00:10:24,032	00:10:25,798	$That's all$you're good for.	5
150	00:10:29,703	00:10:32,438	$- Well fought!$- Piss off.	5
151	00:10:36,242	00:10:37,976	$Did he hurt you?	5
152	00:10:38,010	00:10:40,211	$I've had worse.	5
153	00:10:41,380	00:10:44,049	$You can call me Sam...$If you want.	5
154	00:10:44,084	00:10:47,786	$- My mother calls me Sam--$- it's not going to get any easier, you know?	5
155	00:10:47,821	00:10:50,056	$You're going to have$to defend yourself.	5
156	00:10:50,090	00:10:51,991	$Why didn't you get up$and fight?	5
157	00:10:52,025	00:10:55,328	$I wanted to.	5
158	00:10:55,363	00:10:57,731	$- <i>I just couldn't.</i>$- Why not?	5
159	00:10:59,534	00:11:01,602	$I'm a coward.	5
160	00:11:03,405	00:11:06,206	$- My father always says so.$- The Wall's no place for cowards.	5
161	00:11:06,241	00:11:08,308	$You're right.$I'm sorry.	5
162	00:11:08,343	00:11:11,477	$I just... wanted$to thank you.	5
163	00:11:22,155	00:11:24,190	$A bloody coward.	5
164	00:11:24,224	00:11:26,292	$People saw us$talking to him.	5
165	00:11:26,326	00:11:28,461	$Now they'll think$we're cowards too.	5
166	00:11:28,495	00:11:30,195	$You're too stupid$to be a coward.	5
167	00:11:30,230	00:11:32,531	$- You're too stupid to be a--$- Quick now,	5
168	00:11:32,565	00:11:35,234	$before summer's over.	5
169	00:11:35,268	00:11:37,469	$C'mere!	5
170	00:12:05,730	00:12:09,200	$Hyah hyah!	6
171	00:12:11,904	00:12:15,674	$Vaes Dothrak--$the city of the horselords.	6
172	00:12:17,811	00:12:19,445	$A pile of mud.	6
173	00:12:19,479	00:12:20,947	$Mud and shit$and twigs--	6
174	00:12:20,981	00:12:24,250	$- best these savages can do.$- These are <i>my</i> people now.	6
175	00:12:24,284	00:12:26,352	$You shouldn't$call them savages.	6
176	00:12:26,386	00:12:28,487	$I'll call them what I like,$because they're <i>my</i> people.	6
177	00:12:28,522	00:12:30,856	$This is my army.	6
