frameNo	startTime	endTime	dialogue	chunk
-1	00:02:11,748	00:02:13,616	$﻿6$A cripple?	2
7	00:02:13,650	00:02:16,519	$You let a cripple escape?	2
8	00:02:17,654	00:02:19,384	$<i>The boy can't walk,</i>	2
9	00:02:19,389	00:02:21,390	$but somehow he slipped past you?	2
10	00:02:21,424	00:02:25,027	$The giant must have took him.	2
11	00:02:25,061	00:02:27,329	$The giant?	2
12	00:02:28,632	00:02:30,866	$Hodor?	2
13	00:02:30,900	00:02:33,502	$Oh, well,$that's all right, then.	2
14	00:02:33,537	00:02:37,005	$You let a halfwit$escape with a cripple.	2
15	00:02:37,040	00:02:38,940	$And Rickon, too? The little one?	2
16	00:02:38,975	00:02:42,510	$Gone along with$the wildling woman,	3
17	00:02:42,545	00:02:45,113	$the one you were fucking.	3
18	00:02:53,388	00:02:55,989	$( Grunting )	3
19	00:02:56,024	00:02:59,026	$<i>( Man groaning )</i>	3
20	00:02:59,060	00:03:02,863	$( Panting )	3
21	00:03:04,032	00:03:08,335	$Right, get the horses$and the hounds.	3
22	00:03:10,838	00:03:13,006	$- ( Dogs barking )$- Come on, find the scent.	3
23	00:03:17,846	00:03:20,014	$Come on, where they going?	3
24	00:03:28,857	00:03:30,057	$Halt!	3
25	00:03:35,164	00:03:36,797	$Enjoying your first hunt?	4
26	00:03:36,832	00:03:40,033	$So far, hunting seems very similar$to riding, My Lord.	4
27	00:03:40,068	00:03:41,536	$With hunting,$there's blood at the end.	4
28	00:03:41,561	00:03:43,503	$They're little boys.	4
29	00:03:43,504	00:03:44,952	$I was a little boy$when I was torn away from	4
30	00:03:44,977	00:03:46,906	$my home and brought here.	4
31	00:03:46,907	00:03:48,507	$So I kept my word.	4
32	00:03:48,542	00:03:50,476	$I never ran away.	4
33	00:03:50,510	00:03:53,613	$If I find them soon enough,$I won't hurt them.	4
34	00:03:54,882	00:03:57,684	$Well, I'll hurt them,$but I won't kill them.	4
35	00:03:57,718	00:04:00,754	$Those boys are of far more value$to you alive than dead.	4
36	00:04:00,788	00:04:02,789	$They have no value$to me missing.	4
37	00:04:02,824	00:04:05,359	$Robb will have sent a force$to retake Winterfell by now.	4
38	00:04:05,393	00:04:08,596	$Robb's in the Riverlands.$My sister's in Deepwood Motte.	4
39	00:04:08,630	00:04:11,332	$<i>She'll get here$long before they do.</i>	4
40	00:04:11,366	00:04:14,016	$And Ned Stark always$said 500 men could hold.	4
41	00:04:14,041	00:04:15,636	$Winterfell against 10,000.	4
42	00:04:15,637	00:04:18,572	$<i>- ( Dogs barking )</i>$- Man: <i>We have a scent!</i>	4
43	00:04:18,606	00:04:21,207	$The hounds have the scent.	4
44	00:04:21,242	00:04:23,743	$Come, Maester,$don't look so grim.	4
45	00:04:23,777	00:04:26,545	$It's all just a game.	4
46	00:04:41,895	00:04:43,629	$Osha: We should have$took more food.	5
47	00:04:43,664	00:04:45,798	$We couldn't risk$going to the kitchens.	5
48	00:04:45,833	00:04:47,300	$Those people all love you.	5
49	00:04:47,334	00:04:48,735	$They would have given$you whatever you needed.	5
50	00:04:48,769	00:04:50,604	$And if Theon found out,$he'd hang them.	5
51	00:04:50,638	00:04:53,606	$- The boy can't survive on walnuts.$- I'm fine.	5
52	00:04:55,175	00:04:57,910	$We've been walking$since before sunrise.	5
53	00:04:57,944	00:05:00,379	$- Even Hodor will tire.$- Hodor.	5
54	00:05:00,413	00:05:03,382	$- Even you, sweet giant.$- ( Chuckles ) Hodor.	5
55	00:05:04,350	00:05:07,152	$<i>( Children shouting )</i>	5
