frameNo	startTime	endTime	dialogue	chunk
1	00:00:01,199	00:00:03,738	$My son, Jorah, fled Westeros.	0
2	00:00:03,858	00:00:05,919	$He brought dishonor to our house.	0
3	00:00:06,039	00:00:10,561	$I need to turn this bunch of thieves and$runaways into men of the Night's Watch.	0
4	00:00:10,681	00:00:12,368	$And how's this going, Commander Mormont?	0
5	00:00:13,512	00:00:15,381	$I shall have your head!	0
6	00:00:18,407	00:00:20,077	$You're taking us through Valyria.	0
7	00:00:20,426	00:00:22,594	$The Doom still rules Valyria.	0
8	00:00:26,399	00:00:27,545	$Stone Men!	0
9	00:00:30,898	00:00:32,381	$Had any touch you?	0
10	00:00:33,316	00:00:34,375	$You?	0
11	00:00:37,789	00:00:39,422	$The Eyrie is mine.	0
12	00:00:40,269	00:00:43,933	$The last time the Lords of the Eyrie formed$an alliance with the Lords of the North,	0
13	00:00:44,053	00:00:46,861	$they brought down the greatest$dynasty this world has ever known.	0
14	00:00:49,316	00:00:50,612	$Cersei sent for me.	0
15	00:00:50,899	00:00:53,561	$I expect I'll be a married$woman by the time you return.	0
16	00:00:53,681	00:00:55,492	$I hope I can make her happy.	0
17	00:00:55,612	00:00:56,664	$She suffered enough.	0
18	00:00:56,784	00:00:58,446	$I'll never hurt her!	0
19	00:00:58,873	00:01:01,209	$All sinners are equal before the Gods.	0
20	00:01:01,329	00:01:05,290	$What would you say if I told you$of a great sinner in our very midst?	0
21	00:01:05,640	00:01:07,996	$May the Father judge him justly.	0
22	00:01:08,116	00:01:10,313	$- Who do you think you are?$- Justice.	0
23	00:01:11,481	00:01:15,122	$Your brother was murdered,$while you sit here, doing nothing.	0
24	00:01:15,242	00:01:16,475	$The Sand Snakes are with me.	0
25	00:01:16,685	00:01:19,646	$Without Doran we have no army$to march against the Lannisters.	0
26	00:01:19,766	00:01:22,337	$Queen Cersei loves her children.	0
27	00:01:22,457	00:01:23,692	$And we have one of them.	0
28	00:01:23,812	00:01:26,347	$We rescue my niece,$bring her back to the family.	0
29	00:01:26,467	00:01:27,842	$You ever been to Dorne?	0
30	00:01:31,175	00:01:32,592	$The Dornish are crazy.	0
31	00:01:32,712	00:01:36,261	$If he gets to her before we do, we$lose our only chance for revenge.	0
32	00:01:38,309	00:01:40,443	$Here we serve the Many-Faced God.	0
33	00:01:40,563	00:01:42,966	$To serve well, a girl must become no one.	0
34	00:01:43,214	00:01:45,239	$What do we with them after you wash them?	0
35	00:03:27,348	00:03:37,775		1
36	00:05:40,540	00:05:42,241	$What are they doing$with the bodies?	2
37	00:05:42,292	00:05:43,437	$Get back to work.	2
38	00:05:43,897	00:05:46,515	$No. I've been here$for weeks.	2
39	00:05:46,517	00:05:48,017	$I'm not scrubbing$one more corpse	2
40	00:05:48,068	00:05:50,586	$until you tell me$why I'm doing it.	2
41	00:05:50,620	00:05:52,521	$You will know why.	2
42	00:05:52,589	00:05:56,826	$- When?$- When it's time, not before.	2
43	00:05:56,860	00:05:58,327	$Get back to work.	2
44	00:05:58,361	00:05:59,829	$When do I get to play the game?	2
45	00:05:59,863	00:06:01,497	$Game?	3
46	00:06:01,531	00:06:04,116	$The game.$The Game of Faces.	3
47	00:06:04,151	00:06:07,536	$You tried already.$You failed.	3
48	00:06:07,587	00:06:09,004	$I didn't even know$I was playing.	3
49	00:06:09,039	00:06:11,423	$Who are you?	3
50	00:06:11,458	00:06:13,108	$No one.	3
51	00:06:14,377	00:06:15,628	$Get back to work.	3
52	00:06:15,679	00:06:17,129	$Who are you?	3
53	00:06:17,214	00:06:20,382	$What are you doing here?$How did you get here?	3
54	00:06:21,601	00:06:24,954	$I'm from Westeros just like you.	3
55	00:06:26,156	00:06:28,707	$Daughter of a lord$just like you.	3
56	00:06:29,810	00:06:31,544	$Except I was an only child.	3
57	00:06:31,578	00:06:34,797	$Heir to his fortune.	3
58	00:06:34,831	00:06:37,399	$My mother died.	3
59	00:06:37,401	00:06:39,652	$My father remarried$and his new wife	3
60	00:06:39,736	00:06:42,555	$gave birth to a girl.	3
61	00:06:42,589	00:06:47,142	$My stepmother didn't want any$rivals for her precious daughter,	3
62	00:06:47,210	00:06:49,211	$so she tried$to kill me with poison.	3
63	00:06:49,246	00:06:51,480	$I found out.	3
64	00:06:51,515	00:06:53,749	$Sought help from$the Faceless Men.	3
65	00:06:55,952	00:06:58,637	$And my father was widowed again.	3
66	00:07:00,307	00:07:02,675	$I've been serving them$ever since.	3
67	00:07:13,887	00:07:17,172	$Was that true or a lie?	3
68	00:07:19,876	00:07:21,327	$What?	3
69	00:07:21,361	00:07:23,162	$Did you believe$every word I said?	3
70	00:07:28,001	00:07:29,585	$Get back to work.	3
71	00:07:44,184	00:07:46,235	$<i>Who are you?	3
72	00:07:55,779	00:07:57,813	$Who are you?	3
73	00:08:02,786	00:08:04,236	$Arya.	4
74	00:08:05,405	00:08:07,539	$And where did you come from?	4
75	00:08:07,624	00:08:09,041	$<i>Westeros.	4
76	00:08:13,179	00:08:15,164	$My family home is Winterfell.	4
77	00:08:15,166	00:08:17,800	$I'm the youngest daughter$of a great lord,	4
78	00:08:17,834	00:08:19,034	$Eddard Stark.	4
79	00:08:19,085	00:08:20,669	$He died in battle.	4
80	00:08:21,805	00:08:23,339	$A lie.	4
81	00:08:23,390	00:08:26,442	$After he was executed,$I fled the capital.	4
82	00:08:27,811	00:08:29,678	$Had to kill a stable boy.	4
83	00:08:29,729	00:08:31,513	$Drove my sword through his back.	4
84	00:08:33,016	00:08:34,650	$A lie.	4
85	00:08:34,684	00:08:36,602	$I stabbed him in the gut.	4
86	00:08:36,636	00:08:39,171	$<i>I tried to find</i>$<i>my mother and brother,	4
87	00:08:39,205	00:08:40,839	$<i>but I never did.	4
88	00:08:40,907	00:08:43,275	$<i>They were murdered</i>$<i>by Walder Frey.	4
89	00:08:44,694	00:08:46,912	$An outlaw kidnapped me,$a man called Polliver.	4
90	00:08:48,866	00:08:52,368	$A man called the Hound.$Sandor Clegane.	4
91	00:08:52,370	00:08:54,503	$He tried to sell me,$but was wounded in a fight.	4
92	00:08:54,537	00:08:56,538	$He begged me to kill him,$but I wouldn't.	4
93	00:08:56,573	00:08:58,674	$I left him$in the mountains to die.	4
94	00:08:58,708	00:09:01,176	$I wanted him to suffer.$I hated him.	4
95	00:09:03,296	00:09:04,763	$I hated him.	4
96	00:09:06,433	00:09:09,218	$That's not a lie!	4
97	00:09:09,220	00:09:12,221	$A girl lies to me,	4
98	00:09:12,272	00:09:15,724	$to the Many-Faced God,$to herself.	4
99	00:09:15,726	00:09:17,910	$Does she truly$want to be no one?	4
100	00:09:17,978	00:09:20,145	$Yes.	4
101	00:09:25,201	00:09:28,153	$I'm not playing$this stupid game anymore!	4
102	00:09:28,204	00:09:30,372	$We never stop playing.	4
103	00:09:52,645	00:09:56,265	$So, those villages$we were supposed to find?	4
104	00:09:56,316	00:09:58,150	$We can't live on$berries and roots.	4
105	00:09:58,184	00:10:00,903	$I can.	5
106	00:10:00,937	00:10:02,738	$You're not hungry?	5
107	00:10:02,772	00:10:05,024	$Of course I'm hungry.	5
108	00:10:05,108	00:10:07,609	$You're an awful travelling$companion, do you know that?	5
109	00:10:07,611	00:10:09,862	$Possibly the least$charming man I've ever met.	5
110	00:10:09,913	00:10:11,547	$I'm not your travelling$companion.	5
111	00:10:11,581	00:10:14,867	$We are travelling together in$each other's company, therefore--	5
112	00:10:14,951	00:10:16,785	$Do you ever shut up?	5
113	00:10:16,836	00:10:19,955	$I sailed from King's Landing$to Pentos in a crate	5
114	00:10:20,006	00:10:22,458	$<i>without ever saying a word.	5
115	00:10:22,509	00:10:24,209	$Why?	5
116	00:10:27,297	00:10:30,299	$It never occurred to you$to ask why until now?	5
117	00:10:32,635	00:10:34,603	$You never wondered$why Tyrion Lannister	5
118	00:10:34,637	00:10:37,306	$decided to visit$a brothel in Volantis?	5
119	00:10:37,357	00:10:40,309	$I'm sure you visited many$brothels in many cities.	5
120	00:10:42,445	00:10:44,146	$I killed my father.	5
121	00:10:46,699	00:10:50,035	$He wanted to execute me$for a crime I didn't commit.	5
122	00:10:52,655	00:10:54,907	$And he was fucking$the woman I loved.	5
123	00:11:05,552	00:11:07,102	$As miserable$as you are, Mormont,	5
124	00:11:07,137	00:11:08,670	$at least your father$was a good man.	5
125	00:11:08,672	00:11:10,506	$What do you know$about my father?	5
