frameNo	startTime	endTime	dialogue	chunk
-1	00:00:00,659	00:00:02,126	$﻿1$<i>The Tyrells are a problem.</i>	0
2	00:00:02,160	00:00:04,795	$The Tyrells helped us$defeat Stannis Baratheon.	0
3	00:00:04,830	00:00:06,263	$You must see Highgarden.	0
4	00:00:06,297	00:00:08,699	$I don't think the queen$would let me leave King's Landing.	0
5	00:00:08,733	00:00:10,634	$Once I marry Joffrey,$I'll be queen.	0
6	00:00:10,669	00:00:14,307	$And if you were$to marry Loras...	0
7	00:00:14,341	00:00:16,944	$You must give yourself$to the Lord of Light.	0
8	00:00:16,979	00:00:19,482	$- I have a wife.$- She's shut away in a tower.	0
9	00:00:19,517	00:00:22,685	$And she's given you no sons,$only stillborns.	0
10	00:00:22,720	00:00:26,557	$I lost one son to the Kingslayer,$strangled with a chain.	0
11	00:00:26,591	00:00:28,159	$I grieve for$your sons, my lord.	0
12	00:00:28,193	00:00:30,461	$I don't want your grief.$I want my vengeance.	0
13	00:00:34,132	00:00:37,234	$Do that again$and I'll take your other hand.	0
14	00:00:37,269	00:00:39,505	$- What value was the mill?$- I seized an opportunity.	0
15	00:00:39,539	00:00:42,708	$<i>We took hostages--</i>$<i>Willem Lannister, Martyn Lannister.</i>	0
16	00:00:42,742	00:00:45,338	$Willem and Martyn Lannister$are 14 years old.	0
17	00:00:45,372	00:00:47,369	$I'm not your enemy.	0
18	00:00:47,404	00:00:48,545	$This woman is evil!	0
19	00:00:48,570	00:00:50,527	$Take him to the dungeon$and lock him in a cell.	0
20	00:00:50,804	00:00:52,138	$You want to$assassinate a girl?	0
21	00:00:52,172	00:00:55,107	$- Based on whose information?$<i>- Ser Jorah Mormont.</i>	0
22	00:00:55,141	00:00:57,409	$He is serving as advisor$to the Targaryens.	0
23	00:00:57,444	00:00:59,745	$You bring us the whispers$of a traitor.	0
24	00:00:59,780	00:01:02,048	$Beric Dondarrion?$If you mean to murder me,	0
25	00:01:02,083	00:01:03,851	$then bloody well$get on with it.	0
26	00:01:03,885	00:01:06,253	$You'll die soon enough,$but it won't be murder.	0
27	00:01:06,288	00:01:08,856	$I sentence you$to trial by combat.	0
28	00:01:10,525	00:01:12,993	$Is it done, then?	0
29	00:01:23,941	00:01:25,575	$Dracarys.	0
30	00:01:39,115	00:01:43,115	$<font color=#00FF00>♪ Game of Thrones 3x05 ♪</font>$<font color=#00FFFF>Kissed by Fire</font>$Original Air Date on April 28, 2013	0
32	00:01:48,165	00:03:16,952	$♪	1
33	00:03:29,305	00:03:33,942	$Lord, cast your light$upon us.	1
34	00:03:33,976	00:03:36,177	$Lord of Light, defend us.	1
35	00:03:39,114	00:03:40,948	$Show us the truth.	1
36	00:03:40,982	00:03:43,349	$Strike this man down$if he is guilty.	1
37	00:03:43,384	00:03:45,851	$Give strength to his sword$if he is true.	1
38	00:03:45,885	00:03:49,988	$<i>Lord of Light,</i>$<i>give us wisdom.</i>	1
39	00:03:54,826	00:03:57,361	$For the night is dark	1
40	00:03:57,396	00:03:58,863	$and full of terrors.	1
41	00:03:58,897	00:04:01,966	$For the night is dark$and full of terrors.	2
42	00:05:23,627	00:05:25,494	$Get back.	2
43	00:05:52,589	00:05:55,291	$Guilty. Guilty. Guilty.	2
44	00:05:55,325	00:05:58,060	$Guilty. Guilty.$Guilty.	2
45	00:05:58,095	00:06:00,797	$Guilty.$Guilty. Guilty.	3
46	00:06:00,831	00:06:03,733	$Guilty. Guilty.$Guilty.	3
47	00:06:03,767	00:06:05,201	$Kill him!	3
48	00:06:23,923	00:06:25,883	$Lord, cast your light$upon this man, your servant.	3
49	00:06:25,892	00:06:27,759	$Bring him back$from death and darkness.	3
50	00:06:27,794	00:06:29,061	$His flame has been$extinguished.	3
51	00:06:29,095	00:06:30,829	$Restore it.	3
52	00:06:30,864	00:06:32,398	$<i>For the night is dark</i>$<i>and full of terrors.</i>	3
53	00:06:32,432	00:06:34,667	$- <i>Lord, cast...</i>$- Arya, don't!	3
54	00:06:34,702	00:06:37,136	$Bring him back$from death and darkness...	3
55	00:06:37,171	00:06:38,905	$No!	3
56	00:06:38,939	00:06:42,008	$Let go of me!$Let me go!	3
