frameNo	startTime	endTime	dialogue	chunk
-1	00:02:20,893	00:02:22,970	$﻿3$Does Ser Hugh have$any family in the capital?	1
4	00:02:22,995	00:02:24,195	$No.	1
5	00:02:26,282	00:02:29,150	$I stood vigil for him myself$last night.	1
6	00:02:29,843	00:02:32,177	$He had no one else.	1
7	00:02:33,041	00:02:35,242	$He'd never worn$this armor before.	1
8	00:02:35,276	00:02:37,511	$Bad luck for him--	1
9	00:02:37,545	00:02:39,713	$going against$the Mountain.	1
10	00:02:39,747	00:02:42,114	$Who determines$the draw?	1
11	00:02:42,149	00:02:44,750	$All the knights$draw straws, Lord Stark.	1
12	00:02:44,785	00:02:46,418	$Aye.	1
13	00:02:46,453	00:02:49,655	$But who holds$the straws?	1
14	00:02:49,690	00:02:52,225	$You've done$good work, sisters.	1
15	00:02:57,832	00:03:00,868	$Life is strange.$Not so many years ago	1
16	00:03:00,903	00:03:02,871	$we fought as enemies$at the trident.	1
17	00:03:02,905	00:03:05,707	$I'm glad we never met$on the field, Ser Barristan.	1
18	00:03:05,741	00:03:07,642	$As is my wife.	1
19	00:03:07,677	00:03:09,678	$I don't think the widow's life$would suit her.	1
20	00:03:09,713	00:03:12,047	$You're too modest.	1
21	00:03:12,081	00:03:14,450	$I've seen you cut down$a dozen great knights.	1
22	00:03:14,484	00:03:16,118	$My father once told me	1
23	00:03:16,152	00:03:18,353	$you were the best$he'd ever seen.	1
24	00:03:18,387	00:03:21,223	$I never knew the man to be$wrong about matters of combat.	1
25	00:03:21,257	00:03:23,559	$He was a fine man,$your father.	1
26	00:03:24,861	00:03:26,962	$What the Mad King did to him$was a terrible crime.	1
27	00:03:26,997	00:03:28,564	$And that lad--	1
28	00:03:28,598	00:03:30,633	$he was a squire$until a few months ago.	1
29	00:03:30,668	00:03:33,269	$How could he afford$a new suit of armor?	1
30	00:03:33,303	00:03:35,771	$Perhaps Lord Arryn$left him some money?	1
31	00:03:37,841	00:03:39,942	$I hear the King wants$to joust today.	1
32	00:03:39,976	00:03:41,643	$Yes, that will$never happen.	1
33	00:03:41,678	00:03:44,479	$Robert tends to do$what he wants.	1
34	00:03:44,514	00:03:47,149	$If the King got what$he wanted all the time,	1
35	00:03:47,183	00:03:49,785	$he'd still be fighting$a damned rebellion.	1
36	00:03:54,524	00:03:57,259	$It's made too small,$Your Grace. It won't go.	1
37	00:03:57,294	00:03:59,595	$Your mother was$a dumb whore	1
38	00:03:59,630	00:04:02,031	$with a fat ass.$Did you know that?	2
39	00:04:04,701	00:04:08,170	$Look at this idiot!$One ball and no brains.	2
40	00:04:08,205	00:04:10,940	$He can't even put a man's$armor on him properly.	2
41	00:04:10,974	00:04:13,242	$You're too fat$for your armor.	2
42	00:04:13,276	00:04:16,245	$Fat?$Fat, is it?	2
43	00:04:16,280	00:04:19,482	$Is that how you speak$to your King?	2
44	00:04:26,590	00:04:28,524	$That was funny, is it?	2
45	00:04:30,627	00:04:32,261	$No, Your Grace.	2
46	00:04:32,296	00:04:35,431	$No?$You don't like the Hand's joke?	2
47	00:04:36,400	00:04:38,267	$You're torturing$the poor boy.	2
48	00:04:38,301	00:04:41,103	$You heard the Hand.$The King's too fat for his armor.	2
49	00:04:41,138	00:04:44,240	$Go find the breastplate$stretcher-- now!	2
50	00:04:45,609	00:04:49,312	"$""The breastplate stretcher""?"	2
51	00:04:49,346	00:04:51,680	$How long before$he figures it out?	2
