frameNo	startTime	endTime	dialogue	chunk
1	00:01:38,520	00:01:49,408	"$<font color=""#ec14bd"">Sync & corrections by honeybunny$www.addic7ed.com</font>"	1
2	00:02:46,734	00:02:48,267	$Burn them all!	3
3	00:02:48,369	00:02:49,835	$Where's my sister?	3
4	00:02:51,806	00:02:53,606	$Burn them all!	3
5	00:03:24,138	00:03:25,471	$Please.	3
6	00:03:38,319	00:03:40,552	$Burn them. Burn them all!	4
7	00:03:54,402	00:03:56,935	$<i>Burn them all!</i>	4
8	00:04:05,179	00:04:08,013	$Meera.	4
9	00:04:08,115	00:04:10,082	$They found us.	4
10	00:04:17,324	00:04:20,259	$I'm so sorry.	4
11	00:05:24,425	00:05:25,858	$Come with me, now.	6
12	00:05:30,865	00:05:33,198	$The dead don't rest.	6
13	00:05:59,026	00:06:00,726	$It's so green.	6
14	00:06:00,828	00:06:02,494	$Oh, yes.	6
15	00:06:02,596	00:06:04,396	$Once you get south of the Riverlands,	6
16	00:06:04,498	00:06:07,399	$very different sorts of$trees start to take over.	6
17	00:06:07,501	00:06:11,203	$Maple, elm, beech, poplar.	7
18	00:06:14,775	00:06:16,675	$The odd willow.	7
19	00:06:16,777	00:06:19,244	$And of course now that summer's over,	7
20	00:06:19,346	00:06:22,147	$you'll start seeing the$autumn colors coming in.	7
21	00:06:24,618	00:06:28,654	$Still, you'll find more green$here than anywhere else.	7
22	00:06:28,756	00:06:32,424	$You're nervous.$You're a nervous talker.	7
23	00:06:37,231	00:06:39,631	$That's not any better$being a nervous mute.	7
24	00:06:39,733	00:06:42,201	$I didn't think$I'd ever come back here	7
25	00:06:42,303	00:06:44,570	$after my father made me$renounce my title	7
26	00:06:44,672	00:06:46,538	$and inheritance	7
27	00:06:46,640	00:06:49,074	$and, well, threaten$to kill me if I didn't.	7
28	00:06:50,644	00:06:53,011	$A person just doesn't$feel welcome at that point.	7
29	00:06:55,082	00:06:58,317	$And I certainly didn't expect to$be introducing him to my family.	7
30	00:06:59,787	00:07:02,254	$So you know what to tell them.	8
31	00:07:02,356	00:07:04,223	$That Little Sam is your baby.	8
32	00:07:04,325	00:07:05,891	$Yes, now that's very important.	8
33	00:07:05,993	00:07:08,493	$If he thinks that$Little Sam is his grandchild,	8
34	00:07:08,596	00:07:10,462	$he'll take you in.	8
35	00:07:10,564	00:07:13,966	$He'll get an education.$He'll learn to read.	8
36	00:07:14,068	00:07:16,969	$And you can help teach him. Huh?	8
37	00:07:17,071	00:07:20,005	$What did you tell$your family about me?	8
38	00:07:23,477	00:07:25,878	$I told them I met you in the North.	8
39	00:07:25,980	00:07:27,846	$Did you tell them how far north?	8
40	00:07:27,948	00:07:31,049	$Well, it wasn't a very$large piece of parchment.	8
41	00:07:31,151	00:07:32,831	$You didn't tell them$where I'm really from?	8
42	00:07:32,920	00:07:34,720	$You didn't tell them I'm a wildling?	8
43	00:07:34,822	00:07:36,922	$The thing is...	8
44	00:07:37,024	00:07:39,358	$my father doesn't like wildlings.	8
45	00:07:39,460	00:07:43,829	"$He hoped I'd make a man of myself$by ""killing some bloody wildlings,"""	8
46	00:07:43,931	00:07:47,499	$so it's probably a good subject$to avoid if at all possible.	8
47	00:07:50,371	00:07:52,738	$I think we're here.	9
48	00:08:22,236	00:08:23,502	$Sam.	9
49	00:08:23,604	00:08:25,837	$Oh, Sam.	9
50	00:08:25,940	00:08:28,073	$Oh, hello, Mother.	9
51	00:08:30,778	00:08:32,744	$I never thought I'd see you again.	9
52	00:08:32,846	00:08:35,447	$- You look wonderful.$- Oh.	9
53	00:08:38,352	00:08:39,685	$Talla?	9
54	00:08:39,787	00:08:42,554	$Gods, you're a woman now.	9
55	00:08:42,656	00:08:45,123	$Father says I have$to marry Symun Fossoway.	10
56	00:08:45,225	00:08:48,260	$- He has yellow teeth--$- That's enough, Talla.	10
57	00:08:50,297	00:08:54,633	$Oh, um, Mother, this is Gilly.	10
58	00:08:56,904	00:08:59,171	$Oh, my.	10
59	00:08:59,273	00:09:01,373	$You are lovely.	10
60	00:09:03,344	00:09:05,877	$I am happy to know you, Lady Tarly.	10
61	00:09:09,183	00:09:12,050	$Oh, and this,	10
62	00:09:12,152	00:09:14,553	$this is our son Samwell.	10
63	00:09:19,393	00:09:22,594	$Hello, little one.	10
64	00:09:22,696	00:09:26,064	$It's me, your grandmother.	10
65	00:09:27,835	00:09:29,267	$May I hold him?	10
66	00:09:29,370	00:09:31,269	$Yes, of course.	10
67	00:09:35,309	00:09:37,175	$Oh.	11
68	00:09:37,277	00:09:39,711	$You have a curious mind, I can tell.	11
69	00:09:39,813	00:09:43,081	$You'll be a scholar like your father.	11
70	00:09:43,183	00:09:47,219	$Where is Father?$And Dickon?	11
71	00:09:47,321	00:09:49,154	$They're on a hunt.	11
72	00:09:50,357	00:09:52,391	$<i>They'll join us for dinner.</i>	11
73	00:09:52,493	00:09:55,827	$Come inside.$Such a journey.	11
74	00:09:55,929	00:09:57,629	$You must be exhausted.	11
75	00:09:57,731	00:10:01,099	$Come, you'll be wanting a$bath after all that travel.	11
76	00:10:01,201	00:10:03,301	$Oh, and a dress for dinner.	11
77	00:10:03,404	00:10:05,070	$You can wear one of mine.	11
78	00:10:05,172	00:10:07,005	$What's your color?	11
79	00:10:07,107	00:10:09,474	$Midnight blue or silver?	11
80	00:10:09,576	00:10:11,676	$Silver, maybe.$Come.	11
81	00:10:11,779	00:10:14,146	$You can choose one of my$bedrooms if you want.	11
82	00:10:23,157	00:10:25,690	$Is there no other way?	11
83	00:10:25,793	00:10:27,359	$You're afraid for her?	12
84	00:10:27,461	00:10:30,228	$Of course I'm afraid for her!	12
85	00:10:32,800	00:10:36,401	$It just seems very dangerous.	12
86	00:10:36,503	00:10:38,937	$She'll be protected the entire way.	12
