frameNo	startTime	endTime	dialogue	chunk
-1	00:00:11,005	00:00:13,774	$﻿2$<i>Fall back!</i>	0
3	00:01:00,557	00:01:02,358	$Brother?	1
4	00:02:24,608	00:02:27,276	$Did you send the ravens?	2
5	00:02:29,546	00:02:33,683	$Tarly, look at me.	2
6	00:02:35,786	00:02:38,354	$Did you send the ravens?	2
7	00:02:41,758	00:02:43,893	$<i>That was your job.</i>	3
8	00:02:43,927	00:02:46,696	$Your only job.	3
9	00:02:54,204	00:02:57,874	$We need to get$back to the Wall.	3
10	00:02:57,908	00:03:00,543	$<i>It's a long march.</i>	3
11	00:03:00,577	00:03:03,312	$<i>We know what's out there,</i>	3
12	00:03:03,380	00:03:07,116	$but we have to make it,$have to warn them	3
13	00:03:07,150	00:03:09,986	$or before winter's done,	3
14	00:03:10,020	00:03:12,188	$everyone you've ever known	3
15	00:03:12,223	00:03:14,023	$will be dead.	3
16	00:03:20,522	00:03:24,522	$<font color=#00FF00>♪ Game of Thrones 3x01 ♪</font>$<font color=#00FFFF>Valar Dohaeris</font>$Original Air Date on March 13, 2013	3
18	00:03:29,572	00:04:58,388	$♪	5
19	00:06:06,964	00:06:09,566	$First time you've seen$a giant, Jon Snow?	6
20	00:06:12,537	00:06:15,206	$Well, don't stare too long.$They're shy.	7
21	00:06:17,376	00:06:20,845	$When they stop being shy,$they get angry.	7
22	00:06:20,879	00:06:23,014	$And when they're angry,	7
23	00:06:23,048	00:06:26,151	$I've seen them pound a man$straight into the ground	7
24	00:06:26,185	00:06:28,186	$like a hammer on a nail.	7
25	00:06:38,898	00:06:40,498	$<i>- Crow!</i>$<i>- Crow!</i>	7
26	00:06:40,533	00:06:43,635	$<i>- Look over there!</i>$<i>- Crow!</i>	7
27	00:06:43,669	00:06:46,503	$<i>Crow! Look over here!</i>$<i>Look!</i>	7
28	00:06:46,538	00:06:49,673	$<i>Ah, look, crow coming!</i>	7
29	00:06:49,708	00:06:51,409	$<i>Crow!</i>	7
30	00:06:52,978	00:06:55,813	$You're wearing$the wrong color.	7
31	00:06:55,847	00:06:58,349	$Mance was a ranger.	7
32	00:07:00,352	00:07:03,488	$In your hearts, all you$crows want to fly free.	7
33	00:07:03,522	00:07:05,423	$When I'm free,$will I be free to go?	8
34	00:07:05,458	00:07:06,458	$- Crow!$- Crow!	8
35	00:07:06,492	00:07:07,793	$Sure, you will.	8
36	00:07:07,827	00:07:11,028	$Oh!	8
37	00:07:11,063	00:07:13,932	$And I'll be free$to kill you.	8
38	00:07:15,301	00:07:17,568	$<i>Got no respect, this lot.</i>	8
39	00:07:17,603	00:07:20,772	$Got no fathers to slap 'em$when they're foul.	8
40	00:07:20,806	00:07:23,141	$What happened$to their fathers?	8
41	00:07:24,677	00:07:27,412	$Some of them were killed$by crows like you.	8
42	00:07:28,814	00:07:31,883	$Don't look so grim,$Jon Snow.	8
43	00:07:31,917	00:07:34,953	$If Mance Rayder likes you,$you'll live another day.	8
44	00:07:34,987	00:07:37,856	$And if he don't...	8
45	00:08:00,446	00:08:02,080	$I smell a crow.	9
46	00:08:02,147	00:08:04,315	$We killed his friends.	9
47	00:08:04,350	00:08:06,151	$Thought you'd want$to question this one.	9
48	00:08:07,387	00:08:09,288	$What do we want$with a baby crow?	9
