frameNo	startTime	endTime	dialogue	chunk
1	00:01:43,329	00:01:53,388	"$<font color=""#ec14bd"">Transcript by honeybunny & No1</font>$<font color=""#ec14bd"">www.addic7ed.com</font>"	1
2	00:02:48,191	00:02:52,870	$- Valar morghulis.$- Valar dohaeris.	2
3	00:03:29,682	00:03:31,948	$I've been sweeping this floor for days.	3
4	00:03:32,822	00:03:35,845	$- Good.$- I didn't come here to sweep floors.	3
5	00:03:36,814	00:03:39,283	$No? Why come than?	3
6	00:03:40,353	00:03:42,134	$You said that I could be your apprentice.	3
7	00:03:43,135	00:03:45,901	$You said you'd teach me$how to a Faceless Man.	3
8	00:03:46,064	00:03:47,580	$A man teaches a girl.	3
9	00:03:49,908	00:03:52,963	$Valar dohaeris.$All men must serve.	3
10	00:03:54,095	00:03:55,415	$Faceless men, most of all.	3
11	00:03:57,822	00:03:59,126	$I want to serve.	3
12	00:04:03,111	00:04:05,009	$A girl wants to serve herself.	4
13	00:04:05,306	00:04:08,665	$Here we serve the Many-Faced God,$to serve well.	4
14	00:04:09,642	00:04:13,298	$- A girl must become no-one.$- Which one is the Many-Faced God?	4
15	00:04:14,220	00:04:17,103	$I see the Stranger, I see the Drowned God,	4
16	00:04:17,439	00:04:20,516	$- I see the Weirwood Face.$- There is only one god.	4
17	00:04:21,212	00:04:22,837	$A girl knows his name.	4
18	00:04:23,829	00:04:25,524	$And no man know his gift.	4
19	00:05:03,813	00:05:05,219	$Where are they taking him?	5
20	00:05:29,271	00:05:30,302	$Queen Margaery!	5
21	00:05:32,904	00:05:33,802	$Queen Margaery!	5
22	00:05:36,747	00:05:38,216	$Queen Margaery!	5
23	00:05:45,755	00:05:48,271	$- I'm his, and he's mine.$- I'm hers, and she's mine.	5
24	00:05:48,755	00:05:52,067	$- From this day until the end of my days.$- From this day until the end of my days.	5
25	00:06:36,630	00:06:40,184	$- Did I hurt you?$- No. You were lovely.	6
26	00:06:40,599	00:06:43,404	$- It all happened so fast.$- Yes.	6
27	00:06:43,888	00:06:46,247	$I was scared maybe I hurt you,$it sounded like...	6
28	00:06:46,248	00:06:47,661	$No, no, no...	6
29	00:06:48,521	00:06:49,709	$you're very sweet.	6
30	00:06:50,514	00:06:52,920	$The sweetest king who ever lived.	6
31	00:06:53,764	00:06:58,708	$This is what I want to do all day,$every day for the rest of my life.	6
32	00:06:58,709	00:07:00,709	$Wouldn't that be glorious?	6
33	00:07:02,365	00:07:04,123	$Shouldn't we rest a little while?	7
34	00:07:04,124	00:07:06,678	$Just to catch our breath,$there's no rush, is there?	7
35	00:07:07,077	00:07:08,163	$Of course not.	7
36	00:07:09,569	00:07:10,538	$Are you hungry?	7
37	00:07:10,726	00:07:13,155	$Shall I have them bring you some cake$or pomegranate juice...?	7
38	00:07:13,156	00:07:14,632	$No, I'm fine...	7
39	00:07:15,328	00:07:17,430	$I just want you all to myself.	7
40	00:07:18,281	00:07:23,484	$I want to know everything there is to know$about King Tommen First of His Name.	7
41	00:07:24,117	00:07:27,773	$King Tommen...$it still sounds strange to me.	7
42	00:07:29,015	00:07:31,788	$Does Queen Margaery sound strange to you?	7
43	00:07:32,601	00:07:36,671	$- So strange. Husband.$- Wife.	7
44	00:07:39,906	00:07:41,476	$Sometimes it feels odd.	7
45	00:07:42,234	00:07:47,250	$I'm the king, I've married$the most beautiful woman in the world,	7
46	00:07:48,250	00:07:50,141	$and it's all because my brother died.	7
47	00:07:51,320	00:07:52,484	$I understand.	7
48	00:07:53,390	00:07:56,117	$But it's no your fault,$you know that, don't you?	7
49	00:07:56,726	00:07:58,390	$You mustn't feel guilty.	7
50	00:07:59,796	00:08:03,359	$I don't feel guilty.$That's what's odd.	7
51	00:08:07,209	00:08:08,671	$Do you like to sail?	8
52	00:08:09,248	00:08:11,889	$- I love to sail.$- I do, too.	8
53	00:08:13,092	00:08:15,740	$I think we're going to be very happy,$you and I.	8
54	00:08:16,522	00:08:17,561	$I do, too.	8
55	00:08:20,522	00:08:25,030	$Living in a tower so high,$it touches the clouds.	8
56	00:08:26,850	00:08:29,483	$Of course my grandmother$couldn't wait to go home.	8
57	00:08:29,787	00:08:32,310	$The capital is not for everyone, I suppose.	8
58	00:08:34,576	00:08:36,225	$Does your mother like it here?	8
59	00:08:37,694	00:08:38,952	$I don't think so.	8
60	00:08:39,459	00:08:41,779	$She told me never to trust anyone$in King's Landing.	8
61	00:08:43,897	00:08:46,452	$It's so wonderful to have her$watching over you.	8
62	00:08:46,944	00:08:49,319	$A lioness guiding her cub.	8
63	00:08:49,655	00:08:52,632	$Well, but I'm a man now.	8
64	00:08:54,858	00:08:56,046	$You are.	8
65	00:08:58,100	00:08:59,155	$And the king.	8
66	00:09:02,133	00:09:04,422	$But you'll always be her baby-boy.	9
67	00:09:04,915	00:09:05,978	$I suppose.	9
68	00:09:07,368	00:09:11,126	$I adore how she has always been$so generous with me, so kind.	9
69	00:09:12,329	00:09:14,626	$And the horror she's had to endure.	9
70	00:09:14,923	00:09:18,189	$Losing her husband,$her eldest child and her father.	9
71	00:09:18,190	00:09:20,399	$It's no wonder she's so protective of you.	9
72	00:09:20,946	00:09:23,368	$She'll never let you out of her sight.	9
73	00:09:27,009	00:09:28,618	$You're very much in love.	9
74	00:09:29,118	00:09:32,001	$The first days of marriage$are often so blissful.	9
75	00:09:32,383	00:09:34,086	$She's certainly very pretty, isn't she?	9
76	00:09:35,422	00:09:38,547	$Like a doll, she smiles quite a lot.	9
77	00:09:40,024	00:09:44,406	$Do you think she's intelligent?$I can't quite tell.	9
78	00:09:45,711	00:09:48,539	$- Not that it matters.$- Do you ever miss Casterly Rock?	9
79	00:09:48,540	00:09:50,540	$There's nothing for me in Casterly Rock.	9
80	00:09:51,742	00:09:53,203	$That's where you grew up.	9
81	00:09:55,125	00:09:57,477	$You always told me$that you liked the people there better.	9
82	00:09:58,109	00:10:01,632	$You said that King's Landing$smelled of horse dung and sour milk.	9
83	00:10:04,468	00:10:08,452	$- Why are we speaking of Casterly Rock?$- The way that you talked about it...	10
84	00:10:09,265	00:10:10,749	$I always thought that you missed it.	10
85	00:10:11,821	00:10:16,320	$- That you... That it was your real home.$- This is my real home now.	10
86	00:10:16,321	00:10:18,321	$Where my family lives.	10
87	00:10:19,001	00:10:21,064	$I want you to be happy, mother.	10
88	00:10:22,290	00:10:23,165	$I know that.	10
89	00:10:25,102	00:10:29,883	$- I know you do, my sweet boy.$- But wouldn't you be happier in Casterly Rock?	10
90	00:10:32,680	00:10:38,157	"$I said, ""Darling, surely 4 times is enough,$are you trying to set a new record?"""	10
91	00:10:38,158	00:10:42,087	"$And he said, ""Well, what is the record?$I'm sure we can break it."""	10
92	00:10:47,314	00:10:48,267	$Mother.	10
93	00:10:49,205	00:10:50,174	$Welcome.	10
94	00:10:51,764	00:10:52,914	$Well don't you look lovely.	10
95	00:10:53,401	00:10:54,401	$Marriage agrees with you.	10
96	00:10:54,521	00:10:57,123	$Can we bring you anything to eat or drink?	10
97	00:10:57,243	00:11:00,710	$I wish we had some wine for you.$It's a bit early in the day for us.	10
98	00:11:02,726	00:11:05,257	$No, no, I...I can't stay.	11
99	00:11:06,119	00:11:07,969	$I just wanted to let you know if...	11
100	00:11:08,806	00:11:10,632	$there is ever anything I can do for you.	11
101	00:11:10,752	00:11:12,206	$You are very sweet.	11
102	00:11:12,691	00:11:14,917	$Tommen seems quite taken$with his new queen.	11
103	00:11:15,037	00:11:17,927	$I absolutely adore him.	11
104	00:11:18,047	00:11:19,902	$You raised a gallant young man.	11
105	00:11:20,152	00:11:21,927	$- I'm forever grateful.$- Good.	11
106	00:11:23,764	00:11:24,701	$Good.	11
107	00:11:25,227	00:11:26,427	$I'm glad to hear you're happy.	11
108	00:11:26,434	00:11:28,582	$Ecstatic. I really am.	11
109	00:11:29,015	00:11:31,615	$Exhausted, to be honest, but	11
110	00:11:31,735	00:11:34,641	$what can I expect, he is$half lion, half stag.	11
111	00:11:36,713	00:11:38,150	$I'll leave you to it then.	11
112	00:11:38,631	00:11:43,231	$Oh, forgive me, I haven't been at$Court for long, I get so confused.	11
113	00:11:43,351	00:11:45,519	$What's the proper way to address you now?	11
114	00:11:45,639	00:11:47,610	$Queen Mother or Dowager Queen?	11
115	00:11:49,915	00:11:51,690	$There's no need for such formalities.	11
116	00:11:51,810	00:11:54,994	$In any event, judging from$the King's enthusiasm,	11
117	00:11:55,114	00:11:57,656	$the Queen Mother will be a$Queen Grandmother soon.	11
118	00:11:57,776	00:11:59,035	$That'll be a lovely day.	11
119	00:11:59,260	00:12:00,797	$Imagine the celebrations.	11
120	00:12:00,917	00:12:03,132	$They'll ring the bells all day and night.	12
121	00:12:03,252	00:12:03,970	$Remember.	12
122	00:12:05,982	00:12:07,244	$Anything you need.	12
123	00:13:22,908	00:13:25,105	$We can't hold the North with terror alone.	13
124	00:13:25,225	00:13:28,035	$You can't hold the North if you$let these lesser lords insult us.	13
125	00:13:28,155	00:13:30,812	$I sent you there to collect$taxes, not bodies.	13
126	00:13:30,932	00:13:32,918	$Lord Cerwyn refused to pay.	13
127	00:13:33,813	00:13:36,125	$He said the Warden of the$North will always be a Stark,	13
128	00:13:36,245	00:13:38,607	$and he'd be damned if he$kissed a traitor's boot.	13
129	00:13:41,326	00:13:43,396	$You left him no choice.	13
130	00:13:43,689	00:13:44,958	$I flayed him living,	13
131	00:13:45,078	00:13:47,322	$along with his wife and brother.	13
132	00:13:47,662	00:13:49,212	$I made his son watch.	13
133	00:13:50,438	00:13:52,112	$And?	13
134	00:13:52,232	00:13:54,275	$The new Lord Cerwyn paid his taxes.	13
135	00:14:01,479	00:14:03,040	$I have something important to tell you.	14
136	00:14:04,679	00:14:06,566	$Stop eating and listen.	14
137	00:14:15,948	00:14:17,810	$We don't have enough men to hold the North	14
138	00:14:17,930	00:14:19,985	$if the other Houses rise up against us.	14
139	00:14:20,560	00:14:21,885	$Do you understand that?	14
140	00:14:22,005	00:14:23,347	$Our pact with the Lannisters...	14
141	00:14:23,467	00:14:25,697	$I had a pact with Tywin Lannister.	14
142	00:14:25,817	00:14:27,207	$Tywin Lannister is dead.	14
143	00:14:28,170	00:14:31,489	$The remaining Lannisters are a thousand$miles away dealing with that fact.	14
144	00:14:31,739	00:14:34,099	$They've never once in the$history of the Seven Kingdoms	14
145	00:14:34,219	00:14:35,955	$sent their army this far north.	14
146	00:14:36,249	00:14:38,537	$If you think they will for us,$you're a fool.	14
147	00:14:40,006	00:14:43,568	$We become a great House by entering$in alliances with other Houses,	14
148	00:14:43,688	00:14:46,466	$and parleying those alliances$into greater power.	14
149	00:14:46,935	00:14:49,435	$Now the best way to forge$a lasting alliance	14
150	00:14:49,555	00:14:52,013	$isn't by peeling a man's skin off,	14
151	00:14:52,133	00:14:54,103	$the best way is marriage.	14
152	00:14:54,934	00:14:57,981	$Now that you're a Bolton by royal decree,	14
153	00:14:58,332	00:15:00,969	$it's time you married a suitable bride.	14
154	00:15:04,505	00:15:05,946	$And as it happens,	15
155	00:15:06,361	00:15:09,730	$I found the perfect girl to$solidify our hold in the North.	15
156	00:15:31,764	00:15:34,153	$- That's Moat Cailin.$- Yes.	15
157	00:15:34,273	00:15:36,061	$A bit shabby, isn't it?	15
158	00:15:36,595	00:15:38,540	$You've been here before.	15
159	00:15:39,112	00:15:42,965	$On our way down to King's Landing,$with my father and Arya and...	15
160	00:15:43,538	00:15:46,627	$- Where are you taking me?$- Home.	15
161	00:15:48,531	00:15:50,851	$The Boltons have Winterfell.	15
162	00:15:53,994	00:15:56,893	$The marriage proposal...It wasn't for you?	15
