-1	00:00:06,040	00:00:08,920	$﻿1$<i>(theme music playing)</i>
2	00:00:09,000	00:00:13,342	$<font color=#00FF00>♪ Game of Thrones 6x03 ♪</font>$<font color=#00FFFF>Oathbreaker</font>$Original Air Date on May 8, 2016
3	00:00:13,371	00:00:17,428	$=== Subs by <font color="#00ff00">Adam Filkor</font> ===
4	00:01:59,080	00:02:10,370	$<i>(man breathing)</i>
5	00:02:21,440	00:02:28,560	$<i>(breathing continues)</i>
6	00:02:48,640	00:02:55,560	$<i>(breathing heavily)</i>
7	00:02:59,120	00:03:00,620	$<i>(gasping)</i>
8	00:03:01,120	00:03:02,620	$Easy, easy.
9	00:03:02,880	00:03:04,080	$Easy.
10	00:03:11,840	00:03:13,840	$What do you remember?
11	00:03:20,740	00:03:22,510	$They stabbed me.
12	00:03:26,910	00:03:28,314	$Olly...
13	00:03:30,788	00:03:33,542	$he put a knife in my heart.
14	00:03:39,080	00:03:41,600	$I shouldn't be here.
15	00:03:42,970	00:03:44,910	$The lady brought you back.
16	00:03:46,066	00:03:47,733	$Afterwards..
17	00:03:48,110	00:03:51,600	$..after they stabbed you, after you died, where did you go?
18	00:03:51,600	00:03:54,110	$What did you see?
19	00:03:58,170	00:03:59,370	$Nothing.
20	00:04:02,680	00:04:05,200	$There was nothing at all.
21	00:04:08,910	00:04:12,050	$The Lord let you come back for a reason.
22	00:04:14,000	00:04:16,044	$Stannis was not the prince who was promised,
23	00:04:16,177	00:04:18,450	$but someone has to be.
24	00:04:22,850	00:04:24,850	$Could you give us a moment?
25	00:04:45,370	00:04:47,080	$You were dead.
26	00:04:47,540	00:04:49,466	$And now you're not.
27	00:04:50,733	00:04:53,133	$That's completely fucking mad,
28	00:04:53,330	00:04:54,920	$seems to me.
29	00:04:55,040	00:04:58,460	$I can only imagine how it seems to you.
30	00:04:59,777	00:05:02,311	$I did what I thought was right.
31	00:05:04,622	00:05:06,666	$And I got murdered for it.
32	00:05:06,977	00:05:08,800	$And now I'm back.
33	00:05:09,644	00:05:10,800	$Why?
34	00:05:10,933	00:05:12,266	$I don't know.
35	00:05:12,755	00:05:14,711	$Maybe we'll never know.
36	00:05:15,155	00:05:17,244	$What does it matter?
37	00:05:19,555	00:05:21,244	$You go on.
38	00:05:22,711	00:05:25,555	$You fight for as long as you can.
39	00:05:25,555	00:05:28,355	$You clean up as much of the shit as you can.
40	00:05:29,422	00:05:31,422	$I don't know how to do that.
41	00:05:33,330	00:05:38,622	$I thought I did, but...
42	00:05:39,377	00:05:40,933	$I failed.
43	00:05:43,777	00:05:45,111	$Good.
44	00:05:46,266	00:05:48,488	$Now go fail again.
45	00:05:54,920	00:05:56,360	$<i>(door opens)</i>
46	00:06:44,160	00:06:46,920	$They think you're some kind of god.
47	00:06:46,920	00:06:49,280	$The man who returned from the dead.
48	00:06:49,440	00:06:51,240	$I'm not a god.
49	00:06:52,000	00:06:53,520	$I know that.
50	00:06:55,280	00:06:57,080	$I saw your pecker.
51	00:06:57,480	00:07:00,120	$What kind of god would have a pecker that small?
52	00:07:01,040	00:07:02,120	$<i>(both chuckle)</i>
53	00:07:03,640	00:07:04,680	$<i>(winces)</i>
54	00:07:25,640	00:07:28,480	$Your eyes are still brown.
55	00:07:29,080	00:07:30,760	$Is that still you in there?
56	00:07:31,040	00:07:32,760	$I think so.
57	00:07:35,360	00:07:38,440	$Hold off on burning my body for now.
58	00:07:38,680	00:07:39,840	$<i>(laughs)</i>
59	00:07:40,320	00:07:42,760	$That's funny.
60	00:07:44,400	00:07:46,120	$You sure that's still you in there?
61	00:07:46,240	00:07:48,400	$<i>(laughs)</i>
62	00:07:49,760	00:07:52,520	$<i>(thunder crashing)</i>
63	00:08:08,960	00:08:11,000	$<i>(chatter)</i>
64	00:08:16,120	00:08:17,520	$<i>(Sam groans)</i>
65	00:08:18,000	00:08:19,240	$You all right?
66	00:08:19,240	00:08:20,960	$Yes..
67	00:08:21,080	00:08:23,120	$Yes, I'm fine.
68	00:08:25,400	00:08:29,120	$Did I ever tell you I used to think the sea was called the 'see',
69	00:08:29,160	00:08:32,240	$because it was nothing but water as far as the eye could see?
70	00:08:32,360	00:08:33,800	$I don't think so.
71	00:08:33,920	00:08:35,720	$Sea, see.
72	00:08:36,280	00:08:39,520	$They're spelled different, but they sound the same.
73	00:08:40,120	00:08:41,840	$Yeah, they do.
74	00:08:42,240	00:08:44,880	$It was before I learned how to read, obviously.
75	00:08:48,240	00:08:52,160	$Sam, are you going to be sick?
76	00:09:06,360	00:09:09,120	$Won't be long. We'll be in the south soon.
77	00:09:09,240	00:09:11,440	$I'm excited to see Oldtown.
78	00:09:11,560	00:09:17,840	$Captain says it's the most beautiful city in Westeros.
79	00:09:18,640	00:09:19,920	$Do you going to vomit again?
80	00:09:19,920	00:09:23,400	$No. No, no, no.
81	00:09:24,600	00:09:26,840	$The Citadel doesn't admit women.
82	00:09:26,920	00:09:30,440	$There won't be a place for you there or for Little Sam.
83	00:09:30,960	00:09:33,360	$I stayed at Castle Black. There's no women allowed there.
84	00:09:33,360	00:09:35,680	$The Citadel isn't Castle Black.
85	00:09:35,880	00:09:38,080	$I don't have a Jon Snow or
86	00:09:38,200	00:09:41,880	$Maester Aemon to help me bend the rules.
87	00:09:42,320	00:09:43,800	$I'll stay in Oldtown, then.
88	00:09:43,800	00:09:45,320	$By yourself?
89	00:09:45,440	00:09:48,400	$With a baby and no money?
90	00:09:48,680	00:09:53,160	$So if we're not going to Oldtown, where are you taking me?
91	00:09:53,280	00:09:55,440	$To my home.
92	00:09:56,280	00:09:58,400	$Horn Hill.
93	00:09:58,960	00:10:01,800	$My father's-- well, my father,
94	00:10:01,800	00:10:05,320	$but my mother's a kind woman and my sister's lovely.
95	00:10:05,640	00:10:08,520	$They'll take care of you both.
96	00:10:09,280	00:10:11,560	$"Wherever you go, I go, too."
97	00:10:11,560	00:10:14,280	$That's what you said.
