frameNo	startTime	endTime	dialogue	chunk
-1	00:02:08,800	00:02:11,602	$﻿1$- You swear it?$- By the mother.	2
2	00:02:12,837	00:02:16,273	$My son has no interest$in the Iron Throne.	2
3	00:02:21,914	00:02:24,950	$Then I see no reason$for hostility between us.	2
4	00:02:24,984	00:02:27,686	$Your son can go on calling$himself King in the North,	2
5	00:02:27,720	00:02:31,257	$the Starks will have dominion over$all lands north of Moat Cailin,	2
6	00:02:31,291	00:02:33,393	$provided he swears me$an oath of fealty.	2
7	00:02:33,427	00:02:34,727	$And the wording$of this oath?	2
8	00:02:34,762	00:02:37,530	$The same Ned Stark swore$to Robert 18 years ago.	2
9	00:02:39,666	00:02:43,303	$Cat, their friendship held$the kingdoms together.	2
10	00:02:47,942	00:02:50,444	$And in return$for my son's loyalty?	3
11	00:02:50,478	00:02:53,614	$In the morning I'll destroy$my brother's army.	3
12	00:02:53,648	00:02:55,115	$When that's done,	3
13	00:02:55,150	00:02:57,551	$Baratheon and Stark$will fight	3
14	00:02:57,585	00:02:59,420	$their common enemy$together,	3
15	00:02:59,454	00:03:01,722	$as they have done$many times before.	3
16	00:03:07,897	00:03:11,200	$Our two houses$have always been close,	3
17	00:03:11,234	00:03:15,037	$which is why I am begging you$to reconsider this battle.	3
18	00:03:15,071	00:03:16,671	$Negotiate a peace$with your brother.	3
19	00:03:16,705	00:03:19,440	$Negotiate with Stannis?	3
20	00:03:19,474	00:03:21,242	$You heard him out there.	3
21	00:03:21,276	00:03:24,245	$I'd have better luck$debating the wind.	3
22	00:03:26,014	00:03:28,782	$Please bring my terms$to your son.	3
23	00:03:28,817	00:03:31,117	$I believe we are$natural allies.	3
24	00:03:31,152	00:03:32,786	$I hope he feels$the same.	3
25	00:03:32,820	00:03:35,689	$Together we could end$this war in a fortnight.	3
26	00:03:50,540	00:03:52,675	$No!	4
27	00:03:55,878	00:03:58,513	$- No.$<i>- Follow me!</i>	4
28	00:04:01,349	00:04:04,485	$- You'll die for this.$- No, wait, it wasn't her!	4
29	00:04:15,797	00:04:19,166	$- You'll-.$- No, wa-	4
30	00:04:48,530	00:04:51,332	$We've got to leave.	5
31	00:04:51,366	00:04:53,667	$They'll hang you$for this.	5
32	00:04:53,702	00:04:56,804	$<i>- Inside the King's tent, go!</i>$- Now!	5
33	00:04:56,838	00:04:59,874	$I won't leave him.	5
34	00:05:01,109	00:05:04,279	$You can't avenge him$if you're dead.	5
35	00:05:05,314	00:05:07,549	$<i>Over there, go!</i>	5
36	00:05:07,583	00:05:09,818	$Not that way.	5
37	00:05:43,721	00:05:46,123	$We need to go home.	6
38	00:05:46,157	00:05:49,159	$- Loras.$- My Lord, My Lady.	6
39	00:05:49,193	00:05:50,694	$Get out.	6
40	00:05:50,728	00:05:52,896	$Stannis will be here$in an hour.	6
41	00:05:52,930	00:05:55,699	$When he arrives, Renly's$bannermen will flock to him.	6
42	00:05:55,733	00:05:57,935	$<i>Your former companions</i>$<i>will fight for the privilege</i>	6
43	00:05:57,969	00:06:00,470	$of selling you$to their new king.	6
44	00:06:00,505	00:06:02,372	$And you want that$privilege for yourself.	6
45	00:06:02,407	00:06:05,809	$You will note that I am$standing here talking to you,	6
46	00:06:05,844	00:06:08,012	$- not Stannis.$- There's no time for this.	6
47	00:06:08,046	00:06:09,514	$Ride back to$Highgarden, sister.	6
48	00:06:09,548	00:06:11,616	$I'm not running$from Stannis.	6
49	00:06:11,651	00:06:12,885	$<i>Brienne of Tarth</i>$<i>murdered Renly.</i>	6
50	00:06:12,919	00:06:16,221	$I don't believe that.$You don't believe that.	6
51	00:06:17,390	00:06:20,325	$Who gained the most$from our king's death?	6
52	00:06:20,359	00:06:22,327	$Stannis.	6
53	00:06:22,361	00:06:24,261	$I will put a sword$through his righteous face.	6
54	00:06:24,296	00:06:26,564	$You can't stay here.	6
55	00:06:26,598	00:06:29,233	$He would have been$a true king,	7
56	00:06:29,268	00:06:31,569	$a good king.	7
57	00:06:31,604	00:06:33,438	$<i>Tell me, Ser Loras,</i>	7
58	00:06:33,472	00:06:36,074	$what do you desire$most in this world?	7
59	00:06:36,108	00:06:37,942	$Revenge.	7
60	00:06:37,976	00:06:40,611	$I have always found that to$be the purest of motivations,	7
61	00:06:40,645	00:06:44,181	$but you won't have a chance to$put your sword through Stannis,	7
62	00:06:44,215	00:06:45,782	$<i>not today.</i>	7
63	00:06:45,816	00:06:48,017	$<i>You'll be cut to pieces before</i>$<i>he sets foot on solid ground.</i>	7
64	00:06:48,051	00:06:50,286	$If it is justice$that you want,	7
65	00:06:50,320	00:06:51,753	$be smart about it.	7
66	00:06:51,788	00:06:54,289	$You can't avenge him$from the grave.	7
67	00:06:56,058	00:06:58,393	$Bring the horses.	7
68	00:07:00,530	00:07:02,598	$Please.	7
69	00:07:30,997	00:07:32,498	$He was very handsome.	8
70	00:07:32,532	00:07:35,066	$He was, Your Grace.	8
