frameNo	startTime	endTime	dialogue	chunk
1	00:00:06,154	00:00:08,305	$<i>( theme music playing )</i>	0
2	00:01:37,950	00:01:48,930	"$<font color=""#ec14bd"">Sync & corrections by honeybunny</font>$<font color=""#ec14bd"">www.addic7ed.com</font>"	0
3	00:01:57,499	00:02:00,384	$You did this.$You did this!	1
4	00:02:00,418	00:02:03,670	$- We have to leave.$- Cersei:<i> Take him! Take him!</i>	1
5	00:02:05,817	00:02:08,425	$Where is his wife?	1
6	00:02:08,427	00:02:09,407	$Where's Sansa?	1
7	00:02:09,522	00:02:11,771	$Find her.$Bar the gates of the city.	1
8	00:02:11,822	00:02:15,274	$<i>Seize every ship in the harbor.</i>	1
9	00:02:15,325	00:02:17,827	$- Where is she?!$- No one leaves the capital!	1
10	00:02:17,861	00:02:19,862	$<i>No one!</i>	1
11	00:02:19,913	00:02:23,082	$<i>( bells tolling )</i>	1
12	00:02:47,975	00:02:50,393	$- Get in.$- Where are we going?	1
13	00:02:50,444	00:02:52,228	$Somewhere safe.	1
14	00:03:37,107	00:03:39,408	$Up you go, my lady.	1
15	00:03:41,661	00:03:43,662	$You'll be fine.	1
16	00:03:43,697	00:03:45,581	$You're stronger than you know.	1
17	00:04:00,464	00:04:02,381	$( gasps )	2
18	00:04:04,184	00:04:06,302	$- Lord Baelish?$- Petyr.	2
19	00:04:06,304	00:04:08,387	$Are you hurt, my lady?	2
20	00:04:08,472	00:04:10,139	$Good. Good.	2
21	00:04:10,190	00:04:13,025	$I'm sure you've had quite a fright.$Rest easy.	2
22	00:04:13,060	00:04:14,977	$- The worst is past.$- Dontos:<i> Lord Baelish.</i>	2
23	00:04:15,028	00:04:17,613	$-<i> I promised I'd get her to you safely.</i>$- Softly, my friend.	2
24	00:04:17,647	00:04:20,282	$Voices carry over water.	2
25	00:04:20,317	00:04:23,319	$I should get back before$someone thinks to look for me.	2
26	00:04:23,370	00:04:25,371	$First you'll want your pay.	2
27	00:04:25,405	00:04:28,207	$- 10,000 was it?$- 10,000.	2
28	00:04:30,327	00:04:32,378	$( snaps fingers )	2
29	00:04:33,997	00:04:36,165	$Wait!$( groans )	2
30	00:04:36,167	00:04:37,533	$( screams )	2
31	00:04:37,567	00:04:39,552	$Littlefinger: <i> Shh.</i>	2
32	00:04:39,586	00:04:41,470	$You don't want the$queen to hear, do you?	2
33	00:04:41,505	00:04:44,140	$1,000 gold cloaks$are searching for you.	2
34	00:04:44,174	00:04:46,008	$And if they found you,	2
35	00:04:46,059	00:04:49,728	$how do you think they would punish$the girl who murdered the king?	2
36	00:04:49,763	00:04:53,115	$- I didn't murder anyone.$- I know. I know.	2
37	00:04:53,150	00:04:54,350	$But you must admit$it looks suspicious.	2
38	00:04:54,401	00:04:56,485	$The king who$executed your father,	2
39	00:04:56,520	00:04:58,737	$who tormented you for years,	2
40	00:04:58,772	00:05:01,524	$and you fled the scene$of his murder.	2
41	00:05:01,526	00:05:03,692	$Why did you kill him?	2
42	00:05:03,743	00:05:06,495	$Because he was$a drunk and a fool	2
43	00:05:06,530	00:05:09,365	$and I don't trust drunk fools.	2
44	00:05:09,399	00:05:11,634	$He saved me.	2
45	00:05:11,668	00:05:14,620	$Saved you? My lady,$he followed my orders.	2
46	00:05:14,671	00:05:19,041	$Every one of them.$And he did it all for gold.	2
47	00:05:19,043	00:05:21,727	$<i>Money buys a man's</i>$<i>silence for a time.</i>	2
48	00:05:21,761	00:05:25,097	$A bolt in the heart$buys it forever.	2
49	00:05:27,684	00:05:30,269	$He was helping me$because I saved his life.	2
50	00:05:30,303	00:05:34,390	$Yes, and he gave you$a priceless necklace	2
51	00:05:34,441	00:05:37,526	$that once belonged$to his grandmother.	2
52	00:05:37,561	00:05:40,613	$The last legacy$of House Hollard.	2
53	00:05:48,738	00:05:51,407	$I had it made a few weeks ago.	2
54	00:05:52,709	00:05:55,661	$What did I once tell$you about the capital?	2
55	00:05:55,712	00:05:58,380	$We're all liars here.	2
56	00:06:00,217	00:06:02,084	$Come, my lady.	3
57	00:06:02,135	00:06:04,753	$I know you've had$a difficult day.	3
58	00:06:04,804	00:06:06,922	$But you're safe now.	3
59	00:06:06,924	00:06:09,091	$I promise you that.	3
60	00:06:09,093	00:06:11,260	$You're safe with me	3
61	00:06:11,311	00:06:13,929	$and sailing home.	3
62	00:06:20,070	00:06:22,655	$So am I the queen?	3
63	00:06:22,689	00:06:24,440	$More than you were with Renly.	3
64	00:06:24,491	00:06:27,576	$Less than you would have been if$Joffrey had done you the courtesy	3
65	00:06:27,611	00:06:30,529	$of consummating$the marriage before dying.	3
66	00:06:30,580	00:06:33,782	$In any case, this would$not be an opportune moment	3
67	00:06:33,833	00:06:35,701	$to press the issue.	3
68	00:06:35,752	00:06:37,586	$Clawing at his own throat,	3
69	00:06:37,621	00:06:40,456	$looking to his mother to make$it stop-- it was horrible.	3
70	00:06:40,507	00:06:43,008	$The world is overflowing$with horrible things.	3
71	00:06:43,043	00:06:45,403	$But they're all a tray$of cakes next to death.	3
72	00:06:46,963	00:06:50,049	$They brought me your grandfather's$body when he died, you know?	3
73	00:06:50,100	00:06:51,884	$Made me look at it.	3
74	00:06:51,935	00:06:53,469	$What was it like?	3
75	00:06:53,471	00:06:56,639	$They took me to the Great$Hall and there he was.	3
76	00:06:56,690	00:06:58,524	$The man I'd married	3
77	00:06:58,558	00:07:01,810	$and suffered to father$my children.	3
78	00:07:01,812	00:07:04,063	$A great doughy lump$I'd sat next to	3
79	00:07:04,114	00:07:07,483	$at endless dinners$and tedious gatherings.	3
80	00:07:07,534	00:07:10,119	$There he was...	3
81	00:07:11,121	00:07:13,539	$lying on a table.	3
82	00:07:16,793	00:07:18,961	$One of my husbands$preferred the company of men	3
83	00:07:18,995	00:07:20,663	$and was stabbed$through the heart.	3
84	00:07:20,665	00:07:23,048	$Another was happiest$torturing animals	3
85	00:07:23,083	00:07:25,334	$and was poisoned$at our wedding feast.	3
86	00:07:25,336	00:07:27,336	$- I must be cursed.$- Nonsense.	3
87	00:07:27,338	00:07:30,256	$Your circumstances$have improved markedly.	3
88	00:07:32,008	00:07:34,893	$You may not have enjoyed$watching him die,	3
89	00:07:34,928	00:07:36,762	$but you enjoyed it more$than you would have enjoyed	3
90	00:07:36,813	00:07:38,764	$being married to him,$I can promise you that.	3
91	00:07:38,815	00:07:40,899	$But I would have been the queen.	3
92	00:07:40,934	00:07:42,818	$Our alliance with the Lannisters	3
93	00:07:42,852	00:07:45,437	$remains every bit$as necessary to them	3
94	00:07:45,488	00:07:47,940	$as it is unpleasant for us.	3
95	00:07:47,991	00:07:50,943	$You did wonderful$work on Joffrey.	3
96	00:07:50,994	00:07:54,029	$The next one should be easier.	3
97	00:08:03,757	00:08:05,674	$Tywin:$<i>Your brother is dead.</i>	4
98	00:08:07,177	00:08:10,045	$Do you know what that means?	4
99	00:08:12,299	00:08:15,684	$I'm not trying to trick you.	4
100	00:08:16,886	00:08:18,854	$It means I'll become king.	4
101	00:08:18,888	00:08:21,273	$Yes, you will become king.	4
102	00:08:21,308	00:08:24,560	$What kind of king$do you think you'll be?	4
103	00:08:25,645	00:08:27,363	$A good king?	4
104	00:08:27,397	00:08:29,732	$Mm, I think so as well.	4
105	00:08:31,284	00:08:34,286	$You've got the right$temperament for it.	4
106	00:08:34,321	00:08:38,123	$<i>But what makes</i>$<i>a good king? Hmm?</i>	4
107	00:08:38,158	00:08:41,577	$What is a good king's single$most important quality?	4
108	00:08:41,579	00:08:43,746	$This is hardly$the place or the time.	4
109	00:08:43,797	00:08:45,748	$Holiness?	4
110	00:08:45,750	00:08:47,916	$Hmm.	4
111	00:08:47,967	00:08:51,253	$<i>Baelor the Blessed was holy.</i>	4
112	00:08:51,304	00:08:53,505	$And pious.	4
113	00:08:53,556	00:08:56,141	$He built this sept.	4
114	00:08:56,176	00:08:59,478	$He also named a six-year-old$boy high septon	4
115	00:08:59,512	00:09:02,815	$because he thought the boy$could work miracles.	4
116	00:09:04,184	00:09:06,902	$He ended up fasting$himself into an early grave	4
117	00:09:06,936	00:09:09,056	$because food was of this world	4
118	00:09:09,072	00:09:11,273	$and this world was sinful.	4
119	00:09:13,693	00:09:15,244	$Justice.	4
120	00:09:15,278	00:09:16,995	$Yeah.	4
121	00:09:17,030	00:09:19,331	$A good king must be just.	4
