frameNo	startTime	endTime	dialogue	chunk
-1	00:01:33,750	00:01:37,751	$﻿1$<font color=#00FF00>♪ Game of Thrones 01x10 ♪</font>$<font color=#00FFFF>Fire and Blood</font>$Original Air Date on June 19, 2011	1
2	00:01:37,776	00:01:41,776	"$== sync, corrected by <font color=""#00fF00"">elderman</font> =="	1
3	00:02:07,668	00:02:09,937	$Look at me.$Look at me!	2
4	00:02:09,971	00:02:13,140	$Do you remember$me now, boy, eh?	2
5	00:02:13,174	00:02:15,909	$Remember me?$There's a bright boy.	2
6	00:02:17,011	00:02:19,579	$You'll be coming$with me, boy,	2
7	00:02:19,614	00:02:22,615	$and you'll be keeping$your mouth shut.	2
8	00:02:39,131	00:02:42,067	$- Keep your mouth shut, boy.$- I'm not a boy!	3
9	00:02:42,101	00:02:45,237	$You're not a <i>smart</i> boy,$is that what you're trying to say?	3
10	00:02:45,271	00:02:48,007	$Do you want$to live, boy?!	3
11	00:02:50,411	00:02:53,013	$North, boy,$we're going north.	3
12	00:03:25,647	00:03:28,382	$It had three eyes.	4
13	00:03:28,417	00:03:31,118	$It told me to come$with him, so I did.	4
14	00:03:31,152	00:03:34,887	$We went down into the crypts$and my father was there.	4
15	00:03:34,922	00:03:37,757	$Your father's not$down there, little lord.	4
16	00:03:37,791	00:03:40,059	$Not for many years yet.	4
17	00:03:41,761	00:03:44,429	$You're afraid--$just like Hodor.	4
18	00:03:44,464	00:03:46,598	$I'm not afraid of some hole$in the ground.	4
19	00:03:46,633	00:03:49,869	$You've lived beyond the Wall.$What are you scared of?	4
20	00:03:49,903	00:03:53,039	$I'm a crippled boy$and I'm willing to go.	4
21	00:03:58,411	00:04:01,179	$That's my grandfather$Lord Rickard.	4
22	00:04:01,214	00:04:04,516	$He was burned alive$by the Mad King Aerys.	4
23	00:04:06,120	00:04:07,954	$That's Lyanna,$my father's sister.	4
24	00:04:07,988	00:04:10,890	$<i>King Robert was</i>$<i>supposed to marry her,</i>	4
25	00:04:10,925	00:04:13,994	$<i>but Rhaegar Targaryen</i>$<i>kidnapped her.</i>	4
26	00:04:14,028	00:04:16,496	$<i>Robert started a war</i>$<i>to win her back.</i>	4
27	00:04:16,531	00:04:19,700	$<i>He killed Rhaegar,</i>$<i>but she died anyway.</i>	5
28	00:04:21,102	00:04:23,270	$That's where$I saw father.	5
29	00:04:24,738	00:04:28,140	$You see?$He's not here.	5
30	00:04:36,116	00:04:38,784	$-<i>Here, Shaggydog.</i>$-Rickon!	5
31	00:04:38,819	00:04:40,719	$That beast	5
32	00:04:40,754	00:04:43,155	$is supposed to be$chained in the kennels!	5
33	00:04:43,190	00:04:46,392	$- He doesn't like chains.$- What are you doing down here?	5
34	00:04:46,426	00:04:49,762	$- Come back up with us.$- No, I came to see father.	5
35	00:04:49,796	00:04:52,431	$How many times have I told you?$He's in King's Landing	5
36	00:04:52,466	00:04:54,634	$with Sansa and Arya.	5
37	00:04:54,668	00:04:57,070	$He was down here.$I saw him.	5
38	00:04:57,104	00:04:58,838	$Saw him when?	5
39	00:04:58,872	00:05:00,673	$<i>Last night,</i>	5
40	00:05:00,707	00:05:03,342	$when I was sleeping.	5
41	00:05:03,377	00:05:05,877	$Here, Shaggydog.	5
42	00:05:10,649	00:05:12,750	$You both miss him.	6
43	00:05:12,784	00:05:15,786	$It's only natural$he should be in your thoughts	6
44	00:05:15,821	00:05:19,623	$and dreams,$but that doesn't mean that--	6
45	00:05:19,658	00:05:22,427	$Bran...	6
46	00:05:39,814	00:05:41,915	$- My Lady.$- My Lady.	6
47	00:05:41,949	00:05:43,750	$- My Lady.$- My Lady.	6
48	00:05:43,784	00:05:46,252	$- My Lady.$- My Lady.	6
49	00:05:47,654	00:05:49,388	$My Lady.	6
50	00:06:37,004	00:06:38,671	$Robb.	7
51	00:06:40,641	00:06:41,941	$Robb.	7
52	00:06:45,679	00:06:47,880	$<i>Robb!</i>	7
53	00:06:51,618	00:06:54,253	$You've ruined your sword.	8
54	00:07:04,331	00:07:06,165	$Shh shh.	8
55	00:07:06,199	00:07:08,934	$- Shh.$- I'll kill them all--	8
56	00:07:08,969	00:07:12,471	$--Every one of them.	8
57	00:07:12,506	00:07:15,741	$I will kill them all.	8
58	00:07:17,711	00:07:20,146	$My boy.	8
59	00:07:21,815	00:07:24,716	$They have your sisters.	8
60	00:07:24,751	00:07:28,053	$We have to get$the girls back.	8
61	00:07:30,023	00:07:32,825	$And then we will$kill them all.	8
62	00:07:38,565	00:07:43,102	$♪ the boar's great tusks,$they boded ill ♪	8
63	00:07:43,137	00:07:46,273	$♪ for good$King Robert's health ♪	9
64	00:07:46,307	00:07:50,510	$♪ and the beast was$every bit as fat ♪	9
65	00:07:50,544	00:07:53,914	$♪ as Robert was himself ♪	9
66	00:07:53,948	00:07:58,185	"$<i>♪ but our brave King cried,</i>$<i>""Do your worst!</i>"	9
67	00:07:58,220	00:08:01,556	$<i>♪ I'll have</i>$<i>your ugly head! ♪</i>	9
68	00:08:01,590	00:08:05,493	$<i>♪ you're nowhere near</i>$<i>as murd'rous as ♪</i>	9
69	00:08:07,129	00:08:10,264	"$<i>♪ the lion in my bed"" ♪</i>"	9
70	00:08:11,400	00:08:14,369	$♪ King Robert$lost his battle and ♪	9
71	00:08:14,403	00:08:18,673	$♪ he failed$his final test ♪	9
72	00:08:18,708	00:08:22,545	$♪ the lion ripped$his balls off ♪	9
73	00:08:22,579	00:08:24,714	$<i>♪ and ♪</i>	9
74	00:08:26,317	00:08:29,219	$♪ the boar$did all the rest. ♪	9
75	00:08:43,001	00:08:44,868	$Very amusing.	10
76	00:08:44,903	00:08:47,370	$Isn't it a funny song?	10
77	00:08:48,572	00:08:50,473	$<i>Thank you</i>$<i>for your rendition.</i>	10
78	00:08:50,507	00:08:53,475	$I imagine it was even better$received at that tavern.	10
79	00:08:53,510	00:08:55,544	$I'm so sorry,$Your Grace.	10
80	00:08:55,578	00:08:57,545	$I'll never sing it again,$I swear.	10
81	00:08:57,580	00:08:59,714	$Tell me,$which do you favor:	10
82	00:08:59,748	00:09:02,450	$<i>Your fingers</i>$<i>or your tongue?</i>	10
83	00:09:02,485	00:09:04,152	$Your Grace?	10
84	00:09:04,187	00:09:06,088	$Fingers$or your tongue?	10
85	00:09:06,122	00:09:09,258	$If you got to keep one,$which would it be?	10
86	00:09:09,292	00:09:11,961	$I-- I--	10
87	00:09:11,995	00:09:14,230	$or I could just$cut your throat.	10
88	00:09:15,733	00:09:18,067	$Every man needs hands,$Your Grace.	10
89	00:09:18,102	00:09:19,669	$Good.	10
90	00:09:19,703	00:09:22,538	$- Tongue it is.$- Your Grace, please.	10
91	00:09:22,573	00:09:24,640	$I won't sing--$Your Grace.	10
92	00:09:24,675	00:09:26,809	$Ser Ilyn,$who better than you	10
93	00:09:26,843	00:09:28,945	$- to carry out the sentence?$- I beg you!	11
94	00:09:28,979	00:09:30,480	$Please no.	11
95	00:09:32,283	00:09:33,883	$<i>No!</i>	11
96	00:09:36,086	00:09:39,021	$Your Grace, please.$I beg you, I will never sing again!	11
97	00:09:39,056	00:09:40,957	$- I'm done for the day.$- <i>No-oooo!</i>	11
98	00:09:40,991	00:09:43,603	$I'll leave the rest$of the matters to you, mother.	11
99	00:09:46,932	00:09:49,433	$Your Grace, please!	11
100	00:09:56,976	00:09:58,710	$You look quite nice.	11
101	00:09:58,745	00:10:00,479	$Thank you, My Lord.	11
102	00:10:00,513	00:10:02,981	"$""Your Grace.""$I'm King now."	11
103	00:10:03,015	00:10:06,418	$<i>Stop-ppp!</i>$<i>No!</i>	11
104	00:10:06,452	00:10:09,220	$Walk with me.$I want to show you something.	11
105	00:10:13,659	00:10:16,327	$Do as you're bid, child.	11
106	00:10:22,835	00:10:25,603	$...And as soon as you've had$your blood, I'll put a son in you.	12
107	00:10:25,637	00:10:28,407	$Mother says that$shouldn't be long.	12
108	00:10:32,078	00:10:34,580	$No, please no!	12
109	00:10:34,614	00:10:36,448	$This one's your father.	12
110	00:10:37,784	00:10:39,685	$This one here.	12
111	00:10:39,719	00:10:42,154	$Look at it and see$what happens to traitors.	12
112	00:10:42,188	00:10:46,191	$- You promised to be merciful.$- I was.	12
113	00:10:46,226	00:10:48,494	$I gave him$a clean death.	12
114	00:10:49,762	00:10:51,196	$Look at him.	12
115	00:10:51,230	00:10:54,532	$Please let me go home.$I won't do any treason, I swear.	12
116	00:10:54,566	00:10:58,102	$Mother says I'm still to marry you.$So you'll stay here	12
117	00:10:58,136	00:11:00,805	$and obey.	12
118	00:11:00,839	00:11:03,140	$Look at him!	12
119	00:11:11,651	00:11:13,385	$<i>Well?</i>	13
120	00:11:13,419	00:11:16,322	$How long$do I have to look?	13
121	00:11:18,158	00:11:20,560	$As long as it pleases me.	13
122	00:11:23,097	00:11:24,698	$Do you want$to see the rest?	13
123	00:11:24,732	00:11:26,967	$If it please Your Grace.	13
124	00:11:27,001	00:11:29,303	$That's your Septa there.	13
125	00:11:31,239	00:11:32,606	$<i>I'll tell you what:</i>	13
126	00:11:32,640	00:11:34,975	$I'm going to give you$a present.	13
127	00:11:35,009	00:11:38,779	$After I raise my armies$and kill your traitor brother,	13
128	00:11:38,813	00:11:41,281	$I'm going to give you$his head as well.	13
129	00:11:41,316	00:11:44,017	$Or maybe he'll$give me yours.	13
130	00:11:49,624	00:11:52,691	$My mother tells me a King$should never strike his lady.	13
131	00:11:53,860	00:11:55,628	$Ser Meryn.	13
132	00:12:17,150	00:12:19,484	$Here, girl.	14
133	00:12:23,289	00:12:24,889	$Will you obey now?	14
134	00:12:24,923	00:12:27,458	$Or do you need$another lesson?	14
135	00:12:30,529	00:12:33,198	$I'll look for you$in court.	14
136	00:12:35,701	00:12:38,303	$Save yourself$some pain, girl.	14
137	00:12:38,337	00:12:40,305	$Give him what he wants.	14
138	00:12:41,407	00:12:44,075	$You'll be$needing that again.	14
139	00:13:04,965	00:13:07,533	$The proper course$is clear:	15
140	00:13:07,568	00:13:10,003	$Pledge fealty to King Renly$and move south	15
141	00:13:10,037	00:13:12,072	$to join our forces$with his.	15
142	00:13:12,106	00:13:14,841	$<i>Renly is not the King.</i>	15
143	00:13:14,876	00:13:18,111	$You cannot mean$to hold to Joffrey, My Lord.	15
144	00:13:18,145	00:13:19,946	$He put your father$to death.	15
145	00:13:19,980	00:13:21,881	$That doesn't$make Renly King.	15
146	00:13:21,916	00:13:24,651	$He's Robert's$<i>youngest</i> brother.	15
147	00:13:24,685	00:13:27,787	$If Bran can't be Lord$of Winterfell before me,	15
148	00:13:27,821	00:13:29,789	$<i>Renly can't be King</i>$<i>before Stannis.</i>	15
149	00:13:29,823	00:13:31,891	$Do you mean to declare us$for Stannis?	15
150	00:13:31,925	00:13:33,774	$- Renly is not right!$- My Lords.	15
151	00:13:33,775	00:13:35,544	$If we put ourselves$behind Stannis--	15
152	00:13:35,569	00:13:36,769	$My Lords!	15
153	00:13:37,664	00:13:40,766	$Here is what I say$to these two Kings--	15
154	00:13:43,870	00:13:46,438	$Renly Baratheon$is nothing to me,	16
155	00:13:46,473	00:13:48,841	$nor Stannis neither.	16
156	00:13:48,875	00:13:51,410	$Why should they rule$over me and mine	16
157	00:13:51,444	00:13:53,579	$from some flowery seat$in the South?	16
