frameNo	startTime	endTime	dialogue	chunk
1	00:00:09,075	00:00:11,910	$<i>( Gate rumbling, chains rattling )</i>	0
2	00:00:40,976	00:00:43,278	$( Horse snorts )	0
3	00:00:55,392	00:00:58,127	$<i>( Rumbling, chain rattling )</i>	0
4	00:01:14,345	00:01:16,780	$( Horse whickers )	1
5	00:01:42,574	00:01:45,042	$<i>( Wind whispering )</i>	1
6	00:01:54,955	00:01:57,957	$- ( Nickers )$- Easy, boy.	1
7	00:02:54,584	00:02:56,418	$<i>( Gasps )</i>	2
8	00:02:59,422	00:03:01,589	$( Whinnies )	2
9	00:03:10,699	00:03:12,868	$Man: <i>What do you expect?</i>$<i>They're savages.</i>	3
10	00:03:12,902	00:03:15,237	$One lot steals a goat$from another lot,	3
11	00:03:15,271	00:03:18,274	$before you know it they're$ripping each other to pieces.	3
12	00:03:18,308	00:03:20,476	$I've never seen wildlings$do a thing like this.	3
13	00:03:20,511	00:03:22,812	$I never seen a thing like$this, not ever in my life.	3
14	00:03:22,847	00:03:25,716	$- ( Horse snorts )$- How close did you get?	3
15	00:03:25,750	00:03:28,685	$- Close as any man would.$- We should head back to the wall.	3
16	00:03:31,222	00:03:32,856	$Do the dead frighten you?	3
17	00:03:32,890	00:03:35,325	$Our orders were$to track the wildlings.	3
18	00:03:35,359	00:03:38,194	$We tracked them.$They won't trouble us no more.	3
19	00:03:38,228	00:03:40,897	$You don't think$he'll ask us how they died?	3
20	00:03:42,833	00:03:44,834	$Get back on your horse.	3
21	00:03:44,868	00:03:46,935	$( Huffs )	3
22	00:03:46,970	00:03:48,637	$( Mutters )	3
23	00:03:49,806	00:03:51,707	$Whatever did it to them$could do it to us.	3
24	00:03:51,742	00:03:53,709	$They even killed the children.	3
25	00:03:53,744	00:03:56,813	$It's a good thing$we're not children.	3
26	00:03:58,315	00:04:00,917	$You want to run away south,$run away.	3
27	00:04:00,952	00:04:03,854	$Of course they will$behead you as a deserter,	3
28	00:04:03,888	00:04:06,257	$if I don't catch you first.	3
29	00:04:08,527	00:04:10,795	$Get back on your horse.	4
30	00:04:10,829	00:04:12,797	$I won't say it again.	4
31	00:04:30,950	00:04:33,251	$<i>( Echoing animal call )</i>	4
32	00:04:44,362	00:04:46,897	$Your dead men seem$to have moved camp.	4
33	00:04:46,932	00:04:49,466	$They were here.	4
34	00:04:52,738	00:04:55,106	$See where they went.	4
35	00:05:10,223	00:05:12,556	$<i>( Echoing calls )</i>	5
36	00:05:40,587	00:05:42,755	$What is it?	5
37	00:05:42,790	00:05:45,258	$It's...	5
38	00:05:46,260	00:05:48,195	$( Crackles )	5
39	00:05:50,398	00:05:52,632	$<i>( Distant scream )</i>	5
40	00:05:52,667	00:05:54,934	$<i>( Horses neighing )</i>	5
41	00:05:54,969	00:05:56,802	$<i>( Hoofbeats )</i>	5
42	00:06:25,330	00:06:28,264	$<i>( Crackling, snarling )</i>	6
43	00:06:28,299	00:06:30,667	$<i>( Chittering noises )</i>	6
44	00:06:38,809	00:06:40,910	$( Coughing )	6
45	00:06:44,615	00:06:46,683	$( Panting )	6
46	00:06:46,717	00:06:48,585	$( Wheezing )	6
47	00:06:49,587	00:06:51,554	$<i>( Hissing breath )</i>	6
48	00:06:53,924	00:06:56,492	$( Gasps )	6
49	00:06:59,296	00:07:02,031	$<i>( Crackling )</i>	6
50	00:07:07,372	00:07:10,407	$<i>( Crackling )</i>	7
51	00:07:10,441	00:07:12,776	$<i>( Chittering )</i>	7
52	00:07:15,279	00:07:25,481	"$<font color=""#ec14bd"">Sync by honeybunny</font>$<font color=""#ec14bd"">www.addic7ed.com</font>"	7
53	00:08:59,684	00:09:01,751	$( Hoofbeats )	8
54	00:09:42,093	00:09:43,626	$( Stomps )	9
55	00:09:47,698	00:09:50,767	$Go on, father's watching.	9
56	00:09:52,804	00:09:54,705	$<i>And your mother.</i>	9
57	00:10:00,713	00:10:04,083	$Fine work as always.$Well done.	9
58	00:10:04,117	00:10:05,952	$Thank you.	9
59	00:10:05,986	00:10:09,955	$I love the detail that you've$managed to get in these corners.	9
60	00:10:09,990	00:10:11,924	$<i>Quite beautiful.</i>	9
61	00:10:11,959	00:10:13,992	$The stitching...	10
62	00:10:16,329	00:10:18,697	$<i>( Arrows thunk, laughter )</i>	10
63	00:10:32,781	00:10:34,982	$- ( Sighs )$- ( Laughing )	10
64	00:10:35,016	00:10:37,819	$And which one of you$was a marksman at 10?	10
65	00:10:38,788	00:10:40,355	$Keep practicing, Bran.	10
