anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
{}	{}	{}	{}	{}	{}	{}	{}	{}	{}	0
{}	{}	{'mandark': 1}	{}	{'mandark': 1}	{}	{}	{}	{}	{}	1
{'warm': 1}	{'warm': 1}	{'brothers': 1}	{'hardhome': 1}	{}	{'warm': 1}	{'what': 2, 'hardhome': 1, 'that': 2}	{}	{'how': 1, 'hardhome': 1}	{}	2
{}	{}	{}	{}	{}	{}	{}	{}	{}	{}	3
{}	{'good': 1}	{'make': 1}	{}	{'kidney': 1}	{}	{'winterfell': 1, 'good': 1, 'have': 1}	{}	{'those': 1, 'should': 1}	{}	4
{}	{'good': 1}	{'thinking': 1, 'sulking': 1, 'make': 1}	{}	{'myself': 1, 'children': 1}	{'idiot': 1}	{'great': 1, 'good': 1, 'have': 2, 'played': 1, 'fun': 1, 'what': 1, 'change': 1}	{}	{'ass': 1, 'how': 2, 'thousands': 1}	{'ass': 1}	5
{'warden': 1}	{'warden': 1}	{'remains': 1, 'many': 1, 'family': 1, 'pack': 1}	{'home': 3, 'warden': 1, 'family': 1}	{'many': 1}	{'since': 1, 'warden': 1}	{'what': 1, 'save': 1, 'winterfell': 1, 'have': 2, 'happened': 1}	{'since': 1}	{'ghost': 1, 'home': 3, 'should': 1, 'how': 1}	{}	6
{'fought': 1}	{}	{'commands': 1, 'brothers': 1}	{}	{'boy': 1, 'myself': 1, 'men': 1, 'lady': 2, 'commands': 1}	{'lost': 1}	{'that': 3, 'hanged': 1, 'have': 1, 'than': 1}	{}	{'thought': 1}	{}	7
{'assassinated': 1, 'executed': 1}	{'bloodmagic': 1}	{'past': 2, 'kingsguard': 1, 'bloodmagic': 1, 'executed': 1}	{}	{'lady': 1}	{'assassinated': 1}	{'what': 3, 'happened': 3, 'that': 1}	{'assassinated': 1}	{'assassinated': 1, 'who': 1}	{'assassinated': 1}	8
{}	{}	{'uncle': 1}	{'petyr': 1}	{}	{}	{}	{}	{}	{}	9
{}	{}	{'many': 1, 'taking': 1, 'exactly': 2, 'man': 1, 'married': 1}	{'home': 3}	{'many': 1, 'men': 1, 'man': 1, 'yourself': 1}	{'crossing': 1}	{'shared': 1, 'winterfell': 1, 'has': 1, 'greatest': 1, 'that': 1}	{'crossing': 1}	{'home': 3, 'whom': 1, 'birds': 1, 'how': 1, 'else': 1}	{}	10
{'wars': 1}	{'wars': 1}	{'make': 1, 'capable': 1, 'uncle': 1, 'mother': 1, 'commander': 1}	{'petyr': 1}	{'judgment': 1, 'commander': 1}	{'wars': 1}	{'career': 1, 'has': 1, 'have': 1, 'shall': 1}	{}	{'house': 1, 'trust': 2}	{}	11
{}	{'good': 1}	{'expect': 1, 'brother': 1, 'commander': 1}	{}	{'commander': 1}	{'cousin': 1}	{'what': 1, 'good': 1, 'that': 1, 'spoken': 1, 'chance': 1, 'won': 1, 'winterfell': 1, 'has': 3, 'fine': 1}	{'cousin': 1}	{'should': 1}	{}	12
