frameNo	startTime	endTime	dialogue	chunk
-1	00:00:00,727	00:00:02,930	$﻿1$Still not far$<i>from Pentos, Your Grace.</i>	0
2	00:00:02,968	00:00:04,320	$You'd be more$comfortable there.	0
3	00:00:04,440	00:00:06,807	$I have no interest$in hospitality or comfort.	0
4	00:00:06,842	00:00:08,642	$I'll stay with Drogo$until he fulfills	0
5	00:00:08,676	00:00:11,276	$his end of the bargain$and I have my crown.	0
6	00:00:11,311	00:00:13,046	$I have something for you.	0
7	00:00:13,080	00:00:15,981	$First lesson: Stick them$with the pointy end.	0
8	00:00:16,016	00:00:20,252	$17 years ago you rode off$with Robert Baratheon.	0
9	00:00:20,286	00:00:23,988	$- <i>And now you're leaving again.</i>$- <i>I have no choice.</i>	0
10	00:00:24,022	00:00:26,389	$There's great honor serving$in the Night's Watch.	0
11	00:00:26,424	00:00:28,958	$The Starks have manned the$Wall for thousands of years.	0
12	00:00:28,992	00:00:30,626	$<i>And you are a Stark.</i>	0
13	00:00:30,661	00:00:33,931	$Daenerys Targaryen has wed$some Dothraki horselord.	0
14	00:00:33,966	00:00:36,500	$What of it?$Tell me we're not speaking of this.	0
15	00:00:36,535	00:00:39,937	$I'll kill every Targaryen$I get my hands on.	0
16	00:00:39,972	00:00:43,641	$Rapers. Not impressed$by your new brothers?	0
17	00:00:43,675	00:00:45,543	$<i>Lovely thing about the watch--</i>	0
18	00:00:45,577	00:00:49,112	$<i>You discard your old family</i>$<i>and get a whole new one.</i>	0
19	00:00:49,147	00:00:50,947	$Welcome.	0
20	00:00:50,982	00:00:53,517	$I don't think Bran$fell from that tower.	0
21	00:00:53,551	00:00:55,852	$I think he was thrown.$No!	0
22	00:00:55,886	00:00:58,721	$<i>Someone tried</i>$<i>to kill him twice.</i>	1
23	00:00:58,755	00:01:01,189	$<i>I would stake my life</i>$<i>the Lannisters are involved.</i>	1
24	00:01:01,224	00:01:05,293	$- Lord Stark must be told of this.$- <i>I will go myself.</i>	1
25	00:01:05,327	00:01:07,227	$What is the meaning of this?	1
26	00:01:07,262	00:01:09,230	$<i>Joff told us what happened.</i>	1
27	00:01:09,264	00:01:12,700	$<i>You and that boy beat him with clubs while</i>$<i>you set your wolf on him.</i>	1
28	00:01:12,734	00:01:14,535	$<i>That's not what happened!</i>	1
29	00:01:14,570	00:01:15,703	$Ahh!	1
30	00:01:15,738	00:01:18,173	$We found no trace of the$direwolf, Your Grace.	1
31	00:01:18,207	00:01:21,244	$- We have another wolf.$- As you will.	1
32	00:01:21,278	00:01:23,112	$He doesn't mean Lady, does he?	1
33	00:01:23,147	00:01:25,749	$<i>Lady didn't bite anyone!</i>$<i>She's good!</i>	1
34	00:01:35,926	00:01:46,000	"$<font color=""#ec14bd"">Sync by honeybunny</font>$<font color=""#ec14bd"">www.addic7ed.com</font>"	1
35	00:03:43,248	00:03:45,115	$Welcome, Lord Stark.	3
36	00:03:45,150	00:03:47,984	$Grand Maester Pycelle has called$a meeting of the small council.	3
37	00:03:48,019	00:03:50,119	$The honor of your$presence is requested.	3
38	00:03:51,621	00:03:54,724	$Get the girls settled in.$I'll be back in time for supper.	4
39	00:03:54,758	00:03:57,393	$- And, Jory, you go with them.$- Yes, My Lord.	4
