anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1
1	0	0	0	2	0	1	0	1	1	2
0	0	0	0	2	0	1	1	0	0	3
1	3	1	1	2	3	5	0	0	0	4
1	0	0	1	3	2	5	0	1	0	5
0	0	0	0	3	0	0	0	1	1	6
0	0	0	0	4	1	0	0	0	0	7
2	1	1	0	10	1	10	0	1	0	8
1	0	1	0	1	0	0	0	0	0	9
4	3	1	0	2	3	5	0	0	0	10
2	2	0	1	0	5	2	2	0	0	11
1	1	0	0	3	1	3	0	0	0	12
2	3	2	0	3	1	0	0	0	0	13
1	0	3	1	3	0	6	0	0	0	14
0	0	1	1	4	1	5	5	0	0	15
6	3	0	0	3	5	9	1	0	0	16
1	0	0	0	1	1	1	0	0	0	17
2	0	1	0	2	2	5	0	1	2	18
0	0	0	0	3	0	2	0	1	0	19
0	0	0	1	1	0	6	2	0	0	20
2	0	0	1	3	2	2	0	0	0	21
2	1	0	0	1	3	2	0	0	0	22
2	0	0	0	6	3	3	1	0	1	23
0	0	0	1	2	0	0	3	0	0	24
0	6	0	0	3	0	2	0	0	0	25
1	1	3	1	4	0	5	1	1	0	26
0	0	0	0	0	0	2	0	0	0	27
2	0	1	0	0	3	5	1	0	0	28
0	0	0	0	0	1	3	0	0	0	29
0	0	0	0	0	0	0	0	0	0	30
0	0	0	0	1	0	1	0	0	0	31
0	0	2	0	3	1	3	0	0	0	32
0	0	2	1	1	1	4	0	0	0	33
0	0	1	0	3	1	14	0	6	0	34
0	0	2	0	0	0	1	0	0	0	35
1	0	4	2	1	1	3	1	0	0	36
1	1	1	1	0	3	1	0	0	1	37
2	0	0	0	0	1	3	0	0	0	38
1	0	0	0	0	1	3	0	0	0	39
0	0	0	0	1	2	6	0	0	0	40
0	1	0	0	0	0	1	0	0	0	41
0	0	1	0	1	1	1	1	0	0	42
1	0	0	1	1	0	3	0	1	0	43
1	2	1	2	1	0	3	0	0	0	44
0	0	1	1	1	0	3	0	1	0	45
0	0	1	1	5	0	1	0	0	0	46
2	3	1	0	2	1	0	1	1	1	47
5	4	4	0	2	2	5	2	0	1	48
2	0	2	1	1	1	3	0	1	0	49
2	2	1	1	2	4	6	1	1	0	50
1	0	2	0	1	2	5	2	0	0	51
4	0	0	0	1	2	1	0	0	0	52
1	1	1	0	2	0	2	0	0	0	53
1	0	3	0	2	2	3	1	0	0	54
1	2	1	0	2	0	4	1	0	1	55
4	0	0	1	4	1	5	1	3	2	56
0	0	0	0	0	0	1	1	0	0	57
0	0	0	0	0	0	0	0	0	0	58
0	0	0	0	0	0	0	0	0	0	59
