frameNo	startTime	endTime	dialogue	chunk
-1	00:00:01,923	00:00:05,196	$﻿1$I want you to tell me$the truth about Joffrey.	0
2	00:00:05,522	00:00:06,872	$He's a monster.	0
3	00:00:07,430	00:00:11,448	$With the Tyrells beside us, no one$will think of rebelling for another century.	0
4	00:00:11,568	00:00:13,635	$Ser Dontos of House Hollard.	0
5	00:00:13,755	00:00:15,770	$Ser Meryn, help Ser Dontos$celebrate my name day.	0
6	00:00:15,890	00:00:18,640	$It would be bad luck to kill a man$on your name day.	0
7	00:00:18,760	00:00:20,160	$You'll be my new fool!	0
8	00:00:20,280	00:00:21,432	$Thank you, Your Grace.	0
9	00:00:21,552	00:00:23,976	$Do you know$what it takes to unite 19 clans?	0
10	00:00:24,270	00:00:26,597	$I told them we were all going to die	0
11	00:00:26,717	00:00:28,350	$if we don't get south.	0
12	00:00:29,145	00:00:31,828	$Let us go, and my father will pay you$whatever you want.	0
13	00:00:31,948	00:00:33,736	$Enough to buy me a new head?	0
14	00:00:39,826	00:00:41,959	$_	0
15	00:00:42,079	00:00:45,275	$_	0
16	00:00:49,909	00:00:52,119	$We need to find Sansa Stark a husband.	0
17	00:00:52,239	00:00:54,641	$Tyrion'll do as he's bid,$you'll marry Ser Loras.	0
18	00:00:54,761	00:00:57,472	$— I am not some brood mare...$— You're my daughter!	0
19	00:00:57,592	00:00:59,857	$My feelings for you have not changed.	0
20	00:00:59,977	00:01:02,086	$I'm not your lady,$I'm your whore.	1
21	00:01:02,377	00:01:04,336	$He's a crow, he'll stab us in the back.	1
22	00:01:04,456	00:01:05,712	$Kill him!	1
23	00:01:10,652	00:01:11,971	$That's a fine little blade.	1
24	00:01:12,091	00:01:13,735	$— No!$— Maybe I'll pick my teeth with it.	1
25	00:01:14,220	00:01:16,700	$— Something wrong with your leg, boy?$— You've got to carry me.	1
26	00:01:20,076	00:01:21,937	$Robb!	1
27	00:01:25,528	00:01:28,020	$The Lannisters send their regards!	1
28	00:01:31,655	00:01:32,877	$It's too late!	1
29	00:01:35,126	00:01:38,307	$— You know I didn't have a choice...$— You know nothing, Jon Snow!	1
30	00:01:44,773	00:01:46,266	$You're home.	1
31	00:02:06,391	00:02:08,759	$<i>( fire crackling )</i>	2
32	00:02:12,331	00:02:15,333	$<i>( «Rains of Castamere»</i>$<i>playing )</i>	2
33	00:02:15,367	00:02:18,169	$<i>( footsteps approach )</i>	2
34	00:02:46,298	00:02:48,900	$( hammering echoes )	2
35	00:03:48,794	00:03:51,896	$<i>( theme music playing )</i>	3
36	00:05:19,838	00:05:30,560	"$<font color=""#ec14bd"">Sync & corrections by honeybunny</font>$<font color=""#ff0000""><b>www.addic7ed.com</b></font>"	5
37	00:05:46,711	00:05:48,712	$— Magnificent.$— Mm–mmh.	5
38	00:05:48,746	00:05:50,914	$Looks fresh-forged.	5
39	00:05:50,948	00:05:52,348	$It is.	5
40	00:05:53,718	00:05:55,485	$No one's made a Valyrian$steel sword	5
41	00:05:55,519	00:05:57,087	$since the Doom of Valyria.	6
42	00:05:57,121	00:05:58,822	$There are three living smiths	6
43	00:05:58,856	00:06:01,024	$who know how to rework$Valyrian steel.	6
44	00:06:01,058	00:06:03,626	$The finest of them$was in Volantis.	6
45	00:06:03,661	00:06:06,663	$Came here to King's Landing$at my invitation.	6
46	00:06:06,697	00:06:08,898	$Where did you get$this much Valyrian steel?	6
47	00:06:08,933	00:06:11,668	$From someone who no longer$had need of it.	6
48	00:06:13,871	00:06:16,973	$You've wanted one of these$in the family for a long time.	6
49	00:06:17,007	00:06:18,908	$— And now we have two.$— Two?	6
50	00:06:18,943	00:06:21,478	$The original weapon$was absurdly large.	6
51	00:06:21,512	00:06:23,880	$Plenty of steel for two swords.	6
52	00:06:23,914	00:06:26,950	$Well, thank you.$It's glorious.	6
53	00:06:32,890	00:06:34,824	$You'll have to train$your left hand.	6
54	00:06:34,859	00:06:37,360	$Any decent swordsman$knows how to use both hands.	6
55	00:06:37,394	00:06:39,429	$You'll never be as good.	6
56	00:06:39,463	00:06:41,164	$No.	6
57	00:06:41,198	00:06:42,958	$But as long as I'm better$than everyone else,	6
58	00:06:42,967	00:06:44,634	$I suppose it doesn't matter.	6
59	00:06:44,668	00:06:47,871	$You can't serve in the Kingsguard$with one hand.	6
60	00:06:47,905	00:06:50,240	$Where's that written?$I can and I will.	6
61	00:06:50,274	00:06:51,441	$The Kingsguard oath$is for life.	6
62	00:06:51,475	00:06:53,643	$The war is over.$The king is safe.	6
63	00:06:53,677	00:06:55,378	$The king is never safe.	7
64	00:06:55,412	00:06:57,914	$How many people in this city alone$would love to see his head on a pike?	7
65	00:06:57,948	00:07:00,383	$Other knights protected the king$while you were a prisoner.	7
66	00:07:00,417	00:07:03,319	$They will continue$to do so when you go home.	7
67	00:07:03,354	00:07:06,823	$— Home?$— You'll return to Casterly Rock	7
68	00:07:06,857	00:07:09,125	$<i>and rule in my stead.</i>	7
69	00:07:09,160	00:07:11,327	$You are the Lord$of Casterly Rock.	7
70	00:07:12,930	00:07:15,999	$I am the King's Hand.$My place is here.	7
71	00:07:16,033	00:07:19,569	$I don't expect to see$the Rock again before I die.	7
72	00:07:19,603	00:07:22,138	$You know what they call me?	7
73	00:07:22,173	00:07:24,440	$Kingslayer.$Oathbreaker.	7
74	00:07:24,475	00:07:26,109	$Man without honor.	7
