anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	1	0	1	0	0	0	1
0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	3
1	0	0	0	3	0	2	0	0	0	4
0	1	0	0	1	0	0	0	0	0	5
4	4	0	0	1	3	1	0	1	2	6
3	0	1	0	0	0	0	2	1	2	7
0	0	5	0	2	0	3	1	1	0	8
3	0	2	0	0	3	6	1	3	0	9
0	0	1	1	1	0	5	0	0	0	10
0	0	2	0	2	0	4	3	0	0	11
1	0	4	1	2	1	7	5	0	0	12
0	0	3	2	0	0	3	1	0	0	13
2	1	1	0	0	0	2	2	0	0	14
1	0	0	0	2	2	3	0	0	0	15
1	2	0	0	0	1	2	0	0	0	16
0	0	0	0	0	0	0	0	0	0	17
1	0	1	1	0	0	3	0	0	0	18
2	0	4	1	1	2	6	0	2	0	19
3	1	3	1	1	4	3	0	0	0	20
0	0	0	0	0	1	0	0	0	0	21
1	0	1	0	0	1	5	1	2	2	22
1	0	0	0	0	0	0	1	0	0	23
3	0	1	0	1	0	2	0	1	1	24
3	0	0	2	1	0	2	1	2	2	25
1	0	0	3	1	0	2	0	0	0	26
1	1	3	0	3	1	9	1	0	0	27
1	1	2	2	3	1	3	1	0	0	28
2	1	1	0	5	1	0	2	0	0	29
2	2	1	4	3	3	2	0	0	0	30
4	4	2	1	3	3	4	3	0	0	31
2	0	0	2	4	0	4	3	0	0	32
2	0	0	1	2	1	2	1	0	0	33
0	0	0	0	0	0	0	0	0	0	34
1	3	2	1	0	1	1	0	0	0	35
4	4	0	1	2	4	4	1	0	0	36
1	0	0	0	2	2	2	1	0	0	37
2	0	1	5	0	0	4	1	0	0	38
2	1	3	4	0	1	0	2	0	0	39
3	3	1	2	1	3	0	0	1	0	40
0	0	0	0	0	0	2	0	1	0	41
1	1	2	0	0	1	6	0	1	1	42
4	0	0	1	0	2	1	0	1	3	43
1	0	0	0	0	0	0	0	0	0	44
1	0	0	0	0	0	1	1	2	2	45
4	1	1	0	2	1	6	1	1	1	46
3	0	0	0	0	0	0	0	2	2	47
3	2	1	0	1	2	7	0	0	0	48
1	0	3	0	1	5	1	0	0	0	49
1	1	0	0	3	1	4	2	0	0	50
0	0	0	0	2	0	6	0	0	0	51
4	1	1	0	2	1	5	0	1	1	52
4	1	0	0	2	2	1	0	1	1	53
0	0	0	1	0	0	2	0	0	0	54
0	0	0	0	1	0	1	0	0	0	55
0	0	0	0	0	0	0	0	0	0	56
0	0	0	0	0	0	0	0	0	0	57
0	0	0	0	0	0	0	0	0	0	58
0	0	0	0	0	0	0	0	0	0	59
